/home/aditya_sharma/.local/lib/python3.9/site-packages/torch/optim/lr_scheduler.py:138: UserWarning: Detected call of `lr_scheduler.step()` before `optimizer.step()`. In PyTorch 1.1.0 and later, you should call them in the opposite order: `optimizer.step()` before `lr_scheduler.step()`.  Failure to do this will result in PyTorch skipping the first value of the learning rate schedule. See more details at https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate
(epoch: 25, iters: 1500, time: 0.044, data: 0.001) G_GAN: 1.247 G_L1: 17.902 D_real: 0.764 D_fake: 0.367 
(epoch: 25, iters: 1600, time: 0.042, data: 0.001) G_GAN: 1.389 G_L1: 27.916 D_real: 0.320 D_fake: 0.464 
(epoch: 25, iters: 1700, time: 0.047, data: 0.001) G_GAN: 1.067 G_L1: 20.241 D_real: 0.649 D_fake: 0.863 
(epoch: 25, iters: 1800, time: 0.040, data: 0.001) G_GAN: 2.427 G_L1: 22.018 D_real: 1.541 D_fake: 0.093 
(epoch: 25, iters: 1900, time: 0.043, data: 0.001) G_GAN: 1.443 G_L1: 22.658 D_real: 0.093 D_fake: 0.565 
(epoch: 25, iters: 2000, time: 0.038, data: 0.001) G_GAN: 1.541 G_L1: 19.070 D_real: 0.175 D_fake: 0.482 
(epoch: 25, iters: 2100, time: 0.046, data: 0.001) G_GAN: 1.197 G_L1: 19.240 D_real: 0.094 D_fake: 0.579 
(epoch: 25, iters: 2200, time: 0.038, data: 0.002) G_GAN: 1.250 G_L1: 9.600 D_real: 0.923 D_fake: 0.229 
(epoch: 25, iters: 2300, time: 0.038, data: 0.001) G_GAN: 1.328 G_L1: 15.979 D_real: 1.655 D_fake: 0.174 
(epoch: 25, iters: 2400, time: 0.122, data: 0.001) G_GAN: 2.627 G_L1: 24.878 D_real: 0.818 D_fake: 0.094 
saving the latest model (epoch 25, total_iters 60000)
saving the model at the end of epoch 25, iters 60000
End of epoch 25 / 200 	 Time Taken: 83 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 26, iters: 100, time: 0.039, data: 0.157) G_GAN: 1.248 G_L1: 20.617 D_real: 0.583 D_fake: 0.324 
(epoch: 26, iters: 200, time: 0.049, data: 0.001) G_GAN: 1.468 G_L1: 23.538 D_real: 0.705 D_fake: 0.356 
(epoch: 26, iters: 300, time: 0.041, data: 0.002) G_GAN: 1.347 G_L1: 24.744 D_real: 0.436 D_fake: 0.349 
(epoch: 26, iters: 400, time: 0.131, data: 0.001) G_GAN: 1.139 G_L1: 25.578 D_real: 0.000 D_fake: 2.528 
(epoch: 26, iters: 500, time: 0.043, data: 0.001) G_GAN: 2.994 G_L1: 24.684 D_real: 0.038 D_fake: 0.062 
(epoch: 26, iters: 600, time: 0.040, data: 0.001) G_GAN: 1.352 G_L1: 18.014 D_real: 0.480 D_fake: 0.457 
(epoch: 26, iters: 700, time: 0.042, data: 0.001) G_GAN: 1.176 G_L1: 18.304 D_real: 0.238 D_fake: 0.587 
(epoch: 26, iters: 800, time: 0.041, data: 0.001) G_GAN: 1.077 G_L1: 20.237 D_real: 0.942 D_fake: 1.115 
(epoch: 26, iters: 900, time: 0.045, data: 0.001) G_GAN: 1.270 G_L1: 30.048 D_real: 0.609 D_fake: 0.874 
(epoch: 26, iters: 1000, time: 0.044, data: 0.001) G_GAN: 2.503 G_L1: 22.780 D_real: 0.051 D_fake: 0.134 
(epoch: 26, iters: 1100, time: 0.044, data: 0.001) G_GAN: 1.173 G_L1: 17.947 D_real: 1.149 D_fake: 0.232 
(epoch: 26, iters: 1200, time: 0.041, data: 0.002) G_GAN: 1.273 G_L1: 14.499 D_real: 2.070 D_fake: 0.224 
(epoch: 26, iters: 1300, time: 0.042, data: 0.001) G_GAN: 1.182 G_L1: 28.550 D_real: 2.241 D_fake: 0.312 
(epoch: 26, iters: 1400, time: 0.045, data: 0.001) G_GAN: 1.649 G_L1: 31.033 D_real: 0.011 D_fake: 0.340 
(epoch: 26, iters: 1500, time: 0.039, data: 0.001) G_GAN: 1.559 G_L1: 19.910 D_real: 0.069 D_fake: 0.575 
(epoch: 26, iters: 1600, time: 0.046, data: 0.002) G_GAN: 1.599 G_L1: 13.399 D_real: 0.810 D_fake: 0.243 
(epoch: 26, iters: 1700, time: 0.042, data: 0.001) G_GAN: 1.961 G_L1: 22.327 D_real: 0.468 D_fake: 0.158 
(epoch: 26, iters: 1800, time: 0.040, data: 0.001) G_GAN: 1.296 G_L1: 19.877 D_real: 0.138 D_fake: 0.760 
(epoch: 26, iters: 1900, time: 0.043, data: 0.001) G_GAN: 2.611 G_L1: 23.891 D_real: 0.098 D_fake: 0.226 
(epoch: 26, iters: 2000, time: 0.125, data: 0.001) G_GAN: 2.184 G_L1: 30.931 D_real: 0.000 D_fake: 0.168 
(epoch: 26, iters: 2100, time: 0.041, data: 0.001) G_GAN: 1.022 G_L1: 18.909 D_real: 0.150 D_fake: 1.428 
(epoch: 26, iters: 2200, time: 0.046, data: 0.001) G_GAN: 1.992 G_L1: 23.780 D_real: 0.010 D_fake: 0.362 
(epoch: 26, iters: 2300, time: 0.041, data: 0.001) G_GAN: 1.257 G_L1: 18.148 D_real: 0.538 D_fake: 0.449 
(epoch: 26, iters: 2400, time: 0.040, data: 0.001) G_GAN: 1.812 G_L1: 15.236 D_real: 0.598 D_fake: 0.235 
End of epoch 26 / 200 	 Time Taken: 82 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 27, iters: 100, time: 0.041, data: 0.147) G_GAN: 1.574 G_L1: 29.213 D_real: 0.052 D_fake: 0.305 
(epoch: 27, iters: 200, time: 0.044, data: 0.001) G_GAN: 1.927 G_L1: 15.840 D_real: 0.513 D_fake: 0.167 
(epoch: 27, iters: 300, time: 0.042, data: 0.001) G_GAN: 1.550 G_L1: 18.969 D_real: 0.481 D_fake: 0.413 
(epoch: 27, iters: 400, time: 0.116, data: 0.001) G_GAN: 1.270 G_L1: 26.077 D_real: 0.511 D_fake: 0.276 
(epoch: 27, iters: 500, time: 0.044, data: 0.001) G_GAN: 1.844 G_L1: 15.097 D_real: 0.001 D_fake: 0.221 
(epoch: 27, iters: 600, time: 0.045, data: 0.001) G_GAN: 2.620 G_L1: 19.081 D_real: 0.578 D_fake: 0.119 
(epoch: 27, iters: 700, time: 0.043, data: 0.001) G_GAN: 1.940 G_L1: 20.924 D_real: 0.489 D_fake: 0.228 
(epoch: 27, iters: 800, time: 0.042, data: 0.002) G_GAN: 1.489 G_L1: 18.861 D_real: 0.200 D_fake: 0.471 
(epoch: 27, iters: 900, time: 0.043, data: 0.001) G_GAN: 1.928 G_L1: 20.285 D_real: 0.158 D_fake: 0.155 
(epoch: 27, iters: 1000, time: 0.042, data: 0.001) G_GAN: 1.550 G_L1: 17.798 D_real: 0.103 D_fake: 0.343 
(epoch: 27, iters: 1100, time: 0.044, data: 0.002) G_GAN: 1.513 G_L1: 33.063 D_real: 0.163 D_fake: 0.317 
(epoch: 27, iters: 1200, time: 0.045, data: 0.001) G_GAN: 1.533 G_L1: 25.845 D_real: 0.113 D_fake: 0.480 
(epoch: 27, iters: 1300, time: 0.043, data: 0.002) G_GAN: 1.274 G_L1: 27.461 D_real: 0.035 D_fake: 0.372 
(epoch: 27, iters: 1400, time: 0.044, data: 0.001) G_GAN: 1.012 G_L1: 17.697 D_real: 0.972 D_fake: 0.884 
(epoch: 27, iters: 1500, time: 0.042, data: 0.001) G_GAN: 1.598 G_L1: 22.682 D_real: 0.022 D_fake: 0.392 
(epoch: 27, iters: 1600, time: 0.125, data: 0.001) G_GAN: 1.385 G_L1: 16.306 D_real: 1.242 D_fake: 0.186 
(epoch: 27, iters: 1700, time: 0.043, data: 0.001) G_GAN: 1.997 G_L1: 25.205 D_real: 0.324 D_fake: 0.414 
(epoch: 27, iters: 1800, time: 0.040, data: 0.001) G_GAN: 1.991 G_L1: 17.984 D_real: 0.188 D_fake: 0.150 
(epoch: 27, iters: 1900, time: 0.042, data: 0.001) G_GAN: 2.840 G_L1: 21.329 D_real: 0.142 D_fake: 0.072 
(epoch: 27, iters: 2000, time: 0.042, data: 0.001) G_GAN: 1.403 G_L1: 39.046 D_real: 0.056 D_fake: 0.866 
(epoch: 27, iters: 2100, time: 0.040, data: 0.002) G_GAN: 1.345 G_L1: 12.559 D_real: 0.716 D_fake: 0.307 
(epoch: 27, iters: 2200, time: 0.045, data: 0.001) G_GAN: 0.998 G_L1: 29.746 D_real: 0.127 D_fake: 1.334 
(epoch: 27, iters: 2300, time: 0.042, data: 0.001) G_GAN: 1.658 G_L1: 45.665 D_real: 0.000 D_fake: 0.423 
(epoch: 27, iters: 2400, time: 0.039, data: 0.001) G_GAN: 1.652 G_L1: 26.805 D_real: 0.439 D_fake: 0.288 
End of epoch 27 / 200 	 Time Taken: 82 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 28, iters: 100, time: 0.041, data: 0.148) G_GAN: 2.605 G_L1: 29.512 D_real: 0.298 D_fake: 0.119 
(epoch: 28, iters: 200, time: 0.043, data: 0.001) G_GAN: 1.511 G_L1: 26.079 D_real: 0.453 D_fake: 0.314 
saving the latest model (epoch 28, total_iters 65000)
(epoch: 28, iters: 300, time: 0.041, data: 0.002) G_GAN: 1.597 G_L1: 20.321 D_real: 0.118 D_fake: 0.532 
(epoch: 28, iters: 400, time: 0.131, data: 0.001) G_GAN: 1.818 G_L1: 21.572 D_real: 0.450 D_fake: 0.161 
(epoch: 28, iters: 500, time: 0.042, data: 0.002) G_GAN: 2.402 G_L1: 29.518 D_real: 0.000 D_fake: 0.224 
(epoch: 28, iters: 600, time: 0.042, data: 0.001) G_GAN: 1.483 G_L1: 20.418 D_real: 0.157 D_fake: 0.299 
(epoch: 28, iters: 700, time: 0.044, data: 0.002) G_GAN: 2.309 G_L1: 19.223 D_real: 0.087 D_fake: 0.184 
(epoch: 28, iters: 800, time: 0.044, data: 0.002) G_GAN: 0.861 G_L1: 18.010 D_real: 0.152 D_fake: 2.160 
(epoch: 28, iters: 900, time: 0.047, data: 0.001) G_GAN: 1.798 G_L1: 23.258 D_real: 0.019 D_fake: 0.226 
(epoch: 28, iters: 1000, time: 0.041, data: 0.002) G_GAN: 1.549 G_L1: 29.631 D_real: 0.000 D_fake: 0.689 
(epoch: 28, iters: 1100, time: 0.045, data: 0.001) G_GAN: 1.512 G_L1: 26.737 D_real: 0.010 D_fake: 0.638 
(epoch: 28, iters: 1200, time: 0.129, data: 0.002) G_GAN: 1.707 G_L1: 17.033 D_real: 1.397 D_fake: 0.138 
(epoch: 28, iters: 1300, time: 0.043, data: 0.001) G_GAN: 2.026 G_L1: 29.342 D_real: 0.016 D_fake: 0.235 
(epoch: 28, iters: 1400, time: 0.046, data: 0.001) G_GAN: 1.892 G_L1: 21.358 D_real: 0.161 D_fake: 0.227 
(epoch: 28, iters: 1500, time: 0.039, data: 0.002) G_GAN: 1.500 G_L1: 18.496 D_real: 0.002 D_fake: 0.382 
(epoch: 28, iters: 1600, time: 0.043, data: 0.002) G_GAN: 2.503 G_L1: 18.987 D_real: 0.364 D_fake: 0.083 
(epoch: 28, iters: 1700, time: 0.041, data: 0.001) G_GAN: 2.324 G_L1: 19.163 D_real: 1.692 D_fake: 0.059 
(epoch: 28, iters: 1800, time: 0.041, data: 0.001) G_GAN: 2.137 G_L1: 19.530 D_real: 0.966 D_fake: 0.195 
(epoch: 28, iters: 1900, time: 0.039, data: 0.001) G_GAN: 2.320 G_L1: 31.083 D_real: 1.805 D_fake: 0.094 
(epoch: 28, iters: 2000, time: 0.045, data: 0.001) G_GAN: 2.208 G_L1: 22.883 D_real: 1.107 D_fake: 0.097 
(epoch: 28, iters: 2100, time: 0.045, data: 0.001) G_GAN: 3.082 G_L1: 23.641 D_real: 0.006 D_fake: 0.072 
(epoch: 28, iters: 2200, time: 0.042, data: 0.001) G_GAN: 1.571 G_L1: 18.141 D_real: 0.849 D_fake: 0.243 
(epoch: 28, iters: 2300, time: 0.040, data: 0.001) G_GAN: 1.353 G_L1: 25.397 D_real: 0.311 D_fake: 0.607 
(epoch: 28, iters: 2400, time: 0.039, data: 0.002) G_GAN: 2.673 G_L1: 20.508 D_real: 2.076 D_fake: 0.062 
End of epoch 28 / 200 	 Time Taken: 82 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 29, iters: 100, time: 0.041, data: 0.145) G_GAN: 0.971 G_L1: 16.788 D_real: 1.164 D_fake: 0.289 
(epoch: 29, iters: 200, time: 0.048, data: 0.001) G_GAN: 1.772 G_L1: 28.406 D_real: 0.151 D_fake: 0.384 
(epoch: 29, iters: 300, time: 0.045, data: 0.002) G_GAN: 2.360 G_L1: 24.522 D_real: 0.362 D_fake: 0.176 
(epoch: 29, iters: 400, time: 0.133, data: 0.002) G_GAN: 1.165 G_L1: 20.421 D_real: 0.522 D_fake: 0.473 
(epoch: 29, iters: 500, time: 0.046, data: 0.001) G_GAN: 1.285 G_L1: 22.328 D_real: 0.124 D_fake: 0.733 
(epoch: 29, iters: 600, time: 0.043, data: 0.001) G_GAN: 1.667 G_L1: 20.115 D_real: 0.003 D_fake: 0.328 
(epoch: 29, iters: 700, time: 0.044, data: 0.001) G_GAN: 2.001 G_L1: 34.821 D_real: 0.020 D_fake: 0.229 
(epoch: 29, iters: 800, time: 0.128, data: 0.002) G_GAN: 1.171 G_L1: 14.084 D_real: 0.909 D_fake: 0.360 
(epoch: 29, iters: 900, time: 0.044, data: 0.001) G_GAN: 0.996 G_L1: 19.824 D_real: 0.602 D_fake: 0.572 
(epoch: 29, iters: 1000, time: 0.045, data: 0.002) G_GAN: 2.488 G_L1: 35.238 D_real: 0.009 D_fake: 0.132 
(epoch: 29, iters: 1100, time: 0.045, data: 0.001) G_GAN: 1.901 G_L1: 17.716 D_real: 0.367 D_fake: 0.226 
(epoch: 29, iters: 1200, time: 0.047, data: 0.002) G_GAN: 1.782 G_L1: 20.017 D_real: 0.412 D_fake: 0.179 
(epoch: 29, iters: 1300, time: 0.042, data: 0.002) G_GAN: 1.268 G_L1: 17.427 D_real: 0.093 D_fake: 0.541 
(epoch: 29, iters: 1400, time: 0.043, data: 0.001) G_GAN: 1.202 G_L1: 19.733 D_real: 0.548 D_fake: 0.411 
(epoch: 29, iters: 1500, time: 0.048, data: 0.001) G_GAN: 0.786 G_L1: 8.097 D_real: 2.581 D_fake: 0.188 
(epoch: 29, iters: 1600, time: 0.042, data: 0.001) G_GAN: 1.543 G_L1: 17.582 D_real: 1.062 D_fake: 0.211 
(epoch: 29, iters: 1700, time: 0.043, data: 0.001) G_GAN: 1.657 G_L1: 24.452 D_real: 0.013 D_fake: 0.283 
(epoch: 29, iters: 1800, time: 0.046, data: 0.001) G_GAN: 1.324 G_L1: 18.437 D_real: 0.119 D_fake: 0.451 
(epoch: 29, iters: 1900, time: 0.040, data: 0.001) G_GAN: 1.824 G_L1: 18.763 D_real: 0.913 D_fake: 0.176 
(epoch: 29, iters: 2000, time: 0.042, data: 0.001) G_GAN: 1.490 G_L1: 27.158 D_real: 0.287 D_fake: 0.413 
(epoch: 29, iters: 2100, time: 0.042, data: 0.001) G_GAN: 2.454 G_L1: 20.457 D_real: 0.042 D_fake: 0.093 
(epoch: 29, iters: 2200, time: 0.043, data: 0.001) G_GAN: 1.621 G_L1: 23.839 D_real: 0.053 D_fake: 0.308 
(epoch: 29, iters: 2300, time: 0.039, data: 0.001) G_GAN: 1.886 G_L1: 15.667 D_real: 0.859 D_fake: 0.133 
(epoch: 29, iters: 2400, time: 0.041, data: 0.002) G_GAN: 1.339 G_L1: 23.291 D_real: 0.129 D_fake: 0.746 
End of epoch 29 / 200 	 Time Taken: 82 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 30, iters: 100, time: 0.047, data: 0.152) G_GAN: 1.250 G_L1: 23.922 D_real: 0.103 D_fake: 0.328 
(epoch: 30, iters: 200, time: 0.042, data: 0.001) G_GAN: 2.538 G_L1: 21.010 D_real: 0.516 D_fake: 0.057 
(epoch: 30, iters: 300, time: 0.046, data: 0.001) G_GAN: 1.705 G_L1: 27.262 D_real: 0.017 D_fake: 0.278 
(epoch: 30, iters: 400, time: 0.132, data: 0.002) G_GAN: 1.441 G_L1: 19.627 D_real: 0.527 D_fake: 0.387 
saving the latest model (epoch 30, total_iters 70000)
(epoch: 30, iters: 500, time: 0.043, data: 0.002) G_GAN: 1.007 G_L1: 15.328 D_real: 0.768 D_fake: 0.588 
(epoch: 30, iters: 600, time: 0.044, data: 0.001) G_GAN: 1.826 G_L1: 28.143 D_real: 0.000 D_fake: 0.368 
(epoch: 30, iters: 700, time: 0.042, data: 0.001) G_GAN: 1.414 G_L1: 16.275 D_real: 0.906 D_fake: 0.289 
(epoch: 30, iters: 800, time: 0.048, data: 0.001) G_GAN: 2.750 G_L1: 16.956 D_real: 0.338 D_fake: 0.101 
(epoch: 30, iters: 900, time: 0.042, data: 0.002) G_GAN: 1.208 G_L1: 21.767 D_real: 0.013 D_fake: 0.758 
(epoch: 30, iters: 1000, time: 0.047, data: 0.002) G_GAN: 2.212 G_L1: 30.239 D_real: 0.024 D_fake: 0.217 
(epoch: 30, iters: 1100, time: 0.045, data: 0.001) G_GAN: 1.871 G_L1: 22.061 D_real: 0.388 D_fake: 0.191 
(epoch: 30, iters: 1200, time: 0.048, data: 0.001) G_GAN: 2.005 G_L1: 19.160 D_real: 0.306 D_fake: 0.270 
(epoch: 30, iters: 1300, time: 0.045, data: 0.001) G_GAN: 1.840 G_L1: 23.803 D_real: 2.214 D_fake: 0.143 
(epoch: 30, iters: 1400, time: 0.043, data: 0.001) G_GAN: 2.040 G_L1: 17.897 D_real: 0.003 D_fake: 0.243 
(epoch: 30, iters: 1500, time: 0.039, data: 0.001) G_GAN: 1.138 G_L1: 20.506 D_real: 0.126 D_fake: 0.531 
(epoch: 30, iters: 1600, time: 0.044, data: 0.001) G_GAN: 1.363 G_L1: 18.182 D_real: 0.141 D_fake: 0.577 
(epoch: 30, iters: 1700, time: 0.043, data: 0.001) G_GAN: 1.439 G_L1: 14.260 D_real: 1.132 D_fake: 0.263 
(epoch: 30, iters: 1800, time: 0.047, data: 0.001) G_GAN: 2.342 G_L1: 15.149 D_real: 2.318 D_fake: 0.060 
(epoch: 30, iters: 1900, time: 0.042, data: 0.002) G_GAN: 1.838 G_L1: 27.723 D_real: 0.000 D_fake: 0.260 
(epoch: 30, iters: 2000, time: 0.036, data: 0.001) G_GAN: 1.535 G_L1: 24.249 D_real: 0.679 D_fake: 0.445 
(epoch: 30, iters: 2100, time: 0.043, data: 0.001) G_GAN: 1.169 G_L1: 36.391 D_real: 1.091 D_fake: 0.479 
(epoch: 30, iters: 2200, time: 0.043, data: 0.001) G_GAN: 1.338 G_L1: 13.636 D_real: 0.444 D_fake: 0.583 
(epoch: 30, iters: 2300, time: 0.043, data: 0.001) G_GAN: 1.715 G_L1: 60.597 D_real: 0.121 D_fake: 0.355 
(epoch: 30, iters: 2400, time: 0.154, data: 0.001) G_GAN: 1.466 G_L1: 32.445 D_real: 0.000 D_fake: 0.945 
saving the model at the end of epoch 30, iters 72000
End of epoch 30 / 200 	 Time Taken: 83 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 31, iters: 100, time: 0.044, data: 0.150) G_GAN: 1.557 G_L1: 17.832 D_real: 0.604 D_fake: 0.285 
(epoch: 31, iters: 200, time: 0.040, data: 0.001) G_GAN: 2.574 G_L1: 23.755 D_real: 1.035 D_fake: 0.053 
(epoch: 31, iters: 300, time: 0.041, data: 0.002) G_GAN: 1.347 G_L1: 20.248 D_real: 0.026 D_fake: 0.633 
(epoch: 31, iters: 400, time: 0.126, data: 0.001) G_GAN: 1.070 G_L1: 18.567 D_real: 1.851 D_fake: 0.339 
(epoch: 31, iters: 500, time: 0.043, data: 0.001) G_GAN: 2.118 G_L1: 15.395 D_real: 0.424 D_fake: 0.151 
(epoch: 31, iters: 600, time: 0.043, data: 0.001) G_GAN: 1.824 G_L1: 17.144 D_real: 0.080 D_fake: 0.287 
(epoch: 31, iters: 700, time: 0.043, data: 0.001) G_GAN: 0.847 G_L1: 19.434 D_real: 0.346 D_fake: 0.768 
(epoch: 31, iters: 800, time: 0.045, data: 0.001) G_GAN: 2.050 G_L1: 24.986 D_real: 0.604 D_fake: 0.183 
(epoch: 31, iters: 900, time: 0.045, data: 0.002) G_GAN: 1.342 G_L1: 16.737 D_real: 0.734 D_fake: 0.685 
(epoch: 31, iters: 1000, time: 0.043, data: 0.001) G_GAN: 1.287 G_L1: 35.359 D_real: 0.007 D_fake: 0.497 
(epoch: 31, iters: 1100, time: 0.039, data: 0.001) G_GAN: 1.833 G_L1: 14.019 D_real: 0.753 D_fake: 0.164 
(epoch: 31, iters: 1200, time: 0.042, data: 0.002) G_GAN: 1.790 G_L1: 23.402 D_real: 0.474 D_fake: 0.172 
(epoch: 31, iters: 1300, time: 0.040, data: 0.001) G_GAN: 1.884 G_L1: 25.007 D_real: 0.683 D_fake: 0.187 
(epoch: 31, iters: 1400, time: 0.042, data: 0.001) G_GAN: 1.298 G_L1: 18.961 D_real: 0.663 D_fake: 0.299 
(epoch: 31, iters: 1500, time: 0.041, data: 0.002) G_GAN: 1.326 G_L1: 17.659 D_real: 0.254 D_fake: 0.723 
(epoch: 31, iters: 1600, time: 0.040, data: 0.001) G_GAN: 2.593 G_L1: 30.244 D_real: 0.054 D_fake: 0.112 
(epoch: 31, iters: 1700, time: 0.039, data: 0.001) G_GAN: 1.783 G_L1: 16.555 D_real: 0.080 D_fake: 0.293 
(epoch: 31, iters: 1800, time: 0.044, data: 0.001) G_GAN: 2.037 G_L1: 19.699 D_real: 1.095 D_fake: 0.111 
(epoch: 31, iters: 1900, time: 0.041, data: 0.001) G_GAN: 1.994 G_L1: 32.347 D_real: 0.008 D_fake: 0.334 
(epoch: 31, iters: 2000, time: 0.142, data: 0.001) G_GAN: 1.183 G_L1: 18.486 D_real: 0.170 D_fake: 0.615 
(epoch: 31, iters: 2100, time: 0.041, data: 0.001) G_GAN: 2.579 G_L1: 24.644 D_real: 0.216 D_fake: 0.085 
(epoch: 31, iters: 2200, time: 0.045, data: 0.001) G_GAN: 1.717 G_L1: 23.412 D_real: 0.000 D_fake: 0.288 
(epoch: 31, iters: 2300, time: 0.044, data: 0.001) G_GAN: 1.632 G_L1: 22.646 D_real: 0.111 D_fake: 0.827 
(epoch: 31, iters: 2400, time: 0.042, data: 0.001) G_GAN: 1.769 G_L1: 22.921 D_real: 0.151 D_fake: 0.284 
End of epoch 31 / 200 	 Time Taken: 82 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 32, iters: 100, time: 0.038, data: 0.149) G_GAN: 1.334 G_L1: 15.519 D_real: 0.841 D_fake: 0.269 
(epoch: 32, iters: 200, time: 0.037, data: 0.002) G_GAN: 1.747 G_L1: 13.972 D_real: 0.324 D_fake: 0.215 
(epoch: 32, iters: 300, time: 0.039, data: 0.001) G_GAN: 2.234 G_L1: 20.203 D_real: 0.411 D_fake: 0.183 
(epoch: 32, iters: 400, time: 0.126, data: 0.001) G_GAN: 1.772 G_L1: 28.823 D_real: 0.144 D_fake: 0.501 
(epoch: 32, iters: 500, time: 0.043, data: 0.002) G_GAN: 2.361 G_L1: 12.245 D_real: 0.062 D_fake: 0.256 
(epoch: 32, iters: 600, time: 0.043, data: 0.001) G_GAN: 1.702 G_L1: 14.116 D_real: 0.648 D_fake: 0.207 
saving the latest model (epoch 32, total_iters 75000)
(epoch: 32, iters: 700, time: 0.036, data: 0.002) G_GAN: 0.856 G_L1: 14.600 D_real: 1.395 D_fake: 0.239 
(epoch: 32, iters: 800, time: 0.044, data: 0.001) G_GAN: 1.295 G_L1: 26.228 D_real: 0.176 D_fake: 1.089 
(epoch: 32, iters: 900, time: 0.042, data: 0.002) G_GAN: 1.355 G_L1: 23.594 D_real: 0.879 D_fake: 0.456 
(epoch: 32, iters: 1000, time: 0.044, data: 0.002) G_GAN: 1.456 G_L1: 16.370 D_real: 1.384 D_fake: 0.200 
(epoch: 32, iters: 1100, time: 0.043, data: 0.002) G_GAN: 0.817 G_L1: 16.528 D_real: 0.553 D_fake: 0.664 
(epoch: 32, iters: 1200, time: 0.040, data: 0.001) G_GAN: 1.625 G_L1: 25.570 D_real: 0.102 D_fake: 0.357 
(epoch: 32, iters: 1300, time: 0.044, data: 0.002) G_GAN: 2.043 G_L1: 15.242 D_real: 0.309 D_fake: 0.158 
(epoch: 32, iters: 1400, time: 0.041, data: 0.001) G_GAN: 1.933 G_L1: 22.381 D_real: 0.006 D_fake: 0.283 
(epoch: 32, iters: 1500, time: 0.041, data: 0.001) G_GAN: 1.497 G_L1: 18.480 D_real: 0.291 D_fake: 0.332 
(epoch: 32, iters: 1600, time: 0.137, data: 0.001) G_GAN: 0.944 G_L1: 18.255 D_real: 0.338 D_fake: 1.220 
(epoch: 32, iters: 1700, time: 0.043, data: 0.001) G_GAN: 1.036 G_L1: 20.074 D_real: 1.394 D_fake: 0.427 
(epoch: 32, iters: 1800, time: 0.042, data: 0.001) G_GAN: 1.881 G_L1: 36.464 D_real: 0.199 D_fake: 0.273 
(epoch: 32, iters: 1900, time: 0.042, data: 0.001) G_GAN: 1.084 G_L1: 17.262 D_real: 1.075 D_fake: 0.307 
(epoch: 32, iters: 2000, time: 0.043, data: 0.001) G_GAN: 3.098 G_L1: 36.691 D_real: 0.028 D_fake: 0.082 
(epoch: 32, iters: 2100, time: 0.042, data: 0.001) G_GAN: 1.388 G_L1: 26.971 D_real: 1.606 D_fake: 0.215 
(epoch: 32, iters: 2200, time: 0.043, data: 0.001) G_GAN: 2.278 G_L1: 16.664 D_real: 0.048 D_fake: 0.196 
(epoch: 32, iters: 2300, time: 0.046, data: 0.001) G_GAN: 1.178 G_L1: 12.147 D_real: 0.581 D_fake: 1.154 
(epoch: 32, iters: 2400, time: 0.040, data: 0.002) G_GAN: 2.049 G_L1: 28.009 D_real: 0.222 D_fake: 0.229 
End of epoch 32 / 200 	 Time Taken: 82 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 33, iters: 100, time: 0.044, data: 0.148) G_GAN: 1.552 G_L1: 20.998 D_real: 0.528 D_fake: 0.386 
(epoch: 33, iters: 200, time: 0.046, data: 0.002) G_GAN: 1.047 G_L1: 24.975 D_real: 0.652 D_fake: 0.466 
(epoch: 33, iters: 300, time: 0.043, data: 0.001) G_GAN: 1.596 G_L1: 12.315 D_real: 0.854 D_fake: 0.224 
(epoch: 33, iters: 400, time: 0.125, data: 0.002) G_GAN: 1.135 G_L1: 14.896 D_real: 1.044 D_fake: 0.296 
(epoch: 33, iters: 500, time: 0.045, data: 0.001) G_GAN: 1.317 G_L1: 14.393 D_real: 0.337 D_fake: 0.404 
(epoch: 33, iters: 600, time: 0.044, data: 0.002) G_GAN: 1.503 G_L1: 32.974 D_real: 1.531 D_fake: 0.168 
(epoch: 33, iters: 700, time: 0.045, data: 0.001) G_GAN: 1.434 G_L1: 18.375 D_real: 0.135 D_fake: 0.402 
(epoch: 33, iters: 800, time: 0.043, data: 0.001) G_GAN: 1.388 G_L1: 18.981 D_real: 0.736 D_fake: 0.446 
(epoch: 33, iters: 900, time: 0.041, data: 0.001) G_GAN: 1.983 G_L1: 14.511 D_real: 0.150 D_fake: 0.244 
(epoch: 33, iters: 1000, time: 0.045, data: 0.001) G_GAN: 1.699 G_L1: 28.316 D_real: 0.354 D_fake: 0.217 
(epoch: 33, iters: 1100, time: 0.043, data: 0.001) G_GAN: 1.213 G_L1: 13.298 D_real: 1.569 D_fake: 0.625 
(epoch: 33, iters: 1200, time: 0.129, data: 0.001) G_GAN: 1.429 G_L1: 13.454 D_real: 0.473 D_fake: 0.286 
(epoch: 33, iters: 1300, time: 0.040, data: 0.001) G_GAN: 1.756 G_L1: 20.044 D_real: 0.005 D_fake: 0.467 
