/home/aditya_sharma/.local/lib/python3.9/site-packages/torch/optim/lr_scheduler.py:138: UserWarning: Detected call of `lr_scheduler.step()` before `optimizer.step()`. In PyTorch 1.1.0 and later, you should call them in the opposite order: `optimizer.step()` before `lr_scheduler.step()`.  Failure to do this will result in PyTorch skipping the first value of the learning rate schedule. See more details at https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate
(epoch: 56, iters: 2400, time: 0.042, data: 0.001) G_GAN: 5.132 G_L1: 30.396 D_real: 0.000 D_fake: 0.009 
End of epoch 56 / 200 	 Time Taken: 73 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 57, iters: 100, time: 0.041, data: 0.126) G_GAN: 3.789 G_L1: 38.375 D_real: 0.000 D_fake: 0.043 
(epoch: 57, iters: 200, time: 0.043, data: 0.002) G_GAN: 1.918 G_L1: 22.102 D_real: 0.238 D_fake: 0.354 
(epoch: 57, iters: 300, time: 0.041, data: 0.001) G_GAN: 2.132 G_L1: 16.379 D_real: 0.000 D_fake: 0.965 
(epoch: 57, iters: 400, time: 0.169, data: 0.001) G_GAN: 5.115 G_L1: 19.863 D_real: 0.005 D_fake: 0.010 
(epoch: 57, iters: 500, time: 0.040, data: 0.001) G_GAN: 4.438 G_L1: 13.735 D_real: 0.742 D_fake: 0.006 
(epoch: 57, iters: 600, time: 0.041, data: 0.001) G_GAN: 1.541 G_L1: 17.384 D_real: 1.795 D_fake: 0.183 
saving the latest model (epoch 57, total_iters 135000)
(epoch: 57, iters: 700, time: 0.048, data: 0.002) G_GAN: 2.061 G_L1: 14.884 D_real: 0.033 D_fake: 0.787 
(epoch: 57, iters: 800, time: 0.042, data: 0.001) G_GAN: 2.250 G_L1: 23.522 D_real: 0.006 D_fake: 0.193 
(epoch: 57, iters: 900, time: 0.040, data: 0.001) G_GAN: 2.625 G_L1: 18.150 D_real: 2.596 D_fake: 0.029 
(epoch: 57, iters: 1000, time: 0.042, data: 0.001) G_GAN: 2.320 G_L1: 27.195 D_real: 0.000 D_fake: 0.194 
(epoch: 57, iters: 1100, time: 0.043, data: 0.001) G_GAN: 2.300 G_L1: 19.826 D_real: 1.565 D_fake: 0.107 
(epoch: 57, iters: 1200, time: 0.041, data: 0.001) G_GAN: 0.890 G_L1: 9.092 D_real: 0.901 D_fake: 0.206 
(epoch: 57, iters: 1300, time: 0.039, data: 0.002) G_GAN: 2.187 G_L1: 20.987 D_real: 0.000 D_fake: 0.322 
(epoch: 57, iters: 1400, time: 0.041, data: 0.001) G_GAN: 4.488 G_L1: 28.687 D_real: 0.000 D_fake: 0.016 
(epoch: 57, iters: 1500, time: 0.043, data: 0.001) G_GAN: 2.390 G_L1: 22.489 D_real: 0.000 D_fake: 0.197 
(epoch: 57, iters: 1600, time: 0.173, data: 0.001) G_GAN: 5.453 G_L1: 23.135 D_real: 0.000 D_fake: 0.025 
(epoch: 57, iters: 1700, time: 0.046, data: 0.001) G_GAN: 4.394 G_L1: 18.784 D_real: 0.000 D_fake: 0.034 
(epoch: 57, iters: 1800, time: 0.038, data: 0.001) G_GAN: 2.705 G_L1: 14.446 D_real: 0.002 D_fake: 0.553 
(epoch: 57, iters: 1900, time: 0.040, data: 0.001) G_GAN: 1.468 G_L1: 14.858 D_real: 1.113 D_fake: 0.332 
(epoch: 57, iters: 2000, time: 0.039, data: 0.001) G_GAN: 3.548 G_L1: 17.351 D_real: 0.418 D_fake: 0.061 
(epoch: 57, iters: 2100, time: 0.037, data: 0.001) G_GAN: 6.049 G_L1: 20.300 D_real: 0.003 D_fake: 0.005 
(epoch: 57, iters: 2200, time: 0.040, data: 0.001) G_GAN: 3.393 G_L1: 15.433 D_real: 0.035 D_fake: 0.131 
(epoch: 57, iters: 2300, time: 0.036, data: 0.001) G_GAN: 3.303 G_L1: 14.760 D_real: 0.001 D_fake: 0.078 
(epoch: 57, iters: 2400, time: 0.038, data: 0.001) G_GAN: 1.685 G_L1: 25.938 D_real: 0.000 D_fake: 0.740 
End of epoch 57 / 200 	 Time Taken: 74 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 58, iters: 100, time: 0.041, data: 0.129) G_GAN: 4.987 G_L1: 17.571 D_real: 0.010 D_fake: 0.009 
(epoch: 58, iters: 200, time: 0.040, data: 0.001) G_GAN: 2.481 G_L1: 10.284 D_real: 0.223 D_fake: 0.209 
(epoch: 58, iters: 300, time: 0.041, data: 0.001) G_GAN: 2.103 G_L1: 13.124 D_real: 1.716 D_fake: 0.041 
(epoch: 58, iters: 400, time: 0.170, data: 0.001) G_GAN: 3.984 G_L1: 20.987 D_real: 0.127 D_fake: 0.019 
(epoch: 58, iters: 500, time: 0.041, data: 0.001) G_GAN: 1.867 G_L1: 12.619 D_real: 0.091 D_fake: 0.234 
(epoch: 58, iters: 600, time: 0.041, data: 0.001) G_GAN: 1.411 G_L1: 12.214 D_real: 1.000 D_fake: 0.143 
(epoch: 58, iters: 700, time: 0.041, data: 0.001) G_GAN: 3.447 G_L1: 16.975 D_real: 0.085 D_fake: 0.041 
(epoch: 58, iters: 800, time: 0.042, data: 0.001) G_GAN: 2.787 G_L1: 18.024 D_real: 0.077 D_fake: 0.137 
(epoch: 58, iters: 900, time: 0.043, data: 0.001) G_GAN: 2.558 G_L1: 23.838 D_real: 0.000 D_fake: 0.153 
(epoch: 58, iters: 1000, time: 0.041, data: 0.001) G_GAN: 3.004 G_L1: 28.243 D_real: 0.000 D_fake: 0.076 
(epoch: 58, iters: 1100, time: 0.041, data: 0.001) G_GAN: 1.892 G_L1: 12.923 D_real: 0.627 D_fake: 0.248 
(epoch: 58, iters: 1200, time: 0.183, data: 0.001) G_GAN: 3.386 G_L1: 19.134 D_real: 0.000 D_fake: 0.138 
(epoch: 58, iters: 1300, time: 0.042, data: 0.001) G_GAN: 1.372 G_L1: 15.161 D_real: 0.034 D_fake: 2.076 
(epoch: 58, iters: 1400, time: 0.041, data: 0.001) G_GAN: 2.211 G_L1: 19.820 D_real: 0.471 D_fake: 0.181 
(epoch: 58, iters: 1500, time: 0.040, data: 0.001) G_GAN: 2.242 G_L1: 14.600 D_real: 0.002 D_fake: 0.156 
(epoch: 58, iters: 1600, time: 0.040, data: 0.001) G_GAN: 2.589 G_L1: 18.530 D_real: 0.000 D_fake: 0.580 
(epoch: 58, iters: 1700, time: 0.045, data: 0.001) G_GAN: 2.309 G_L1: 22.290 D_real: 0.033 D_fake: 0.336 
(epoch: 58, iters: 1800, time: 0.040, data: 0.001) G_GAN: 2.325 G_L1: 17.501 D_real: 0.046 D_fake: 0.272 
(epoch: 58, iters: 1900, time: 0.041, data: 0.001) G_GAN: 2.324 G_L1: 17.517 D_real: 0.715 D_fake: 0.597 
(epoch: 58, iters: 2000, time: 0.042, data: 0.001) G_GAN: 2.781 G_L1: 22.569 D_real: 0.000 D_fake: 0.104 
(epoch: 58, iters: 2100, time: 0.042, data: 0.001) G_GAN: 2.345 G_L1: 16.628 D_real: 0.140 D_fake: 0.156 
(epoch: 58, iters: 2200, time: 0.041, data: 0.001) G_GAN: 4.062 G_L1: 17.670 D_real: 0.163 D_fake: 0.020 
(epoch: 58, iters: 2300, time: 0.041, data: 0.001) G_GAN: 3.564 G_L1: 21.606 D_real: 0.142 D_fake: 0.475 
(epoch: 58, iters: 2400, time: 0.038, data: 0.001) G_GAN: 2.309 G_L1: 19.777 D_real: 0.002 D_fake: 0.564 
End of epoch 58 / 200 	 Time Taken: 73 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 59, iters: 100, time: 0.041, data: 0.129) G_GAN: 2.635 G_L1: 23.253 D_real: 0.004 D_fake: 0.487 
(epoch: 59, iters: 200, time: 0.041, data: 0.001) G_GAN: 1.864 G_L1: 17.236 D_real: 0.576 D_fake: 0.157 
(epoch: 59, iters: 300, time: 0.041, data: 0.001) G_GAN: 2.665 G_L1: 23.241 D_real: 0.000 D_fake: 0.218 
(epoch: 59, iters: 400, time: 0.177, data: 0.001) G_GAN: 3.449 G_L1: 29.694 D_real: 0.000 D_fake: 0.037 
(epoch: 59, iters: 500, time: 0.042, data: 0.001) G_GAN: 3.916 G_L1: 19.700 D_real: 0.964 D_fake: 0.017 
(epoch: 59, iters: 600, time: 0.041, data: 0.001) G_GAN: 2.701 G_L1: 14.960 D_real: 0.468 D_fake: 0.074 
(epoch: 59, iters: 700, time: 0.041, data: 0.001) G_GAN: 4.961 G_L1: 15.383 D_real: 0.002 D_fake: 0.015 
(epoch: 59, iters: 800, time: 0.177, data: 0.001) G_GAN: 2.513 G_L1: 11.527 D_real: 0.073 D_fake: 0.129 
saving the latest model (epoch 59, total_iters 140000)
(epoch: 59, iters: 900, time: 0.042, data: 0.002) G_GAN: 3.573 G_L1: 31.065 D_real: 0.000 D_fake: 0.039 
(epoch: 59, iters: 1000, time: 0.045, data: 0.001) G_GAN: 3.121 G_L1: 13.171 D_real: 1.769 D_fake: 2.979 
(epoch: 59, iters: 1100, time: 0.041, data: 0.001) G_GAN: 2.878 G_L1: 19.760 D_real: 0.000 D_fake: 0.123 
(epoch: 59, iters: 1200, time: 0.040, data: 0.001) G_GAN: 1.108 G_L1: 9.465 D_real: 2.147 D_fake: 0.004 
(epoch: 59, iters: 1300, time: 0.041, data: 0.001) G_GAN: 4.086 G_L1: 18.772 D_real: 0.001 D_fake: 0.044 
(epoch: 59, iters: 1400, time: 0.040, data: 0.001) G_GAN: 4.280 G_L1: 20.503 D_real: 0.026 D_fake: 0.032 
(epoch: 59, iters: 1500, time: 0.042, data: 0.001) G_GAN: 1.717 G_L1: 38.756 D_real: 0.000 D_fake: 1.679 
(epoch: 59, iters: 1600, time: 0.041, data: 0.001) G_GAN: 3.253 G_L1: 20.290 D_real: 0.000 D_fake: 0.079 
(epoch: 59, iters: 1700, time: 0.041, data: 0.001) G_GAN: 2.257 G_L1: 26.142 D_real: 0.000 D_fake: 0.183 
(epoch: 59, iters: 1800, time: 0.039, data: 0.001) G_GAN: 2.527 G_L1: 28.345 D_real: 0.001 D_fake: 0.199 
(epoch: 59, iters: 1900, time: 0.042, data: 0.001) G_GAN: 2.732 G_L1: 11.508 D_real: 0.007 D_fake: 0.183 
(epoch: 59, iters: 2000, time: 0.040, data: 0.001) G_GAN: 3.546 G_L1: 22.054 D_real: 0.000 D_fake: 0.071 
(epoch: 59, iters: 2100, time: 0.040, data: 0.001) G_GAN: 3.118 G_L1: 17.939 D_real: 0.841 D_fake: 0.039 
(epoch: 59, iters: 2200, time: 0.040, data: 0.001) G_GAN: 4.084 G_L1: 17.676 D_real: 0.021 D_fake: 0.073 
(epoch: 59, iters: 2300, time: 0.040, data: 0.001) G_GAN: 3.880 G_L1: 20.633 D_real: 0.042 D_fake: 0.040 
(epoch: 59, iters: 2400, time: 0.039, data: 0.001) G_GAN: 2.243 G_L1: 20.009 D_real: 2.057 D_fake: 1.055 
End of epoch 59 / 200 	 Time Taken: 74 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 60, iters: 100, time: 0.040, data: 0.127) G_GAN: 3.420 G_L1: 23.861 D_real: 0.000 D_fake: 0.081 
(epoch: 60, iters: 200, time: 0.039, data: 0.001) G_GAN: 3.034 G_L1: 18.632 D_real: 0.267 D_fake: 0.066 
(epoch: 60, iters: 300, time: 0.042, data: 0.001) G_GAN: 2.013 G_L1: 14.086 D_real: 0.539 D_fake: 0.957 
(epoch: 60, iters: 400, time: 0.186, data: 0.001) G_GAN: 3.369 G_L1: 19.392 D_real: 2.265 D_fake: 0.023 
(epoch: 60, iters: 500, time: 0.041, data: 0.001) G_GAN: 4.805 G_L1: 17.188 D_real: 0.048 D_fake: 0.014 
(epoch: 60, iters: 600, time: 0.041, data: 0.001) G_GAN: 2.023 G_L1: 20.480 D_real: 0.000 D_fake: 0.217 
(epoch: 60, iters: 700, time: 0.041, data: 0.001) G_GAN: 3.983 G_L1: 16.262 D_real: 0.000 D_fake: 1.555 
(epoch: 60, iters: 800, time: 0.041, data: 0.001) G_GAN: 3.706 G_L1: 28.984 D_real: 0.000 D_fake: 0.055 
(epoch: 60, iters: 900, time: 0.041, data: 0.001) G_GAN: 4.217 G_L1: 18.575 D_real: 0.002 D_fake: 0.058 
(epoch: 60, iters: 1000, time: 0.039, data: 0.001) G_GAN: 2.952 G_L1: 16.711 D_real: 0.557 D_fake: 0.023 
(epoch: 60, iters: 1100, time: 0.039, data: 0.001) G_GAN: 2.128 G_L1: 21.996 D_real: 0.063 D_fake: 0.294 
(epoch: 60, iters: 1200, time: 0.041, data: 0.001) G_GAN: 2.157 G_L1: 9.945 D_real: 0.141 D_fake: 0.213 
(epoch: 60, iters: 1300, time: 0.041, data: 0.001) G_GAN: 2.687 G_L1: 14.299 D_real: 0.095 D_fake: 1.276 
(epoch: 60, iters: 1400, time: 0.041, data: 0.001) G_GAN: 3.309 G_L1: 11.445 D_real: 0.108 D_fake: 0.056 
(epoch: 60, iters: 1500, time: 0.042, data: 0.001) G_GAN: 2.338 G_L1: 10.562 D_real: 0.312 D_fake: 0.095 
(epoch: 60, iters: 1600, time: 0.041, data: 0.001) G_GAN: 3.678 G_L1: 20.265 D_real: 0.000 D_fake: 0.048 
(epoch: 60, iters: 1700, time: 0.041, data: 0.001) G_GAN: 2.501 G_L1: 18.411 D_real: 0.003 D_fake: 0.190 
(epoch: 60, iters: 1800, time: 0.033, data: 0.001) G_GAN: 2.540 G_L1: 22.033 D_real: 0.000 D_fake: 0.201 
(epoch: 60, iters: 1900, time: 0.041, data: 0.001) G_GAN: 2.401 G_L1: 15.566 D_real: 0.049 D_fake: 0.382 
(epoch: 60, iters: 2000, time: 0.039, data: 0.001) G_GAN: 2.195 G_L1: 26.786 D_real: 0.000 D_fake: 0.503 
(epoch: 60, iters: 2100, time: 0.040, data: 0.001) G_GAN: 4.242 G_L1: 21.015 D_real: 0.000 D_fake: 0.031 
(epoch: 60, iters: 2200, time: 0.041, data: 0.001) G_GAN: 2.319 G_L1: 18.329 D_real: 0.012 D_fake: 0.286 
(epoch: 60, iters: 2300, time: 0.041, data: 0.001) G_GAN: 2.531 G_L1: 16.830 D_real: 0.000 D_fake: 0.249 
(epoch: 60, iters: 2400, time: 0.267, data: 0.001) G_GAN: 1.959 G_L1: 8.827 D_real: 0.531 D_fake: 0.152 
saving the model at the end of epoch 60, iters 144000
End of epoch 60 / 200 	 Time Taken: 74 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 61, iters: 100, time: 0.040, data: 0.130) G_GAN: 2.466 G_L1: 21.190 D_real: 0.004 D_fake: 0.239 
(epoch: 61, iters: 200, time: 0.043, data: 0.001) G_GAN: 2.369 G_L1: 20.112 D_real: 2.741 D_fake: 0.065 
(epoch: 61, iters: 300, time: 0.043, data: 0.001) G_GAN: 3.521 G_L1: 18.625 D_real: 0.112 D_fake: 0.044 
(epoch: 61, iters: 400, time: 0.181, data: 0.001) G_GAN: 3.593 G_L1: 15.619 D_real: 0.000 D_fake: 0.057 
(epoch: 61, iters: 500, time: 0.041, data: 0.001) G_GAN: 4.579 G_L1: 13.789 D_real: 1.934 D_fake: 0.008 
(epoch: 61, iters: 600, time: 0.042, data: 0.001) G_GAN: 3.071 G_L1: 14.998 D_real: 0.001 D_fake: 0.081 
(epoch: 61, iters: 700, time: 0.043, data: 0.001) G_GAN: 2.280 G_L1: 18.824 D_real: 0.081 D_fake: 1.170 
(epoch: 61, iters: 800, time: 0.042, data: 0.001) G_GAN: 2.692 G_L1: 15.499 D_real: 0.006 D_fake: 0.532 
(epoch: 61, iters: 900, time: 0.041, data: 0.001) G_GAN: 4.497 G_L1: 12.277 D_real: 0.022 D_fake: 0.025 
(epoch: 61, iters: 1000, time: 0.040, data: 0.001) G_GAN: 1.709 G_L1: 15.059 D_real: 0.088 D_fake: 0.970 
saving the latest model (epoch 61, total_iters 145000)
(epoch: 61, iters: 1100, time: 0.040, data: 0.002) G_GAN: 2.678 G_L1: 17.632 D_real: 0.031 D_fake: 0.149 
(epoch: 61, iters: 1200, time: 0.039, data: 0.001) G_GAN: 3.523 G_L1: 19.767 D_real: 0.022 D_fake: 0.074 
(epoch: 61, iters: 1300, time: 0.039, data: 0.001) G_GAN: 1.536 G_L1: 15.449 D_real: 0.650 D_fake: 0.552 
(epoch: 61, iters: 1400, time: 0.039, data: 0.001) G_GAN: 2.328 G_L1: 20.271 D_real: 0.001 D_fake: 0.242 
(epoch: 61, iters: 1500, time: 0.041, data: 0.001) G_GAN: 3.073 G_L1: 15.191 D_real: 0.091 D_fake: 0.210 
(epoch: 61, iters: 1600, time: 0.040, data: 0.001) G_GAN: 3.188 G_L1: 17.399 D_real: 0.000 D_fake: 0.151 
(epoch: 61, iters: 1700, time: 0.046, data: 0.001) G_GAN: 5.269 G_L1: 17.952 D_real: 0.093 D_fake: 0.014 
(epoch: 61, iters: 1800, time: 0.040, data: 0.002) G_GAN: 1.699 G_L1: 15.856 D_real: 0.017 D_fake: 0.460 
(epoch: 61, iters: 1900, time: 0.041, data: 0.001) G_GAN: 1.779 G_L1: 17.570 D_real: 0.196 D_fake: 0.659 
(epoch: 61, iters: 2000, time: 0.181, data: 0.001) G_GAN: 1.314 G_L1: 13.611 D_real: 0.450 D_fake: 0.487 
(epoch: 61, iters: 2100, time: 0.041, data: 0.001) G_GAN: 2.147 G_L1: 17.176 D_real: 0.881 D_fake: 0.199 
(epoch: 61, iters: 2200, time: 0.042, data: 0.001) G_GAN: 3.393 G_L1: 13.654 D_real: 0.000 D_fake: 0.061 
(epoch: 61, iters: 2300, time: 0.041, data: 0.001) G_GAN: 4.345 G_L1: 35.053 D_real: 0.000 D_fake: 0.027 
(epoch: 61, iters: 2400, time: 0.039, data: 0.002) G_GAN: 3.455 G_L1: 23.394 D_real: 0.000 D_fake: 0.048 
End of epoch 61 / 200 	 Time Taken: 74 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 62, iters: 100, time: 0.041, data: 0.130) G_GAN: 3.183 G_L1: 19.463 D_real: 0.012 D_fake: 0.093 
(epoch: 62, iters: 200, time: 0.041, data: 0.001) G_GAN: 5.745 G_L1: 20.335 D_real: 0.443 D_fake: 0.005 
(epoch: 62, iters: 300, time: 0.041, data: 0.002) G_GAN: 2.006 G_L1: 15.483 D_real: 1.030 D_fake: 0.090 
(epoch: 62, iters: 400, time: 0.178, data: 0.001) G_GAN: 3.000 G_L1: 12.386 D_real: 0.137 D_fake: 0.100 
(epoch: 62, iters: 500, time: 0.041, data: 0.001) G_GAN: 2.685 G_L1: 24.064 D_real: 0.000 D_fake: 0.255 
(epoch: 62, iters: 600, time: 0.041, data: 0.001) G_GAN: 2.320 G_L1: 16.070 D_real: 0.000 D_fake: 0.126 
(epoch: 62, iters: 700, time: 0.041, data: 0.001) G_GAN: 3.409 G_L1: 15.066 D_real: 0.109 D_fake: 0.067 
(epoch: 62, iters: 800, time: 0.040, data: 0.001) G_GAN: 1.552 G_L1: 15.077 D_real: 0.039 D_fake: 0.828 
(epoch: 62, iters: 900, time: 0.040, data: 0.001) G_GAN: 2.960 G_L1: 16.659 D_real: 0.001 D_fake: 0.247 
(epoch: 62, iters: 1000, time: 0.046, data: 0.001) G_GAN: 1.811 G_L1: 13.223 D_real: 2.898 D_fake: 0.045 
(epoch: 62, iters: 1100, time: 0.040, data: 0.001) G_GAN: 2.134 G_L1: 11.675 D_real: 0.051 D_fake: 0.447 
(epoch: 62, iters: 1200, time: 0.041, data: 0.001) G_GAN: 2.189 G_L1: 24.466 D_real: 0.002 D_fake: 0.362 
(epoch: 62, iters: 1300, time: 0.040, data: 0.001) G_GAN: 2.995 G_L1: 30.839 D_real: 0.000 D_fake: 0.120 
(epoch: 62, iters: 1400, time: 0.041, data: 0.001) G_GAN: 4.627 G_L1: 15.169 D_real: 0.002 D_fake: 0.029 
(epoch: 62, iters: 1500, time: 0.041, data: 0.001) G_GAN: 2.151 G_L1: 26.271 D_real: 0.000 D_fake: 0.379 
(epoch: 62, iters: 1600, time: 0.189, data: 0.001) G_GAN: 3.536 G_L1: 13.872 D_real: 0.390 D_fake: 0.038 
(epoch: 62, iters: 1700, time: 0.041, data: 0.001) G_GAN: 3.369 G_L1: 16.018 D_real: 0.000 D_fake: 0.102 
(epoch: 62, iters: 1800, time: 0.040, data: 0.001) G_GAN: 2.770 G_L1: 18.845 D_real: 1.955 D_fake: 0.022 
(epoch: 62, iters: 1900, time: 0.042, data: 0.001) G_GAN: 3.677 G_L1: 20.891 D_real: 0.000 D_fake: 0.123 
(epoch: 62, iters: 2000, time: 0.040, data: 0.001) G_GAN: 2.609 G_L1: 13.998 D_real: 0.043 D_fake: 0.314 
(epoch: 62, iters: 2100, time: 0.040, data: 0.001) G_GAN: 3.731 G_L1: 19.185 D_real: 0.157 D_fake: 0.040 
(epoch: 62, iters: 2200, time: 0.044, data: 0.001) G_GAN: 3.436 G_L1: 18.771 D_real: 0.000 D_fake: 0.037 
(epoch: 62, iters: 2300, time: 0.039, data: 0.001) G_GAN: 3.305 G_L1: 16.759 D_real: 0.226 D_fake: 0.057 
(epoch: 62, iters: 2400, time: 0.041, data: 0.001) G_GAN: 2.951 G_L1: 26.041 D_real: 0.000 D_fake: 0.198 
End of epoch 62 / 200 	 Time Taken: 73 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 63, iters: 100, time: 0.041, data: 0.136) G_GAN: 3.614 G_L1: 27.235 D_real: 0.000 D_fake: 0.049 
(epoch: 63, iters: 200, time: 0.040, data: 0.001) G_GAN: 3.672 G_L1: 21.360 D_real: 0.000 D_fake: 0.094 
(epoch: 63, iters: 300, time: 0.039, data: 0.001) G_GAN: 2.679 G_L1: 15.575 D_real: 0.003 D_fake: 2.375 
(epoch: 63, iters: 400, time: 0.190, data: 0.001) G_GAN: 3.610 G_L1: 13.849 D_real: 0.311 D_fake: 0.028 
(epoch: 63, iters: 500, time: 0.040, data: 0.001) G_GAN: 2.383 G_L1: 19.554 D_real: 0.001 D_fake: 0.378 
(epoch: 63, iters: 600, time: 0.042, data: 0.001) G_GAN: 2.172 G_L1: 15.043 D_real: 0.161 D_fake: 0.486 
(epoch: 63, iters: 700, time: 0.041, data: 0.001) G_GAN: 4.112 G_L1: 30.889 D_real: 0.000 D_fake: 0.019 
(epoch: 63, iters: 800, time: 0.041, data: 0.001) G_GAN: 1.477 G_L1: 13.374 D_real: 0.317 D_fake: 0.277 
(epoch: 63, iters: 900, time: 0.041, data: 0.001) G_GAN: 2.379 G_L1: 21.166 D_real: 0.217 D_fake: 0.191 
(epoch: 63, iters: 1000, time: 0.041, data: 0.001) G_GAN: 2.418 G_L1: 22.601 D_real: 0.000 D_fake: 0.947 
(epoch: 63, iters: 1100, time: 0.040, data: 0.001) G_GAN: 3.638 G_L1: 21.605 D_real: 0.000 D_fake: 1.787 
(epoch: 63, iters: 1200, time: 0.183, data: 0.001) G_GAN: 2.198 G_L1: 20.293 D_real: 0.001 D_fake: 0.223 
saving the latest model (epoch 63, total_iters 150000)
(epoch: 63, iters: 1300, time: 0.039, data: 0.002) G_GAN: 2.760 G_L1: 21.240 D_real: 0.078 D_fake: 0.162 
(epoch: 63, iters: 1400, time: 0.041, data: 0.001) G_GAN: 4.466 G_L1: 12.329 D_real: 0.052 D_fake: 0.018 
(epoch: 63, iters: 1500, time: 0.041, data: 0.001) G_GAN: 1.736 G_L1: 19.179 D_real: 1.429 D_fake: 0.063 
(epoch: 63, iters: 1600, time: 0.043, data: 0.001) G_GAN: 3.978 G_L1: 15.284 D_real: 0.000 D_fake: 0.036 
(epoch: 63, iters: 1700, time: 0.041, data: 0.001) G_GAN: 2.164 G_L1: 15.415 D_real: 0.013 D_fake: 0.354 
(epoch: 63, iters: 1800, time: 0.041, data: 0.001) G_GAN: 2.716 G_L1: 15.138 D_real: 0.000 D_fake: 0.267 
(epoch: 63, iters: 1900, time: 0.041, data: 0.001) G_GAN: 4.291 G_L1: 21.457 D_real: 0.000 D_fake: 0.037 
(epoch: 63, iters: 2000, time: 0.041, data: 0.001) G_GAN: 2.151 G_L1: 16.715 D_real: 3.871 D_fake: 0.071 
(epoch: 63, iters: 2100, time: 0.048, data: 0.001) G_GAN: 5.291 G_L1: 23.489 D_real: 0.298 D_fake: 0.006 
(epoch: 63, iters: 2200, time: 0.041, data: 0.002) G_GAN: 3.679 G_L1: 17.893 D_real: 0.000 D_fake: 0.079 
(epoch: 63, iters: 2300, time: 0.041, data: 0.001) G_GAN: 3.958 G_L1: 13.933 D_real: 0.009 D_fake: 0.040 
(epoch: 63, iters: 2400, time: 0.040, data: 0.001) G_GAN: 2.285 G_L1: 22.037 D_real: 0.001 D_fake: 0.359 
End of epoch 63 / 200 	 Time Taken: 74 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 64, iters: 100, time: 0.039, data: 0.128) G_GAN: 2.114 G_L1: 16.893 D_real: 0.116 D_fake: 0.330 
(epoch: 64, iters: 200, time: 0.041, data: 0.001) G_GAN: 3.751 G_L1: 21.096 D_real: 0.000 D_fake: 0.027 
(epoch: 64, iters: 300, time: 0.041, data: 0.001) G_GAN: 4.038 G_L1: 16.184 D_real: 0.005 D_fake: 0.045 
(epoch: 64, iters: 400, time: 0.196, data: 0.001) G_GAN: 2.826 G_L1: 14.023 D_real: 0.000 D_fake: 0.493 
(epoch: 64, iters: 500, time: 0.039, data: 0.001) G_GAN: 1.394 G_L1: 16.791 D_real: 2.070 D_fake: 0.089 
(epoch: 64, iters: 600, time: 0.042, data: 0.001) G_GAN: 4.632 G_L1: 18.906 D_real: 0.001 D_fake: 0.259 
(epoch: 64, iters: 700, time: 0.040, data: 0.002) G_GAN: 3.194 G_L1: 13.815 D_real: 0.009 D_fake: 0.122 
(epoch: 64, iters: 800, time: 0.185, data: 0.001) G_GAN: 2.361 G_L1: 13.377 D_real: 0.359 D_fake: 0.150 
(epoch: 64, iters: 900, time: 0.041, data: 0.001) G_GAN: 2.709 G_L1: 11.791 D_real: 0.109 D_fake: 0.160 
(epoch: 64, iters: 1000, time: 0.039, data: 0.001) G_GAN: 3.417 G_L1: 14.569 D_real: 0.034 D_fake: 0.077 
(epoch: 64, iters: 1100, time: 0.040, data: 0.001) G_GAN: 3.009 G_L1: 16.731 D_real: 0.000 D_fake: 0.116 
(epoch: 64, iters: 1200, time: 0.040, data: 0.001) G_GAN: 2.555 G_L1: 15.325 D_real: 0.008 D_fake: 0.601 
(epoch: 64, iters: 1300, time: 0.044, data: 0.001) G_GAN: 4.418 G_L1: 20.246 D_real: 0.003 D_fake: 0.054 
(epoch: 64, iters: 1400, time: 0.041, data: 0.001) G_GAN: 3.255 G_L1: 15.958 D_real: 0.011 D_fake: 0.289 
(epoch: 64, iters: 1500, time: 0.041, data: 0.001) G_GAN: 2.612 G_L1: 17.416 D_real: 0.293 D_fake: 0.064 
(epoch: 64, iters: 1600, time: 0.040, data: 0.001) G_GAN: 4.802 G_L1: 28.004 D_real: 0.000 D_fake: 0.025 
(epoch: 64, iters: 1700, time: 0.041, data: 0.001) G_GAN: 2.451 G_L1: 10.871 D_real: 0.017 D_fake: 0.277 
(epoch: 64, iters: 1800, time: 0.041, data: 0.001) G_GAN: 1.567 G_L1: 17.121 D_real: 0.000 D_fake: 1.201 
(epoch: 64, iters: 1900, time: 0.040, data: 0.001) G_GAN: 3.316 G_L1: 28.009 D_real: 0.000 D_fake: 0.069 
(epoch: 64, iters: 2000, time: 0.040, data: 0.001) G_GAN: 3.733 G_L1: 24.665 D_real: 0.000 D_fake: 0.033 
(epoch: 64, iters: 2100, time: 0.041, data: 0.001) G_GAN: 4.019 G_L1: 22.739 D_real: 0.004 D_fake: 0.047 
(epoch: 64, iters: 2200, time: 0.040, data: 0.001) G_GAN: 3.007 G_L1: 16.390 D_real: 0.000 D_fake: 0.367 
