/home/aditya_sharma/.local/lib/python3.9/site-packages/torch/optim/lr_scheduler.py:138: UserWarning: Detected call of `lr_scheduler.step()` before `optimizer.step()`. In PyTorch 1.1.0 and later, you should call them in the opposite order: `optimizer.step()` before `lr_scheduler.step()`.  Failure to do this will result in PyTorch skipping the first value of the learning rate schedule. See more details at https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate
(epoch: 30, iters: 800, time: 0.040, data: 0.001) G_GAN: 3.772 G_L1: 22.119 D_real: 0.000 D_fake: 0.052 
(epoch: 30, iters: 900, time: 0.043, data: 0.001) G_GAN: 4.898 G_L1: 50.823 D_real: 0.091 D_fake: 0.012 
(epoch: 30, iters: 1000, time: 0.042, data: 0.001) G_GAN: 6.643 G_L1: 41.310 D_real: 0.000 D_fake: 0.004 
(epoch: 30, iters: 1100, time: 0.044, data: 0.001) G_GAN: 5.554 G_L1: 41.298 D_real: 0.001 D_fake: 0.007 
(epoch: 30, iters: 1200, time: 0.042, data: 0.001) G_GAN: 3.513 G_L1: 40.117 D_real: 0.012 D_fake: 0.176 
(epoch: 30, iters: 1300, time: 0.041, data: 0.001) G_GAN: 3.610 G_L1: 56.537 D_real: 0.000 D_fake: 0.092 
(epoch: 30, iters: 1400, time: 0.042, data: 0.001) G_GAN: 3.584 G_L1: 52.843 D_real: 0.000 D_fake: 0.098 
(epoch: 30, iters: 1500, time: 0.042, data: 0.001) G_GAN: 3.061 G_L1: 21.686 D_real: 0.199 D_fake: 0.045 
(epoch: 30, iters: 1600, time: 0.038, data: 0.001) G_GAN: 4.183 G_L1: 30.072 D_real: 0.006 D_fake: 0.036 
(epoch: 30, iters: 1700, time: 0.043, data: 0.001) G_GAN: 1.495 G_L1: 14.348 D_real: 1.535 D_fake: 0.050 
(epoch: 30, iters: 1800, time: 0.043, data: 0.002) G_GAN: 3.415 G_L1: 24.013 D_real: 0.316 D_fake: 0.048 
(epoch: 30, iters: 1900, time: 0.043, data: 0.001) G_GAN: 5.642 G_L1: 33.408 D_real: 0.146 D_fake: 0.004 
(epoch: 30, iters: 2000, time: 0.042, data: 0.002) G_GAN: 3.977 G_L1: 34.447 D_real: 0.037 D_fake: 0.065 
(epoch: 30, iters: 2100, time: 0.038, data: 0.001) G_GAN: 4.584 G_L1: 19.379 D_real: 0.007 D_fake: 0.018 
(epoch: 30, iters: 2200, time: 0.040, data: 0.001) G_GAN: 4.417 G_L1: 36.776 D_real: 0.132 D_fake: 0.018 
(epoch: 30, iters: 2300, time: 0.041, data: 0.001) G_GAN: 1.776 G_L1: 41.559 D_real: 2.716 D_fake: 0.013 
(epoch: 30, iters: 2400, time: 0.133, data: 0.001) G_GAN: 2.797 G_L1: 30.232 D_real: 0.017 D_fake: 0.205 
saving the model at the end of epoch 30, iters 72000
End of epoch 30 / 200 	 Time Taken: 76 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 31, iters: 100, time: 0.042, data: 0.130) G_GAN: 3.448 G_L1: 45.170 D_real: 0.000 D_fake: 0.414 
(epoch: 31, iters: 200, time: 0.042, data: 0.001) G_GAN: 5.139 G_L1: 28.592 D_real: 0.014 D_fake: 0.021 
(epoch: 31, iters: 300, time: 0.040, data: 0.001) G_GAN: 3.432 G_L1: 36.829 D_real: 0.122 D_fake: 0.056 
(epoch: 31, iters: 400, time: 0.140, data: 0.001) G_GAN: 5.785 G_L1: 49.209 D_real: 0.000 D_fake: 0.008 
(epoch: 31, iters: 500, time: 0.041, data: 0.001) G_GAN: 2.385 G_L1: 32.813 D_real: 0.093 D_fake: 0.215 
(epoch: 31, iters: 600, time: 0.041, data: 0.001) G_GAN: 4.051 G_L1: 46.360 D_real: 0.003 D_fake: 0.043 
(epoch: 31, iters: 700, time: 0.045, data: 0.001) G_GAN: 5.137 G_L1: 33.038 D_real: 0.231 D_fake: 0.024 
(epoch: 31, iters: 800, time: 0.042, data: 0.001) G_GAN: 3.712 G_L1: 34.908 D_real: 0.000 D_fake: 0.137 
(epoch: 31, iters: 900, time: 0.040, data: 0.001) G_GAN: 5.436 G_L1: 41.866 D_real: 0.002 D_fake: 0.008 
(epoch: 31, iters: 1000, time: 0.041, data: 0.001) G_GAN: 2.450 G_L1: 30.552 D_real: 0.175 D_fake: 0.057 
(epoch: 31, iters: 1100, time: 0.036, data: 0.001) G_GAN: 2.624 G_L1: 37.428 D_real: 0.000 D_fake: 0.038 
(epoch: 31, iters: 1200, time: 0.039, data: 0.001) G_GAN: 5.597 G_L1: 31.382 D_real: 0.005 D_fake: 0.032 
(epoch: 31, iters: 1300, time: 0.041, data: 0.001) G_GAN: 5.940 G_L1: 36.916 D_real: 0.081 D_fake: 0.008 
(epoch: 31, iters: 1400, time: 0.041, data: 0.001) G_GAN: 4.983 G_L1: 51.579 D_real: 0.129 D_fake: 0.019 
(epoch: 31, iters: 1500, time: 0.042, data: 0.001) G_GAN: 3.620 G_L1: 17.081 D_real: 0.100 D_fake: 0.069 
(epoch: 31, iters: 1600, time: 0.042, data: 0.001) G_GAN: 3.649 G_L1: 27.981 D_real: 0.001 D_fake: 0.102 
(epoch: 31, iters: 1700, time: 0.036, data: 0.001) G_GAN: 3.497 G_L1: 41.032 D_real: 0.000 D_fake: 0.047 
(epoch: 31, iters: 1800, time: 0.042, data: 0.001) G_GAN: 4.621 G_L1: 42.469 D_real: 0.000 D_fake: 0.094 
(epoch: 31, iters: 1900, time: 0.042, data: 0.001) G_GAN: 2.087 G_L1: 37.778 D_real: 0.000 D_fake: 0.456 
(epoch: 31, iters: 2000, time: 0.129, data: 0.001) G_GAN: 3.065 G_L1: 28.879 D_real: 0.145 D_fake: 0.087 
(epoch: 31, iters: 2100, time: 0.040, data: 0.001) G_GAN: 3.823 G_L1: 39.248 D_real: 0.021 D_fake: 0.075 
(epoch: 31, iters: 2200, time: 0.041, data: 0.002) G_GAN: 3.762 G_L1: 30.957 D_real: 0.000 D_fake: 0.289 
(epoch: 31, iters: 2300, time: 0.040, data: 0.001) G_GAN: 2.113 G_L1: 25.857 D_real: 0.611 D_fake: 0.045 
(epoch: 31, iters: 2400, time: 0.039, data: 0.001) G_GAN: 2.190 G_L1: 31.228 D_real: 0.207 D_fake: 0.117 
End of epoch 31 / 200 	 Time Taken: 75 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 32, iters: 100, time: 0.039, data: 0.136) G_GAN: 4.061 G_L1: 34.493 D_real: 0.042 D_fake: 0.040 
(epoch: 32, iters: 200, time: 0.041, data: 0.001) G_GAN: 4.063 G_L1: 38.935 D_real: 0.406 D_fake: 0.010 
(epoch: 32, iters: 300, time: 0.043, data: 0.001) G_GAN: 3.644 G_L1: 19.534 D_real: 0.072 D_fake: 0.055 
(epoch: 32, iters: 400, time: 0.126, data: 0.001) G_GAN: 3.958 G_L1: 42.671 D_real: 0.003 D_fake: 0.104 
(epoch: 32, iters: 500, time: 0.041, data: 0.001) G_GAN: 3.974 G_L1: 47.254 D_real: 0.000 D_fake: 0.035 
(epoch: 32, iters: 600, time: 0.041, data: 0.001) G_GAN: 3.678 G_L1: 31.160 D_real: 0.039 D_fake: 0.045 
saving the latest model (epoch 32, total_iters 75000)
(epoch: 32, iters: 700, time: 0.035, data: 0.002) G_GAN: 4.236 G_L1: 37.965 D_real: 0.008 D_fake: 0.044 
(epoch: 32, iters: 800, time: 0.042, data: 0.001) G_GAN: 3.305 G_L1: 44.589 D_real: 0.006 D_fake: 0.349 
(epoch: 32, iters: 900, time: 0.039, data: 0.001) G_GAN: 5.655 G_L1: 34.564 D_real: 0.003 D_fake: 0.010 
(epoch: 32, iters: 1000, time: 0.042, data: 0.001) G_GAN: 3.834 G_L1: 33.565 D_real: 0.006 D_fake: 0.117 
(epoch: 32, iters: 1100, time: 0.039, data: 0.001) G_GAN: 4.401 G_L1: 31.728 D_real: 0.000 D_fake: 0.065 
(epoch: 32, iters: 1200, time: 0.043, data: 0.001) G_GAN: 8.071 G_L1: 27.127 D_real: 0.000 D_fake: 2.178 
(epoch: 32, iters: 1300, time: 0.041, data: 0.001) G_GAN: 4.303 G_L1: 35.864 D_real: 0.013 D_fake: 0.017 
(epoch: 32, iters: 1400, time: 0.045, data: 0.001) G_GAN: 2.446 G_L1: 31.426 D_real: 0.738 D_fake: 0.009 
(epoch: 32, iters: 1500, time: 0.042, data: 0.001) G_GAN: 3.436 G_L1: 74.343 D_real: 0.133 D_fake: 0.344 
(epoch: 32, iters: 1600, time: 0.131, data: 0.001) G_GAN: 2.835 G_L1: 24.114 D_real: 0.169 D_fake: 0.134 
(epoch: 32, iters: 1700, time: 0.041, data: 0.002) G_GAN: 6.135 G_L1: 31.219 D_real: 0.002 D_fake: 1.237 
(epoch: 32, iters: 1800, time: 0.042, data: 0.001) G_GAN: 4.975 G_L1: 33.918 D_real: 0.001 D_fake: 0.031 
(epoch: 32, iters: 1900, time: 0.041, data: 0.001) G_GAN: 4.704 G_L1: 36.190 D_real: 0.043 D_fake: 0.022 
(epoch: 32, iters: 2000, time: 0.042, data: 0.001) G_GAN: 3.757 G_L1: 42.910 D_real: 0.001 D_fake: 0.093 
(epoch: 32, iters: 2100, time: 0.041, data: 0.001) G_GAN: 8.204 G_L1: 36.328 D_real: 0.078 D_fake: 0.001 
(epoch: 32, iters: 2200, time: 0.044, data: 0.001) G_GAN: 5.429 G_L1: 49.730 D_real: 0.000 D_fake: 0.009 
(epoch: 32, iters: 2300, time: 0.044, data: 0.002) G_GAN: 6.862 G_L1: 38.470 D_real: 0.000 D_fake: 0.003 
(epoch: 32, iters: 2400, time: 0.041, data: 0.001) G_GAN: 3.498 G_L1: 41.749 D_real: 0.000 D_fake: 0.037 
End of epoch 32 / 200 	 Time Taken: 75 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 33, iters: 100, time: 0.041, data: 0.141) G_GAN: 3.496 G_L1: 25.777 D_real: 0.151 D_fake: 0.510 
(epoch: 33, iters: 200, time: 0.039, data: 0.001) G_GAN: 7.611 G_L1: 49.558 D_real: 0.001 D_fake: 0.002 
(epoch: 33, iters: 300, time: 0.043, data: 0.001) G_GAN: 4.333 G_L1: 45.859 D_real: 0.000 D_fake: 0.046 
(epoch: 33, iters: 400, time: 0.122, data: 0.001) G_GAN: 4.587 G_L1: 66.632 D_real: 0.000 D_fake: 0.035 
(epoch: 33, iters: 500, time: 0.042, data: 0.001) G_GAN: 4.340 G_L1: 49.274 D_real: 0.023 D_fake: 0.166 
(epoch: 33, iters: 600, time: 0.040, data: 0.001) G_GAN: 3.544 G_L1: 33.999 D_real: 0.002 D_fake: 0.069 
(epoch: 33, iters: 700, time: 0.041, data: 0.001) G_GAN: 3.208 G_L1: 40.364 D_real: 0.026 D_fake: 0.297 
(epoch: 33, iters: 800, time: 0.042, data: 0.001) G_GAN: 4.988 G_L1: 39.466 D_real: 0.001 D_fake: 0.011 
(epoch: 33, iters: 900, time: 0.042, data: 0.001) G_GAN: 4.311 G_L1: 25.153 D_real: 0.120 D_fake: 0.015 
(epoch: 33, iters: 1000, time: 0.042, data: 0.001) G_GAN: 5.482 G_L1: 34.060 D_real: 0.000 D_fake: 0.007 
(epoch: 33, iters: 1100, time: 0.041, data: 0.001) G_GAN: 2.319 G_L1: 33.345 D_real: 0.275 D_fake: 0.044 
(epoch: 33, iters: 1200, time: 0.128, data: 0.002) G_GAN: 3.037 G_L1: 41.989 D_real: 0.001 D_fake: 0.187 
(epoch: 33, iters: 1300, time: 0.042, data: 0.001) G_GAN: 2.259 G_L1: 29.524 D_real: 0.388 D_fake: 0.050 
(epoch: 33, iters: 1400, time: 0.041, data: 0.001) G_GAN: 3.497 G_L1: 48.484 D_real: 0.001 D_fake: 0.432 
(epoch: 33, iters: 1500, time: 0.042, data: 0.001) G_GAN: 4.538 G_L1: 28.713 D_real: 0.003 D_fake: 0.015 
(epoch: 33, iters: 1600, time: 0.042, data: 0.001) G_GAN: 5.313 G_L1: 46.132 D_real: 0.000 D_fake: 1.282 
(epoch: 33, iters: 1700, time: 0.042, data: 0.001) G_GAN: 3.729 G_L1: 51.169 D_real: 0.000 D_fake: 0.104 
(epoch: 33, iters: 1800, time: 0.041, data: 0.002) G_GAN: 5.260 G_L1: 26.203 D_real: 0.069 D_fake: 0.008 
(epoch: 33, iters: 1900, time: 0.038, data: 0.001) G_GAN: 2.116 G_L1: 39.365 D_real: 0.000 D_fake: 0.338 
(epoch: 33, iters: 2000, time: 0.040, data: 0.001) G_GAN: 3.587 G_L1: 36.093 D_real: 0.000 D_fake: 0.159 
(epoch: 33, iters: 2100, time: 0.040, data: 0.001) G_GAN: 2.443 G_L1: 31.478 D_real: 0.622 D_fake: 0.030 
(epoch: 33, iters: 2200, time: 0.047, data: 0.002) G_GAN: 5.966 G_L1: 33.986 D_real: 0.002 D_fake: 0.008 
(epoch: 33, iters: 2300, time: 0.038, data: 0.002) G_GAN: 3.718 G_L1: 29.705 D_real: 0.002 D_fake: 0.076 
(epoch: 33, iters: 2400, time: 0.040, data: 0.001) G_GAN: 3.654 G_L1: 42.597 D_real: 0.000 D_fake: 0.015 
End of epoch 33 / 200 	 Time Taken: 75 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 34, iters: 100, time: 0.042, data: 0.134) G_GAN: 3.147 G_L1: 21.566 D_real: 0.067 D_fake: 0.153 
(epoch: 34, iters: 200, time: 0.042, data: 0.001) G_GAN: 2.108 G_L1: 19.707 D_real: 0.190 D_fake: 0.237 
(epoch: 34, iters: 300, time: 0.038, data: 0.001) G_GAN: 4.653 G_L1: 48.951 D_real: 0.005 D_fake: 0.023 
(epoch: 34, iters: 400, time: 0.138, data: 0.001) G_GAN: 4.072 G_L1: 32.691 D_real: 0.012 D_fake: 0.217 
(epoch: 34, iters: 500, time: 0.041, data: 0.001) G_GAN: 2.637 G_L1: 46.261 D_real: 0.011 D_fake: 0.134 
(epoch: 34, iters: 600, time: 0.041, data: 0.002) G_GAN: 4.685 G_L1: 25.034 D_real: 0.020 D_fake: 0.489 
(epoch: 34, iters: 700, time: 0.041, data: 0.001) G_GAN: 9.307 G_L1: 33.389 D_real: 0.004 D_fake: 0.000 
(epoch: 34, iters: 800, time: 0.139, data: 0.001) G_GAN: 3.192 G_L1: 23.503 D_real: 0.043 D_fake: 0.339 
saving the latest model (epoch 34, total_iters 80000)
(epoch: 34, iters: 900, time: 0.041, data: 0.001) G_GAN: 2.799 G_L1: 31.759 D_real: 0.058 D_fake: 0.052 
(epoch: 34, iters: 1000, time: 0.045, data: 0.001) G_GAN: 6.601 G_L1: 50.074 D_real: 0.007 D_fake: 0.004 
(epoch: 34, iters: 1100, time: 0.041, data: 0.001) G_GAN: 7.673 G_L1: 24.668 D_real: 0.004 D_fake: 2.300 
(epoch: 34, iters: 1200, time: 0.041, data: 0.001) G_GAN: 4.095 G_L1: 44.804 D_real: 0.000 D_fake: 1.212 
(epoch: 34, iters: 1300, time: 0.041, data: 0.001) G_GAN: 4.809 G_L1: 30.579 D_real: 0.004 D_fake: 0.805 
(epoch: 34, iters: 1400, time: 0.042, data: 0.001) G_GAN: 7.930 G_L1: 46.106 D_real: 0.371 D_fake: 0.000 
(epoch: 34, iters: 1500, time: 0.044, data: 0.001) G_GAN: 3.715 G_L1: 59.169 D_real: 0.000 D_fake: 0.936 
(epoch: 34, iters: 1600, time: 0.042, data: 0.001) G_GAN: 1.957 G_L1: 24.008 D_real: 0.416 D_fake: 0.034 
(epoch: 34, iters: 1700, time: 0.040, data: 0.001) G_GAN: 7.127 G_L1: 22.177 D_real: 0.389 D_fake: 0.001 
(epoch: 34, iters: 1800, time: 0.038, data: 0.001) G_GAN: 3.890 G_L1: 40.339 D_real: 0.018 D_fake: 0.051 
(epoch: 34, iters: 1900, time: 0.041, data: 0.001) G_GAN: 3.676 G_L1: 28.284 D_real: 0.113 D_fake: 0.049 
(epoch: 34, iters: 2000, time: 0.042, data: 0.001) G_GAN: 2.256 G_L1: 27.272 D_real: 0.613 D_fake: 0.028 
(epoch: 34, iters: 2100, time: 0.038, data: 0.001) G_GAN: 8.909 G_L1: 35.645 D_real: 0.000 D_fake: 0.001 
(epoch: 34, iters: 2200, time: 0.042, data: 0.001) G_GAN: 5.321 G_L1: 39.230 D_real: 0.444 D_fake: 0.003 
(epoch: 34, iters: 2300, time: 0.044, data: 0.001) G_GAN: 5.624 G_L1: 33.747 D_real: 0.016 D_fake: 0.004 
(epoch: 34, iters: 2400, time: 0.041, data: 0.001) G_GAN: 7.049 G_L1: 32.785 D_real: 0.033 D_fake: 0.005 
End of epoch 34 / 200 	 Time Taken: 75 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 35, iters: 100, time: 0.042, data: 0.143) G_GAN: 5.310 G_L1: 27.177 D_real: 0.004 D_fake: 0.024 
(epoch: 35, iters: 200, time: 0.042, data: 0.001) G_GAN: 6.869 G_L1: 39.176 D_real: 0.000 D_fake: 0.004 
(epoch: 35, iters: 300, time: 0.041, data: 0.001) G_GAN: 4.468 G_L1: 53.282 D_real: 0.001 D_fake: 0.082 
(epoch: 35, iters: 400, time: 0.129, data: 0.001) G_GAN: 6.094 G_L1: 27.622 D_real: 0.761 D_fake: 0.000 
(epoch: 35, iters: 500, time: 0.038, data: 0.002) G_GAN: 4.429 G_L1: 28.390 D_real: 0.000 D_fake: 0.085 
(epoch: 35, iters: 600, time: 0.042, data: 0.001) G_GAN: 6.147 G_L1: 37.399 D_real: 0.224 D_fake: 0.004 
(epoch: 35, iters: 700, time: 0.042, data: 0.002) G_GAN: 5.082 G_L1: 46.704 D_real: 0.000 D_fake: 0.012 
(epoch: 35, iters: 800, time: 0.042, data: 0.001) G_GAN: 6.120 G_L1: 24.836 D_real: 0.360 D_fake: 0.002 
(epoch: 35, iters: 900, time: 0.041, data: 0.001) G_GAN: 4.249 G_L1: 56.185 D_real: 0.008 D_fake: 0.018 
(epoch: 35, iters: 1000, time: 0.040, data: 0.001) G_GAN: 5.035 G_L1: 60.003 D_real: 0.000 D_fake: 0.605 
(epoch: 35, iters: 1100, time: 0.042, data: 0.001) G_GAN: 4.410 G_L1: 39.733 D_real: 0.002 D_fake: 0.069 
(epoch: 35, iters: 1200, time: 0.042, data: 0.001) G_GAN: 6.476 G_L1: 37.948 D_real: 0.000 D_fake: 0.008 
(epoch: 35, iters: 1300, time: 0.042, data: 0.001) G_GAN: 3.657 G_L1: 53.244 D_real: 0.001 D_fake: 0.105 
(epoch: 35, iters: 1400, time: 0.042, data: 0.001) G_GAN: 4.761 G_L1: 35.998 D_real: 0.000 D_fake: 0.029 
(epoch: 35, iters: 1500, time: 0.042, data: 0.002) G_GAN: 3.558 G_L1: 32.255 D_real: 0.055 D_fake: 0.084 
(epoch: 35, iters: 1600, time: 0.040, data: 0.002) G_GAN: 2.686 G_L1: 20.957 D_real: 0.041 D_fake: 0.155 
(epoch: 35, iters: 1700, time: 0.041, data: 0.001) G_GAN: 4.935 G_L1: 37.517 D_real: 0.002 D_fake: 0.018 
(epoch: 35, iters: 1800, time: 0.045, data: 0.001) G_GAN: 4.235 G_L1: 35.248 D_real: 0.000 D_fake: 0.033 
(epoch: 35, iters: 1900, time: 0.042, data: 0.001) G_GAN: 3.350 G_L1: 25.238 D_real: 0.004 D_fake: 0.057 
(epoch: 35, iters: 2000, time: 0.038, data: 0.001) G_GAN: 3.986 G_L1: 29.031 D_real: 0.001 D_fake: 0.186 
(epoch: 35, iters: 2100, time: 0.043, data: 0.001) G_GAN: 3.766 G_L1: 46.974 D_real: 0.001 D_fake: 0.049 
(epoch: 35, iters: 2200, time: 0.043, data: 0.002) G_GAN: 2.244 G_L1: 25.150 D_real: 0.778 D_fake: 0.032 
(epoch: 35, iters: 2300, time: 0.045, data: 0.001) G_GAN: 0.935 G_L1: 32.202 D_real: 1.441 D_fake: 0.093 
(epoch: 35, iters: 2400, time: 0.129, data: 0.001) G_GAN: 5.878 G_L1: 41.453 D_real: 0.041 D_fake: 0.005 
saving the model at the end of epoch 35, iters 84000
End of epoch 35 / 200 	 Time Taken: 76 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 36, iters: 100, time: 0.043, data: 0.134) G_GAN: 6.012 G_L1: 42.100 D_real: 0.019 D_fake: 0.006 
(epoch: 36, iters: 200, time: 0.042, data: 0.001) G_GAN: 3.692 G_L1: 31.054 D_real: 0.004 D_fake: 0.065 
(epoch: 36, iters: 300, time: 0.046, data: 0.001) G_GAN: 4.495 G_L1: 42.950 D_real: 0.014 D_fake: 0.601 
(epoch: 36, iters: 400, time: 0.134, data: 0.001) G_GAN: 3.702 G_L1: 36.301 D_real: 0.411 D_fake: 0.010 
(epoch: 36, iters: 500, time: 0.041, data: 0.001) G_GAN: 0.949 G_L1: 24.811 D_real: 1.169 D_fake: 0.021 
(epoch: 36, iters: 600, time: 0.043, data: 0.001) G_GAN: 6.779 G_L1: 33.785 D_real: 0.175 D_fake: 0.008 
(epoch: 36, iters: 700, time: 0.039, data: 0.002) G_GAN: 5.450 G_L1: 52.761 D_real: 0.000 D_fake: 0.011 
(epoch: 36, iters: 800, time: 0.044, data: 0.001) G_GAN: 3.095 G_L1: 26.267 D_real: 0.245 D_fake: 0.053 
(epoch: 36, iters: 900, time: 0.041, data: 0.001) G_GAN: 3.979 G_L1: 33.067 D_real: 0.006 D_fake: 0.343 
(epoch: 36, iters: 1000, time: 0.042, data: 0.001) G_GAN: 3.766 G_L1: 37.131 D_real: 0.068 D_fake: 0.042 
saving the latest model (epoch 36, total_iters 85000)
(epoch: 36, iters: 1100, time: 0.044, data: 0.002) G_GAN: 5.780 G_L1: 46.873 D_real: 0.002 D_fake: 0.010 
(epoch: 36, iters: 1200, time: 0.040, data: 0.001) G_GAN: 5.621 G_L1: 33.358 D_real: 0.082 D_fake: 0.005 
(epoch: 36, iters: 1300, time: 0.039, data: 0.001) G_GAN: 3.721 G_L1: 18.870 D_real: 0.000 D_fake: 0.276 
(epoch: 36, iters: 1400, time: 0.042, data: 0.001) G_GAN: 3.694 G_L1: 31.907 D_real: 0.008 D_fake: 0.079 
(epoch: 36, iters: 1500, time: 0.042, data: 0.001) G_GAN: 4.829 G_L1: 32.370 D_real: 0.000 D_fake: 0.017 
(epoch: 36, iters: 1600, time: 0.042, data: 0.001) G_GAN: 3.902 G_L1: 56.724 D_real: 0.009 D_fake: 0.042 
(epoch: 36, iters: 1700, time: 0.043, data: 0.001) G_GAN: 3.740 G_L1: 27.548 D_real: 0.417 D_fake: 0.021 
(epoch: 36, iters: 1800, time: 0.041, data: 0.001) G_GAN: 3.873 G_L1: 33.430 D_real: 0.019 D_fake: 0.033 
(epoch: 36, iters: 1900, time: 0.050, data: 0.001) G_GAN: 2.495 G_L1: 31.745 D_real: 0.464 D_fake: 0.041 
(epoch: 36, iters: 2000, time: 0.132, data: 0.001) G_GAN: 5.023 G_L1: 39.362 D_real: 0.045 D_fake: 0.011 
(epoch: 36, iters: 2100, time: 0.042, data: 0.001) G_GAN: 3.626 G_L1: 32.907 D_real: 0.058 D_fake: 0.209 
(epoch: 36, iters: 2200, time: 0.041, data: 0.001) G_GAN: 4.578 G_L1: 47.707 D_real: 0.034 D_fake: 0.020 
(epoch: 36, iters: 2300, time: 0.043, data: 0.001) G_GAN: 3.995 G_L1: 28.851 D_real: 0.000 D_fake: 0.061 
(epoch: 36, iters: 2400, time: 0.039, data: 0.001) G_GAN: 3.193 G_L1: 47.686 D_real: 0.056 D_fake: 0.072 
End of epoch 36 / 200 	 Time Taken: 76 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 37, iters: 100, time: 0.041, data: 0.144) G_GAN: 5.661 G_L1: 61.464 D_real: 0.006 D_fake: 0.010 
(epoch: 37, iters: 200, time: 0.042, data: 0.001) G_GAN: 5.826 G_L1: 24.170 D_real: 0.136 D_fake: 0.008 
(epoch: 37, iters: 300, time: 0.042, data: 0.001) G_GAN: 6.499 G_L1: 40.680 D_real: 0.001 D_fake: 0.003 
(epoch: 37, iters: 400, time: 0.141, data: 0.001) G_GAN: 0.371 G_L1: 19.713 D_real: 0.969 D_fake: 0.056 
(epoch: 37, iters: 500, time: 0.042, data: 0.002) G_GAN: 2.300 G_L1: 29.378 D_real: 1.729 D_fake: 0.002 
(epoch: 37, iters: 600, time: 0.039, data: 0.001) G_GAN: 5.978 G_L1: 39.547 D_real: 0.168 D_fake: 0.016 
(epoch: 37, iters: 700, time: 0.041, data: 0.001) G_GAN: 4.260 G_L1: 24.092 D_real: 0.037 D_fake: 0.369 
(epoch: 37, iters: 800, time: 0.043, data: 0.001) G_GAN: 3.577 G_L1: 31.800 D_real: 0.461 D_fake: 0.061 
(epoch: 37, iters: 900, time: 0.041, data: 0.002) G_GAN: 6.864 G_L1: 33.130 D_real: 0.001 D_fake: 0.004 
(epoch: 37, iters: 1000, time: 0.042, data: 0.001) G_GAN: 3.668 G_L1: 25.195 D_real: 0.035 D_fake: 0.062 
(epoch: 37, iters: 1100, time: 0.042, data: 0.001) G_GAN: 2.239 G_L1: 26.913 D_real: 0.470 D_fake: 0.032 
(epoch: 37, iters: 1200, time: 0.041, data: 0.001) G_GAN: 3.728 G_L1: 40.219 D_real: 0.009 D_fake: 0.136 
(epoch: 37, iters: 1300, time: 0.041, data: 0.001) G_GAN: 6.617 G_L1: 29.207 D_real: 0.437 D_fake: 0.006 
(epoch: 37, iters: 1400, time: 0.038, data: 0.001) G_GAN: 5.588 G_L1: 40.657 D_real: 0.010 D_fake: 0.010 
(epoch: 37, iters: 1500, time: 0.042, data: 0.001) G_GAN: 2.884 G_L1: 33.339 D_real: 0.000 D_fake: 0.344 
(epoch: 37, iters: 1600, time: 0.131, data: 0.001) G_GAN: 7.442 G_L1: 59.266 D_real: 0.001 D_fake: 0.002 
(epoch: 37, iters: 1700, time: 0.042, data: 0.001) G_GAN: 6.670 G_L1: 49.191 D_real: 0.000 D_fake: 0.003 
(epoch: 37, iters: 1800, time: 0.042, data: 0.001) G_GAN: 4.188 G_L1: 24.512 D_real: 0.008 D_fake: 0.357 
(epoch: 37, iters: 1900, time: 0.041, data: 0.001) G_GAN: 7.794 G_L1: 39.294 D_real: 0.005 D_fake: 0.002 
(epoch: 37, iters: 2000, time: 0.042, data: 0.001) G_GAN: 3.822 G_L1: 37.010 D_real: 0.556 D_fake: 0.019 
(epoch: 37, iters: 2100, time: 0.041, data: 0.001) G_GAN: 4.047 G_L1: 25.351 D_real: 0.115 D_fake: 0.023 
(epoch: 37, iters: 2200, time: 0.042, data: 0.001) G_GAN: 5.981 G_L1: 39.226 D_real: 0.006 D_fake: 0.006 
(epoch: 37, iters: 2300, time: 0.041, data: 0.001) G_GAN: 8.109 G_L1: 52.353 D_real: 0.004 D_fake: 0.001 
(epoch: 37, iters: 2400, time: 0.038, data: 0.001) G_GAN: 5.752 G_L1: 38.216 D_real: 0.017 D_fake: 0.022 
End of epoch 37 / 200 	 Time Taken: 74 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 38, iters: 100, time: 0.041, data: 0.137) G_GAN: 6.899 G_L1: 31.453 D_real: 0.090 D_fake: 0.002 
(epoch: 38, iters: 200, time: 0.041, data: 0.001) G_GAN: 4.687 G_L1: 28.478 D_real: 0.536 D_fake: 0.003 
(epoch: 38, iters: 300, time: 0.041, data: 0.001) G_GAN: 6.137 G_L1: 42.953 D_real: 0.005 D_fake: 0.007 
(epoch: 38, iters: 400, time: 0.144, data: 0.001) G_GAN: 4.293 G_L1: 36.699 D_real: 0.000 D_fake: 0.072 
(epoch: 38, iters: 500, time: 0.042, data: 0.002) G_GAN: 2.367 G_L1: 27.265 D_real: 1.748 D_fake: 0.008 
(epoch: 38, iters: 600, time: 0.041, data: 0.001) G_GAN: 5.959 G_L1: 31.699 D_real: 0.001 D_fake: 0.006 
