/home/aditya_sharma/.local/lib/python3.9/site-packages/torch/optim/lr_scheduler.py:138: UserWarning: Detected call of `lr_scheduler.step()` before `optimizer.step()`. In PyTorch 1.1.0 and later, you should call them in the opposite order: `optimizer.step()` before `lr_scheduler.step()`.  Failure to do this will result in PyTorch skipping the first value of the learning rate schedule. See more details at https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate
(epoch: 34, iters: 700, time: 0.039, data: 0.001) G_GAN: 3.264 G_L1: 23.073 D_real: 0.120 D_fake: 0.060 
(epoch: 34, iters: 800, time: 0.129, data: 0.002) G_GAN: 2.148 G_L1: 34.089 D_real: 0.090 D_fake: 0.209 
saving the latest model (epoch 34, total_iters 80000)
(epoch: 34, iters: 900, time: 0.038, data: 0.002) G_GAN: 1.462 G_L1: 45.002 D_real: 0.000 D_fake: 0.729 
(epoch: 34, iters: 1000, time: 0.041, data: 0.001) G_GAN: 2.812 G_L1: 40.990 D_real: 0.001 D_fake: 0.213 
(epoch: 34, iters: 1100, time: 0.042, data: 0.001) G_GAN: 2.430 G_L1: 35.246 D_real: 0.124 D_fake: 0.153 
(epoch: 34, iters: 1200, time: 0.045, data: 0.001) G_GAN: 2.055 G_L1: 25.863 D_real: 0.602 D_fake: 0.189 
(epoch: 34, iters: 1300, time: 0.039, data: 0.001) G_GAN: 2.646 G_L1: 23.390 D_real: 0.002 D_fake: 0.264 
(epoch: 34, iters: 1400, time: 0.048, data: 0.001) G_GAN: 3.704 G_L1: 41.782 D_real: 0.008 D_fake: 0.106 
(epoch: 34, iters: 1500, time: 0.047, data: 0.002) G_GAN: 2.482 G_L1: 28.791 D_real: 0.030 D_fake: 0.183 
(epoch: 34, iters: 1600, time: 0.044, data: 0.002) G_GAN: 2.351 G_L1: 41.207 D_real: 0.001 D_fake: 0.704 
(epoch: 34, iters: 1700, time: 0.039, data: 0.001) G_GAN: 2.433 G_L1: 35.542 D_real: 0.150 D_fake: 0.135 
(epoch: 34, iters: 1800, time: 0.047, data: 0.001) G_GAN: 2.813 G_L1: 41.372 D_real: 0.001 D_fake: 0.143 
(epoch: 34, iters: 1900, time: 0.046, data: 0.001) G_GAN: 2.739 G_L1: 29.200 D_real: 0.711 D_fake: 0.108 
(epoch: 34, iters: 2000, time: 0.041, data: 0.002) G_GAN: 1.022 G_L1: 33.373 D_real: 1.288 D_fake: 0.179 
(epoch: 34, iters: 2100, time: 0.045, data: 0.001) G_GAN: 1.649 G_L1: 27.219 D_real: 0.507 D_fake: 0.614 
(epoch: 34, iters: 2200, time: 0.046, data: 0.001) G_GAN: 3.340 G_L1: 51.263 D_real: 0.000 D_fake: 1.291 
(epoch: 34, iters: 2300, time: 0.036, data: 0.002) G_GAN: 2.457 G_L1: 24.914 D_real: 0.643 D_fake: 0.076 
(epoch: 34, iters: 2400, time: 0.041, data: 0.001) G_GAN: 2.299 G_L1: 31.435 D_real: 1.351 D_fake: 0.054 
End of epoch 34 / 200 	 Time Taken: 82 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 35, iters: 100, time: 0.044, data: 0.157) G_GAN: 1.465 G_L1: 27.105 D_real: 2.158 D_fake: 0.055 
(epoch: 35, iters: 200, time: 0.044, data: 0.001) G_GAN: 1.813 G_L1: 24.973 D_real: 1.772 D_fake: 0.093 
(epoch: 35, iters: 300, time: 0.044, data: 0.001) G_GAN: 1.757 G_L1: 25.187 D_real: 0.708 D_fake: 0.321 
(epoch: 35, iters: 400, time: 0.136, data: 0.001) G_GAN: 2.515 G_L1: 25.406 D_real: 0.632 D_fake: 0.083 
(epoch: 35, iters: 500, time: 0.042, data: 0.001) G_GAN: 1.614 G_L1: 32.445 D_real: 0.030 D_fake: 0.391 
(epoch: 35, iters: 600, time: 0.042, data: 0.002) G_GAN: 2.238 G_L1: 24.759 D_real: 0.415 D_fake: 0.079 
(epoch: 35, iters: 700, time: 0.043, data: 0.001) G_GAN: 2.490 G_L1: 26.982 D_real: 0.143 D_fake: 0.691 
(epoch: 35, iters: 800, time: 0.042, data: 0.001) G_GAN: 2.243 G_L1: 24.565 D_real: 0.435 D_fake: 0.155 
(epoch: 35, iters: 900, time: 0.042, data: 0.001) G_GAN: 2.393 G_L1: 28.380 D_real: 0.076 D_fake: 0.276 
(epoch: 35, iters: 1000, time: 0.043, data: 0.001) G_GAN: 2.537 G_L1: 42.458 D_real: 0.005 D_fake: 0.416 
(epoch: 35, iters: 1100, time: 0.042, data: 0.001) G_GAN: 1.860 G_L1: 25.358 D_real: 0.889 D_fake: 0.091 
(epoch: 35, iters: 1200, time: 0.045, data: 0.001) G_GAN: 2.513 G_L1: 35.583 D_real: 0.109 D_fake: 0.174 
(epoch: 35, iters: 1300, time: 0.040, data: 0.002) G_GAN: 2.357 G_L1: 37.432 D_real: 0.019 D_fake: 0.289 
(epoch: 35, iters: 1400, time: 0.048, data: 0.001) G_GAN: 2.460 G_L1: 33.619 D_real: 0.018 D_fake: 0.227 
(epoch: 35, iters: 1500, time: 0.042, data: 0.001) G_GAN: 1.459 G_L1: 36.215 D_real: 1.214 D_fake: 0.237 
(epoch: 35, iters: 1600, time: 0.044, data: 0.002) G_GAN: 1.996 G_L1: 27.473 D_real: 0.120 D_fake: 0.346 
(epoch: 35, iters: 1700, time: 0.043, data: 0.001) G_GAN: 1.118 G_L1: 23.960 D_real: 1.489 D_fake: 0.435 
(epoch: 35, iters: 1800, time: 0.043, data: 0.001) G_GAN: 1.367 G_L1: 26.123 D_real: 0.341 D_fake: 0.357 
(epoch: 35, iters: 1900, time: 0.052, data: 0.002) G_GAN: 1.403 G_L1: 27.268 D_real: 1.267 D_fake: 0.229 
(epoch: 35, iters: 2000, time: 0.043, data: 0.002) G_GAN: 3.072 G_L1: 21.298 D_real: 0.169 D_fake: 0.162 
(epoch: 35, iters: 2100, time: 0.040, data: 0.002) G_GAN: 3.344 G_L1: 38.533 D_real: 0.088 D_fake: 0.070 
(epoch: 35, iters: 2200, time: 0.041, data: 0.001) G_GAN: 2.853 G_L1: 35.601 D_real: 0.240 D_fake: 0.073 
(epoch: 35, iters: 2300, time: 0.043, data: 0.001) G_GAN: 1.779 G_L1: 33.124 D_real: 0.027 D_fake: 0.284 
(epoch: 35, iters: 2400, time: 0.125, data: 0.001) G_GAN: 5.051 G_L1: 41.367 D_real: 0.002 D_fake: 0.017 
saving the model at the end of epoch 35, iters 84000
End of epoch 35 / 200 	 Time Taken: 83 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 36, iters: 100, time: 0.047, data: 0.159) G_GAN: 2.363 G_L1: 32.890 D_real: 0.002 D_fake: 1.088 
(epoch: 36, iters: 200, time: 0.045, data: 0.001) G_GAN: 2.517 G_L1: 35.361 D_real: 0.167 D_fake: 0.263 
(epoch: 36, iters: 300, time: 0.041, data: 0.001) G_GAN: 2.337 G_L1: 33.153 D_real: 0.135 D_fake: 0.353 
(epoch: 36, iters: 400, time: 0.226, data: 0.001) G_GAN: 2.337 G_L1: 29.362 D_real: 0.001 D_fake: 0.393 
(epoch: 36, iters: 500, time: 0.046, data: 0.001) G_GAN: 3.866 G_L1: 38.879 D_real: 0.176 D_fake: 0.060 
(epoch: 36, iters: 600, time: 0.047, data: 0.001) G_GAN: 3.343 G_L1: 27.468 D_real: 0.053 D_fake: 0.069 
(epoch: 36, iters: 700, time: 0.045, data: 0.002) G_GAN: 2.676 G_L1: 38.262 D_real: 0.671 D_fake: 0.027 
(epoch: 36, iters: 800, time: 0.043, data: 0.001) G_GAN: 3.063 G_L1: 30.729 D_real: 0.778 D_fake: 0.035 
(epoch: 36, iters: 900, time: 0.043, data: 0.001) G_GAN: 2.570 G_L1: 67.964 D_real: 0.000 D_fake: 0.132 
(epoch: 36, iters: 1000, time: 0.046, data: 0.002) G_GAN: 2.947 G_L1: 42.494 D_real: 0.100 D_fake: 0.060 
saving the latest model (epoch 36, total_iters 85000)
(epoch: 36, iters: 1100, time: 0.046, data: 0.002) G_GAN: 2.030 G_L1: 33.340 D_real: 0.190 D_fake: 0.482 
(epoch: 36, iters: 1200, time: 0.042, data: 0.001) G_GAN: 2.354 G_L1: 44.348 D_real: 0.000 D_fake: 1.306 
(epoch: 36, iters: 1300, time: 0.044, data: 0.001) G_GAN: 3.123 G_L1: 34.445 D_real: 0.348 D_fake: 0.047 
(epoch: 36, iters: 1400, time: 0.044, data: 0.001) G_GAN: 4.785 G_L1: 36.644 D_real: 0.189 D_fake: 0.012 
(epoch: 36, iters: 1500, time: 0.047, data: 0.001) G_GAN: 2.517 G_L1: 31.208 D_real: 1.141 D_fake: 0.056 
(epoch: 36, iters: 1600, time: 0.042, data: 0.001) G_GAN: 3.214 G_L1: 22.517 D_real: 0.066 D_fake: 0.051 
(epoch: 36, iters: 1700, time: 0.046, data: 0.001) G_GAN: 2.890 G_L1: 41.172 D_real: 1.851 D_fake: 0.022 
(epoch: 36, iters: 1800, time: 0.046, data: 0.001) G_GAN: 3.455 G_L1: 36.619 D_real: 0.114 D_fake: 0.049 
(epoch: 36, iters: 1900, time: 0.041, data: 0.002) G_GAN: 2.401 G_L1: 37.864 D_real: 0.330 D_fake: 0.121 
(epoch: 36, iters: 2000, time: 0.137, data: 0.001) G_GAN: 4.278 G_L1: 46.130 D_real: 0.010 D_fake: 0.037 
(epoch: 36, iters: 2100, time: 0.040, data: 0.001) G_GAN: 2.176 G_L1: 34.396 D_real: 0.091 D_fake: 0.350 
(epoch: 36, iters: 2200, time: 0.040, data: 0.001) G_GAN: 1.558 G_L1: 28.019 D_real: 0.445 D_fake: 0.328 
(epoch: 36, iters: 2300, time: 0.042, data: 0.001) G_GAN: 2.562 G_L1: 40.408 D_real: 0.001 D_fake: 0.591 
(epoch: 36, iters: 2400, time: 0.041, data: 0.001) G_GAN: 2.273 G_L1: 27.197 D_real: 0.150 D_fake: 0.370 
End of epoch 36 / 200 	 Time Taken: 82 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 37, iters: 100, time: 0.045, data: 0.166) G_GAN: 2.268 G_L1: 24.143 D_real: 0.082 D_fake: 0.240 
(epoch: 37, iters: 200, time: 0.044, data: 0.001) G_GAN: 2.923 G_L1: 29.188 D_real: 0.425 D_fake: 0.055 
(epoch: 37, iters: 300, time: 0.043, data: 0.001) G_GAN: 1.979 G_L1: 30.406 D_real: 0.398 D_fake: 0.493 
(epoch: 37, iters: 400, time: 0.141, data: 0.001) G_GAN: 0.968 G_L1: 30.295 D_real: 1.345 D_fake: 0.982 
(epoch: 37, iters: 500, time: 0.047, data: 0.001) G_GAN: 2.854 G_L1: 34.283 D_real: 0.669 D_fake: 0.047 
(epoch: 37, iters: 600, time: 0.044, data: 0.001) G_GAN: 3.017 G_L1: 37.649 D_real: 0.321 D_fake: 0.049 
(epoch: 37, iters: 700, time: 0.043, data: 0.001) G_GAN: 2.497 G_L1: 37.969 D_real: 0.005 D_fake: 0.326 
(epoch: 37, iters: 800, time: 0.043, data: 0.002) G_GAN: 2.066 G_L1: 31.393 D_real: 0.009 D_fake: 0.803 
(epoch: 37, iters: 900, time: 0.042, data: 0.001) G_GAN: 3.278 G_L1: 32.895 D_real: 0.558 D_fake: 0.074 
(epoch: 37, iters: 1000, time: 0.042, data: 0.001) G_GAN: 3.584 G_L1: 36.110 D_real: 0.027 D_fake: 0.070 
(epoch: 37, iters: 1100, time: 0.041, data: 0.002) G_GAN: 1.731 G_L1: 33.315 D_real: 0.023 D_fake: 0.769 
(epoch: 37, iters: 1200, time: 0.038, data: 0.001) G_GAN: 1.645 G_L1: 33.298 D_real: 0.149 D_fake: 0.613 
(epoch: 37, iters: 1300, time: 0.045, data: 0.001) G_GAN: 2.280 G_L1: 35.795 D_real: 0.280 D_fake: 0.673 
(epoch: 37, iters: 1400, time: 0.044, data: 0.001) G_GAN: 1.877 G_L1: 33.252 D_real: 0.013 D_fake: 2.276 
(epoch: 37, iters: 1500, time: 0.043, data: 0.001) G_GAN: 1.369 G_L1: 27.110 D_real: 1.588 D_fake: 0.121 
(epoch: 37, iters: 1600, time: 0.139, data: 0.002) G_GAN: 3.938 G_L1: 42.950 D_real: 0.003 D_fake: 0.027 
(epoch: 37, iters: 1700, time: 0.043, data: 0.001) G_GAN: 2.278 G_L1: 37.976 D_real: 0.077 D_fake: 0.281 
(epoch: 37, iters: 1800, time: 0.047, data: 0.002) G_GAN: 3.020 G_L1: 44.288 D_real: 0.002 D_fake: 0.226 
(epoch: 37, iters: 1900, time: 0.042, data: 0.002) G_GAN: 4.268 G_L1: 33.637 D_real: 0.003 D_fake: 0.058 
(epoch: 37, iters: 2000, time: 0.040, data: 0.002) G_GAN: 1.267 G_L1: 38.372 D_real: 0.667 D_fake: 0.531 
(epoch: 37, iters: 2100, time: 0.043, data: 0.002) G_GAN: 1.552 G_L1: 29.660 D_real: 0.738 D_fake: 0.203 
(epoch: 37, iters: 2200, time: 0.043, data: 0.002) G_GAN: 1.729 G_L1: 23.492 D_real: 0.007 D_fake: 0.871 
(epoch: 37, iters: 2300, time: 0.043, data: 0.001) G_GAN: 1.577 G_L1: 28.810 D_real: 0.338 D_fake: 0.282 
(epoch: 37, iters: 2400, time: 0.040, data: 0.002) G_GAN: 2.394 G_L1: 33.393 D_real: 0.269 D_fake: 0.140 
End of epoch 37 / 200 	 Time Taken: 82 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 38, iters: 100, time: 0.044, data: 0.157) G_GAN: 2.930 G_L1: 43.450 D_real: 0.000 D_fake: 0.121 
(epoch: 38, iters: 200, time: 0.042, data: 0.001) G_GAN: 2.320 G_L1: 34.647 D_real: 0.553 D_fake: 0.116 
(epoch: 38, iters: 300, time: 0.043, data: 0.001) G_GAN: 2.290 G_L1: 32.863 D_real: 0.030 D_fake: 0.433 
(epoch: 38, iters: 400, time: 0.140, data: 0.001) G_GAN: 4.317 G_L1: 39.243 D_real: 0.000 D_fake: 0.027 
(epoch: 38, iters: 500, time: 0.041, data: 0.001) G_GAN: 2.681 G_L1: 34.498 D_real: 0.010 D_fake: 0.177 
(epoch: 38, iters: 600, time: 0.041, data: 0.002) G_GAN: 3.236 G_L1: 26.822 D_real: 2.935 D_fake: 0.028 
(epoch: 38, iters: 700, time: 0.042, data: 0.001) G_GAN: 2.517 G_L1: 23.508 D_real: 0.267 D_fake: 0.124 
(epoch: 38, iters: 800, time: 0.044, data: 0.001) G_GAN: 2.039 G_L1: 25.696 D_real: 0.147 D_fake: 0.355 
(epoch: 38, iters: 900, time: 0.042, data: 0.001) G_GAN: 3.160 G_L1: 45.482 D_real: 0.001 D_fake: 0.107 
(epoch: 38, iters: 1000, time: 0.043, data: 0.001) G_GAN: 2.783 G_L1: 32.067 D_real: 0.080 D_fake: 0.116 
(epoch: 38, iters: 1100, time: 0.043, data: 0.001) G_GAN: 2.380 G_L1: 40.556 D_real: 0.002 D_fake: 0.234 
(epoch: 38, iters: 1200, time: 0.146, data: 0.001) G_GAN: 2.413 G_L1: 46.727 D_real: 0.000 D_fake: 0.207 
saving the latest model (epoch 38, total_iters 90000)
(epoch: 38, iters: 1300, time: 0.042, data: 0.002) G_GAN: 3.025 G_L1: 25.390 D_real: 1.587 D_fake: 0.017 
(epoch: 38, iters: 1400, time: 0.041, data: 0.001) G_GAN: 2.962 G_L1: 29.563 D_real: 0.001 D_fake: 0.400 
(epoch: 38, iters: 1500, time: 0.044, data: 0.001) G_GAN: 1.538 G_L1: 35.807 D_real: 0.513 D_fake: 0.211 
(epoch: 38, iters: 1600, time: 0.044, data: 0.001) G_GAN: 3.170 G_L1: 36.006 D_real: 0.130 D_fake: 0.074 
(epoch: 38, iters: 1700, time: 0.043, data: 0.001) G_GAN: 3.222 G_L1: 31.056 D_real: 0.122 D_fake: 0.040 
(epoch: 38, iters: 1800, time: 0.043, data: 0.001) G_GAN: 3.362 G_L1: 36.205 D_real: 0.286 D_fake: 0.055 
(epoch: 38, iters: 1900, time: 0.042, data: 0.001) G_GAN: 1.998 G_L1: 27.496 D_real: 1.104 D_fake: 0.122 
(epoch: 38, iters: 2000, time: 0.041, data: 0.002) G_GAN: 1.381 G_L1: 32.998 D_real: 0.615 D_fake: 0.272 
(epoch: 38, iters: 2100, time: 0.043, data: 0.001) G_GAN: 3.403 G_L1: 36.321 D_real: 0.906 D_fake: 0.017 
(epoch: 38, iters: 2200, time: 0.043, data: 0.001) G_GAN: 3.064 G_L1: 34.748 D_real: 0.072 D_fake: 0.163 
(epoch: 38, iters: 2300, time: 0.044, data: 0.001) G_GAN: 2.781 G_L1: 29.396 D_real: 0.063 D_fake: 0.146 
(epoch: 38, iters: 2400, time: 0.042, data: 0.001) G_GAN: 3.700 G_L1: 40.038 D_real: 0.079 D_fake: 0.081 
End of epoch 38 / 200 	 Time Taken: 82 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 39, iters: 100, time: 0.042, data: 0.158) G_GAN: 2.387 G_L1: 37.811 D_real: 0.003 D_fake: 0.257 
(epoch: 39, iters: 200, time: 0.045, data: 0.002) G_GAN: 3.324 G_L1: 26.333 D_real: 0.022 D_fake: 0.062 
(epoch: 39, iters: 300, time: 0.042, data: 0.001) G_GAN: 1.752 G_L1: 27.706 D_real: 1.005 D_fake: 0.175 
(epoch: 39, iters: 400, time: 0.133, data: 0.001) G_GAN: 2.961 G_L1: 47.528 D_real: 0.096 D_fake: 0.095 
(epoch: 39, iters: 500, time: 0.050, data: 0.001) G_GAN: 2.073 G_L1: 27.526 D_real: 0.484 D_fake: 0.163 
(epoch: 39, iters: 600, time: 0.043, data: 0.001) G_GAN: 2.117 G_L1: 34.689 D_real: 0.193 D_fake: 0.483 
(epoch: 39, iters: 700, time: 0.040, data: 0.001) G_GAN: 2.250 G_L1: 33.723 D_real: 0.705 D_fake: 0.393 
(epoch: 39, iters: 800, time: 0.142, data: 0.001) G_GAN: 2.856 G_L1: 45.560 D_real: 0.001 D_fake: 0.532 
(epoch: 39, iters: 900, time: 0.047, data: 0.001) G_GAN: 2.217 G_L1: 43.942 D_real: 0.445 D_fake: 0.141 
(epoch: 39, iters: 1000, time: 0.043, data: 0.001) G_GAN: 2.006 G_L1: 31.491 D_real: 0.070 D_fake: 0.210 
(epoch: 39, iters: 1100, time: 0.040, data: 0.001) G_GAN: 2.733 G_L1: 39.575 D_real: 0.015 D_fake: 0.279 
(epoch: 39, iters: 1200, time: 0.042, data: 0.002) G_GAN: 2.220 G_L1: 40.037 D_real: 0.000 D_fake: 0.313 
(epoch: 39, iters: 1300, time: 0.041, data: 0.001) G_GAN: 2.849 G_L1: 31.617 D_real: 0.873 D_fake: 0.073 
(epoch: 39, iters: 1400, time: 0.045, data: 0.002) G_GAN: 3.143 G_L1: 42.466 D_real: 0.000 D_fake: 0.075 
(epoch: 39, iters: 1500, time: 0.043, data: 0.001) G_GAN: 2.101 G_L1: 34.314 D_real: 0.103 D_fake: 0.205 
(epoch: 39, iters: 1600, time: 0.043, data: 0.001) G_GAN: 1.543 G_L1: 26.830 D_real: 0.798 D_fake: 0.102 
(epoch: 39, iters: 1700, time: 0.043, data: 0.001) G_GAN: 3.297 G_L1: 39.925 D_real: 0.087 D_fake: 0.110 
(epoch: 39, iters: 1800, time: 0.046, data: 0.002) G_GAN: 1.999 G_L1: 24.832 D_real: 0.366 D_fake: 0.242 
(epoch: 39, iters: 1900, time: 0.043, data: 0.001) G_GAN: 2.179 G_L1: 39.584 D_real: 0.023 D_fake: 0.448 
(epoch: 39, iters: 2000, time: 0.048, data: 0.002) G_GAN: 3.883 G_L1: 34.813 D_real: 0.041 D_fake: 0.046 
(epoch: 39, iters: 2100, time: 0.041, data: 0.001) G_GAN: 2.634 G_L1: 34.430 D_real: 0.041 D_fake: 0.198 
(epoch: 39, iters: 2200, time: 0.046, data: 0.001) G_GAN: 1.367 G_L1: 31.893 D_real: 1.394 D_fake: 0.098 
(epoch: 39, iters: 2300, time: 0.045, data: 0.002) G_GAN: 3.203 G_L1: 19.786 D_real: 0.251 D_fake: 0.058 
(epoch: 39, iters: 2400, time: 0.038, data: 0.001) G_GAN: 3.291 G_L1: 28.265 D_real: 0.608 D_fake: 0.060 
End of epoch 39 / 200 	 Time Taken: 82 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 40, iters: 100, time: 0.042, data: 0.161) G_GAN: 2.775 G_L1: 41.219 D_real: 0.190 D_fake: 0.177 
(epoch: 40, iters: 200, time: 0.042, data: 0.001) G_GAN: 3.940 G_L1: 38.390 D_real: 0.025 D_fake: 0.036 
(epoch: 40, iters: 300, time: 0.044, data: 0.002) G_GAN: 3.127 G_L1: 36.879 D_real: 0.165 D_fake: 0.056 
(epoch: 40, iters: 400, time: 0.142, data: 0.001) G_GAN: 1.804 G_L1: 29.239 D_real: 0.289 D_fake: 0.663 
(epoch: 40, iters: 500, time: 0.040, data: 0.001) G_GAN: 3.286 G_L1: 23.391 D_real: 0.420 D_fake: 0.058 
(epoch: 40, iters: 600, time: 0.045, data: 0.001) G_GAN: 2.968 G_L1: 64.616 D_real: 0.001 D_fake: 0.138 
(epoch: 40, iters: 700, time: 0.041, data: 0.002) G_GAN: 2.962 G_L1: 27.574 D_real: 0.355 D_fake: 0.063 
(epoch: 40, iters: 800, time: 0.041, data: 0.001) G_GAN: 4.167 G_L1: 36.087 D_real: 0.001 D_fake: 0.074 
(epoch: 40, iters: 900, time: 0.044, data: 0.001) G_GAN: 2.365 G_L1: 34.055 D_real: 0.023 D_fake: 0.578 
(epoch: 40, iters: 1000, time: 0.045, data: 0.002) G_GAN: 3.118 G_L1: 34.849 D_real: 0.000 D_fake: 0.101 
(epoch: 40, iters: 1100, time: 0.041, data: 0.001) G_GAN: 1.723 G_L1: 28.205 D_real: 0.620 D_fake: 0.223 
(epoch: 40, iters: 1200, time: 0.040, data: 0.001) G_GAN: 2.737 G_L1: 40.915 D_real: 0.021 D_fake: 0.362 
(epoch: 40, iters: 1300, time: 0.043, data: 0.001) G_GAN: 1.775 G_L1: 30.626 D_real: 1.670 D_fake: 0.067 
(epoch: 40, iters: 1400, time: 0.044, data: 0.001) G_GAN: 3.273 G_L1: 34.467 D_real: 0.208 D_fake: 0.120 
saving the latest model (epoch 40, total_iters 95000)
(epoch: 40, iters: 1500, time: 0.043, data: 0.002) G_GAN: 2.623 G_L1: 25.763 D_real: 0.002 D_fake: 0.294 
(epoch: 40, iters: 1600, time: 0.041, data: 0.001) G_GAN: 3.048 G_L1: 38.945 D_real: 0.000 D_fake: 0.078 
(epoch: 40, iters: 1700, time: 0.041, data: 0.001) G_GAN: 3.556 G_L1: 38.719 D_real: 0.022 D_fake: 0.096 
(epoch: 40, iters: 1800, time: 0.043, data: 0.001) G_GAN: 2.131 G_L1: 27.113 D_real: 0.168 D_fake: 0.692 
(epoch: 40, iters: 1900, time: 0.042, data: 0.001) G_GAN: 1.866 G_L1: 43.242 D_real: 0.005 D_fake: 0.375 
(epoch: 40, iters: 2000, time: 0.043, data: 0.002) G_GAN: 3.566 G_L1: 36.544 D_real: 0.435 D_fake: 0.030 
(epoch: 40, iters: 2100, time: 0.041, data: 0.002) G_GAN: 2.639 G_L1: 36.655 D_real: 0.005 D_fake: 0.179 
(epoch: 40, iters: 2200, time: 0.042, data: 0.001) G_GAN: 3.562 G_L1: 38.245 D_real: 0.033 D_fake: 0.060 
(epoch: 40, iters: 2300, time: 0.044, data: 0.001) G_GAN: 3.410 G_L1: 33.489 D_real: 0.021 D_fake: 0.053 
(epoch: 40, iters: 2400, time: 0.141, data: 0.001) G_GAN: 2.286 G_L1: 30.189 D_real: 1.715 D_fake: 0.039 
saving the model at the end of epoch 40, iters 96000
End of epoch 40 / 200 	 Time Taken: 83 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 41, iters: 100, time: 0.040, data: 0.163) G_GAN: 1.807 G_L1: 36.650 D_real: 0.352 D_fake: 0.307 
(epoch: 41, iters: 200, time: 0.042, data: 0.002) G_GAN: 3.455 G_L1: 30.668 D_real: 1.079 D_fake: 0.020 
(epoch: 41, iters: 300, time: 0.045, data: 0.002) G_GAN: 1.466 G_L1: 31.664 D_real: 0.756 D_fake: 0.180 
(epoch: 41, iters: 400, time: 0.145, data: 0.001) G_GAN: 2.634 G_L1: 29.535 D_real: 0.040 D_fake: 0.272 
(epoch: 41, iters: 500, time: 0.043, data: 0.001) G_GAN: 3.408 G_L1: 20.358 D_real: 0.072 D_fake: 0.161 
(epoch: 41, iters: 600, time: 0.047, data: 0.001) G_GAN: 2.827 G_L1: 31.551 D_real: 0.006 D_fake: 0.175 
(epoch: 41, iters: 700, time: 0.036, data: 0.002) G_GAN: 2.556 G_L1: 29.181 D_real: 0.029 D_fake: 0.243 
(epoch: 41, iters: 800, time: 0.041, data: 0.001) G_GAN: 2.160 G_L1: 46.019 D_real: 0.329 D_fake: 0.396 
(epoch: 41, iters: 900, time: 0.046, data: 0.001) G_GAN: 2.874 G_L1: 25.777 D_real: 0.360 D_fake: 0.044 
(epoch: 41, iters: 1000, time: 0.045, data: 0.002) G_GAN: 4.618 G_L1: 47.114 D_real: 0.002 D_fake: 0.018 
(epoch: 41, iters: 1100, time: 0.042, data: 0.001) G_GAN: 2.073 G_L1: 37.029 D_real: 0.154 D_fake: 0.446 
(epoch: 41, iters: 1200, time: 0.042, data: 0.001) G_GAN: 1.620 G_L1: 33.043 D_real: 0.544 D_fake: 0.330 
(epoch: 41, iters: 1300, time: 0.043, data: 0.001) G_GAN: 2.391 G_L1: 42.992 D_real: 0.566 D_fake: 0.140 
(epoch: 41, iters: 1400, time: 0.038, data: 0.001) G_GAN: 2.142 G_L1: 30.790 D_real: 2.257 D_fake: 0.053 
(epoch: 41, iters: 1500, time: 0.043, data: 0.001) G_GAN: 3.970 G_L1: 42.062 D_real: 0.155 D_fake: 0.025 
(epoch: 41, iters: 1600, time: 0.045, data: 0.001) G_GAN: 3.064 G_L1: 32.628 D_real: 0.058 D_fake: 0.128 
(epoch: 41, iters: 1700, time: 0.044, data: 0.001) G_GAN: 3.250 G_L1: 35.350 D_real: 0.034 D_fake: 1.522 
(epoch: 41, iters: 1800, time: 0.041, data: 0.001) G_GAN: 2.563 G_L1: 33.883 D_real: 0.022 D_fake: 0.174 
(epoch: 41, iters: 1900, time: 0.041, data: 0.001) G_GAN: 3.379 G_L1: 33.763 D_real: 0.024 D_fake: 0.048 
(epoch: 41, iters: 2000, time: 0.148, data: 0.001) G_GAN: 1.599 G_L1: 33.639 D_real: 0.115 D_fake: 0.833 
(epoch: 41, iters: 2100, time: 0.046, data: 0.001) G_GAN: 3.234 G_L1: 37.096 D_real: 0.116 D_fake: 0.093 
(epoch: 41, iters: 2200, time: 0.043, data: 0.002) G_GAN: 3.663 G_L1: 36.422 D_real: 0.012 D_fake: 0.041 
(epoch: 41, iters: 2300, time: 0.043, data: 0.001) G_GAN: 3.232 G_L1: 39.868 D_real: 0.087 D_fake: 0.093 
(epoch: 41, iters: 2400, time: 0.034, data: 0.001) G_GAN: 2.444 G_L1: 39.165 D_real: 0.044 D_fake: 0.349 
End of epoch 41 / 200 	 Time Taken: 82 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 42, iters: 100, time: 0.040, data: 0.163) G_GAN: 1.896 G_L1: 22.106 D_real: 1.125 D_fake: 0.104 
(epoch: 42, iters: 200, time: 0.045, data: 0.002) G_GAN: 2.056 G_L1: 22.984 D_real: 0.946 D_fake: 0.119 
(epoch: 42, iters: 300, time: 0.043, data: 0.002) G_GAN: 2.285 G_L1: 37.268 D_real: 0.000 D_fake: 0.658 
(epoch: 42, iters: 400, time: 0.145, data: 0.001) G_GAN: 1.994 G_L1: 21.434 D_real: 0.474 D_fake: 0.061 
(epoch: 42, iters: 500, time: 0.042, data: 0.001) G_GAN: 3.850 G_L1: 27.422 D_real: 0.014 D_fake: 0.049 
