/home/aditya_sharma/.local/lib/python3.9/site-packages/torch/optim/lr_scheduler.py:138: UserWarning: Detected call of `lr_scheduler.step()` before `optimizer.step()`. In PyTorch 1.1.0 and later, you should call them in the opposite order: `optimizer.step()` before `lr_scheduler.step()`.  Failure to do this will result in PyTorch skipping the first value of the learning rate schedule. See more details at https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate
(epoch: 59, iters: 1900, time: 0.039, data: 0.002) G_GAN: 2.413 G_L1: 15.814 D_real: 0.076 D_fake: 2.602 
(epoch: 59, iters: 2000, time: 0.042, data: 0.002) G_GAN: 2.937 G_L1: 35.599 D_real: 0.016 D_fake: 0.373 
(epoch: 59, iters: 2100, time: 0.044, data: 0.002) G_GAN: 3.132 G_L1: 41.774 D_real: 0.489 D_fake: 0.058 
(epoch: 59, iters: 2200, time: 0.044, data: 0.002) G_GAN: 3.465 G_L1: 30.766 D_real: 0.246 D_fake: 0.039 
(epoch: 59, iters: 2300, time: 0.038, data: 0.002) G_GAN: 6.057 G_L1: 37.245 D_real: 0.045 D_fake: 0.004 
(epoch: 59, iters: 2400, time: 0.042, data: 0.001) G_GAN: 3.712 G_L1: 37.989 D_real: 0.028 D_fake: 0.381 
End of epoch 59 / 200 	 Time Taken: 82 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 60, iters: 100, time: 0.045, data: 0.149) G_GAN: 3.544 G_L1: 37.317 D_real: 0.008 D_fake: 0.048 
(epoch: 60, iters: 200, time: 0.042, data: 0.001) G_GAN: 3.668 G_L1: 31.996 D_real: 0.321 D_fake: 0.027 
(epoch: 60, iters: 300, time: 0.043, data: 0.001) G_GAN: 2.807 G_L1: 22.844 D_real: 0.035 D_fake: 0.477 
(epoch: 60, iters: 400, time: 0.171, data: 0.001) G_GAN: 2.319 G_L1: 28.284 D_real: 0.942 D_fake: 0.039 
(epoch: 60, iters: 500, time: 0.046, data: 0.001) G_GAN: 3.304 G_L1: 25.670 D_real: 0.011 D_fake: 0.432 
(epoch: 60, iters: 600, time: 0.040, data: 0.002) G_GAN: 1.520 G_L1: 21.988 D_real: 0.643 D_fake: 0.275 
(epoch: 60, iters: 700, time: 0.042, data: 0.001) G_GAN: 1.913 G_L1: 16.230 D_real: 0.767 D_fake: 0.344 
(epoch: 60, iters: 800, time: 0.046, data: 0.001) G_GAN: 3.290 G_L1: 43.462 D_real: 0.155 D_fake: 0.131 
(epoch: 60, iters: 900, time: 0.042, data: 0.002) G_GAN: 3.372 G_L1: 33.533 D_real: 0.108 D_fake: 0.090 
(epoch: 60, iters: 1000, time: 0.040, data: 0.002) G_GAN: 3.045 G_L1: 31.633 D_real: 0.001 D_fake: 1.025 
(epoch: 60, iters: 1100, time: 0.043, data: 0.001) G_GAN: 2.885 G_L1: 28.968 D_real: 0.425 D_fake: 0.089 
(epoch: 60, iters: 1200, time: 0.041, data: 0.002) G_GAN: 2.532 G_L1: 25.416 D_real: 0.101 D_fake: 0.157 
(epoch: 60, iters: 1300, time: 0.042, data: 0.001) G_GAN: 2.765 G_L1: 30.766 D_real: 0.209 D_fake: 0.236 
(epoch: 60, iters: 1400, time: 0.044, data: 0.001) G_GAN: 2.305 G_L1: 22.807 D_real: 0.253 D_fake: 0.348 
(epoch: 60, iters: 1500, time: 0.039, data: 0.001) G_GAN: 3.595 G_L1: 46.175 D_real: 0.015 D_fake: 0.123 
(epoch: 60, iters: 1600, time: 0.042, data: 0.002) G_GAN: 3.675 G_L1: 28.447 D_real: 0.117 D_fake: 0.128 
(epoch: 60, iters: 1700, time: 0.047, data: 0.002) G_GAN: 1.709 G_L1: 36.063 D_real: 0.050 D_fake: 1.189 
(epoch: 60, iters: 1800, time: 0.043, data: 0.002) G_GAN: 4.531 G_L1: 23.219 D_real: 0.686 D_fake: 0.006 
(epoch: 60, iters: 1900, time: 0.043, data: 0.001) G_GAN: 3.770 G_L1: 29.401 D_real: 0.139 D_fake: 0.038 
(epoch: 60, iters: 2000, time: 0.044, data: 0.001) G_GAN: 2.757 G_L1: 19.977 D_real: 0.209 D_fake: 0.213 
(epoch: 60, iters: 2100, time: 0.043, data: 0.001) G_GAN: 3.398 G_L1: 54.210 D_real: 0.055 D_fake: 0.568 
(epoch: 60, iters: 2200, time: 0.041, data: 0.002) G_GAN: 2.544 G_L1: 30.023 D_real: 1.212 D_fake: 0.076 
(epoch: 60, iters: 2300, time: 0.042, data: 0.001) G_GAN: 3.961 G_L1: 37.551 D_real: 0.009 D_fake: 0.047 
(epoch: 60, iters: 2400, time: 0.261, data: 0.001) G_GAN: 5.111 G_L1: 41.372 D_real: 0.014 D_fake: 0.014 
saving the model at the end of epoch 60, iters 144000
End of epoch 60 / 200 	 Time Taken: 83 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 61, iters: 100, time: 0.050, data: 0.146) G_GAN: 3.408 G_L1: 36.974 D_real: 0.060 D_fake: 0.221 
(epoch: 61, iters: 200, time: 0.046, data: 0.002) G_GAN: 3.724 G_L1: 37.549 D_real: 0.046 D_fake: 0.035 
(epoch: 61, iters: 300, time: 0.042, data: 0.002) G_GAN: 5.322 G_L1: 35.398 D_real: 0.008 D_fake: 0.032 
(epoch: 61, iters: 400, time: 0.174, data: 0.001) G_GAN: 3.393 G_L1: 27.917 D_real: 0.062 D_fake: 0.172 
(epoch: 61, iters: 500, time: 0.045, data: 0.001) G_GAN: 6.807 G_L1: 54.630 D_real: 0.002 D_fake: 0.013 
(epoch: 61, iters: 600, time: 0.045, data: 0.002) G_GAN: 4.385 G_L1: 40.132 D_real: 0.010 D_fake: 0.071 
(epoch: 61, iters: 700, time: 0.045, data: 0.001) G_GAN: 2.746 G_L1: 46.969 D_real: 0.471 D_fake: 0.045 
(epoch: 61, iters: 800, time: 0.041, data: 0.001) G_GAN: 3.516 G_L1: 27.414 D_real: 0.004 D_fake: 0.408 
(epoch: 61, iters: 900, time: 0.046, data: 0.001) G_GAN: 2.720 G_L1: 23.358 D_real: 0.292 D_fake: 0.120 
(epoch: 61, iters: 1000, time: 0.044, data: 0.001) G_GAN: 2.985 G_L1: 33.212 D_real: 0.020 D_fake: 0.227 
saving the latest model (epoch 61, total_iters 145000)
(epoch: 61, iters: 1100, time: 0.042, data: 0.002) G_GAN: 2.230 G_L1: 30.692 D_real: 0.509 D_fake: 0.215 
(epoch: 61, iters: 1200, time: 0.042, data: 0.001) G_GAN: 1.659 G_L1: 24.226 D_real: 0.553 D_fake: 0.903 
(epoch: 61, iters: 1300, time: 0.044, data: 0.002) G_GAN: 5.066 G_L1: 44.436 D_real: 0.053 D_fake: 0.018 
(epoch: 61, iters: 1400, time: 0.040, data: 0.001) G_GAN: 3.376 G_L1: 37.272 D_real: 0.457 D_fake: 0.027 
(epoch: 61, iters: 1500, time: 0.049, data: 0.001) G_GAN: 4.664 G_L1: 20.637 D_real: 0.036 D_fake: 1.746 
(epoch: 61, iters: 1600, time: 0.046, data: 0.001) G_GAN: 3.250 G_L1: 34.570 D_real: 0.102 D_fake: 0.371 
(epoch: 61, iters: 1700, time: 0.043, data: 0.001) G_GAN: 4.820 G_L1: 42.154 D_real: 0.059 D_fake: 0.020 
(epoch: 61, iters: 1800, time: 0.048, data: 0.001) G_GAN: 4.169 G_L1: 45.225 D_real: 0.147 D_fake: 0.069 
(epoch: 61, iters: 1900, time: 0.042, data: 0.001) G_GAN: 4.282 G_L1: 47.450 D_real: 0.000 D_fake: 1.208 
(epoch: 61, iters: 2000, time: 0.173, data: 0.002) G_GAN: 3.747 G_L1: 34.731 D_real: 0.011 D_fake: 0.315 
(epoch: 61, iters: 2100, time: 0.045, data: 0.001) G_GAN: 2.675 G_L1: 31.095 D_real: 0.056 D_fake: 0.166 
(epoch: 61, iters: 2200, time: 0.043, data: 0.001) G_GAN: 3.617 G_L1: 33.388 D_real: 0.000 D_fake: 0.234 
(epoch: 61, iters: 2300, time: 0.044, data: 0.002) G_GAN: 3.518 G_L1: 38.675 D_real: 0.041 D_fake: 0.490 
(epoch: 61, iters: 2400, time: 0.041, data: 0.001) G_GAN: 3.337 G_L1: 39.175 D_real: 0.000 D_fake: 0.829 
End of epoch 61 / 200 	 Time Taken: 82 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 62, iters: 100, time: 0.041, data: 0.154) G_GAN: 3.427 G_L1: 34.799 D_real: 0.065 D_fake: 0.510 
(epoch: 62, iters: 200, time: 0.041, data: 0.002) G_GAN: 2.489 G_L1: 25.821 D_real: 0.005 D_fake: 0.444 
(epoch: 62, iters: 300, time: 0.040, data: 0.001) G_GAN: 7.364 G_L1: 32.426 D_real: 0.073 D_fake: 0.001 
(epoch: 62, iters: 400, time: 0.175, data: 0.002) G_GAN: 3.990 G_L1: 40.708 D_real: 0.098 D_fake: 0.034 
(epoch: 62, iters: 500, time: 0.042, data: 0.001) G_GAN: 2.320 G_L1: 18.501 D_real: 0.181 D_fake: 0.099 
(epoch: 62, iters: 600, time: 0.043, data: 0.002) G_GAN: 3.016 G_L1: 25.089 D_real: 0.068 D_fake: 0.209 
(epoch: 62, iters: 700, time: 0.043, data: 0.001) G_GAN: 2.814 G_L1: 37.923 D_real: 0.001 D_fake: 0.436 
(epoch: 62, iters: 800, time: 0.040, data: 0.001) G_GAN: 4.101 G_L1: 43.579 D_real: 0.005 D_fake: 0.054 
(epoch: 62, iters: 900, time: 0.043, data: 0.001) G_GAN: 3.773 G_L1: 42.322 D_real: 0.000 D_fake: 0.086 
(epoch: 62, iters: 1000, time: 0.043, data: 0.001) G_GAN: 3.282 G_L1: 24.403 D_real: 0.226 D_fake: 0.105 
(epoch: 62, iters: 1100, time: 0.043, data: 0.002) G_GAN: 2.511 G_L1: 33.195 D_real: 0.001 D_fake: 0.139 
(epoch: 62, iters: 1200, time: 0.043, data: 0.002) G_GAN: 3.663 G_L1: 26.323 D_real: 0.010 D_fake: 0.282 
(epoch: 62, iters: 1300, time: 0.045, data: 0.001) G_GAN: 2.951 G_L1: 30.460 D_real: 0.135 D_fake: 0.249 
(epoch: 62, iters: 1400, time: 0.046, data: 0.001) G_GAN: 3.626 G_L1: 26.823 D_real: 0.005 D_fake: 0.491 
(epoch: 62, iters: 1500, time: 0.043, data: 0.001) G_GAN: 5.088 G_L1: 25.832 D_real: 0.019 D_fake: 1.760 
(epoch: 62, iters: 1600, time: 0.180, data: 0.001) G_GAN: 4.833 G_L1: 29.197 D_real: 0.133 D_fake: 0.054 
(epoch: 62, iters: 1700, time: 0.043, data: 0.001) G_GAN: 1.351 G_L1: 29.337 D_real: 0.436 D_fake: 0.233 
(epoch: 62, iters: 1800, time: 0.041, data: 0.001) G_GAN: 2.790 G_L1: 58.448 D_real: 0.200 D_fake: 0.111 
(epoch: 62, iters: 1900, time: 0.043, data: 0.002) G_GAN: 1.313 G_L1: 17.761 D_real: 1.385 D_fake: 0.143 
(epoch: 62, iters: 2000, time: 0.042, data: 0.001) G_GAN: 1.457 G_L1: 19.597 D_real: 1.089 D_fake: 0.089 
(epoch: 62, iters: 2100, time: 0.044, data: 0.002) G_GAN: 4.031 G_L1: 28.353 D_real: 0.002 D_fake: 0.099 
(epoch: 62, iters: 2200, time: 0.042, data: 0.002) G_GAN: 4.679 G_L1: 27.192 D_real: 0.147 D_fake: 0.014 
(epoch: 62, iters: 2300, time: 0.043, data: 0.002) G_GAN: 4.082 G_L1: 42.352 D_real: 0.011 D_fake: 0.086 
(epoch: 62, iters: 2400, time: 0.041, data: 0.001) G_GAN: 5.089 G_L1: 39.178 D_real: 0.317 D_fake: 0.010 
End of epoch 62 / 200 	 Time Taken: 82 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 63, iters: 100, time: 0.038, data: 0.152) G_GAN: 3.368 G_L1: 48.223 D_real: 0.006 D_fake: 0.089 
(epoch: 63, iters: 200, time: 0.040, data: 0.001) G_GAN: 4.011 G_L1: 38.061 D_real: 0.006 D_fake: 0.203 
(epoch: 63, iters: 300, time: 0.041, data: 0.002) G_GAN: 5.595 G_L1: 42.381 D_real: 0.037 D_fake: 0.012 
(epoch: 63, iters: 400, time: 0.176, data: 0.001) G_GAN: 2.724 G_L1: 22.191 D_real: 0.342 D_fake: 0.085 
(epoch: 63, iters: 500, time: 0.046, data: 0.001) G_GAN: 2.374 G_L1: 29.903 D_real: 0.009 D_fake: 0.386 
(epoch: 63, iters: 600, time: 0.044, data: 0.002) G_GAN: 5.834 G_L1: 40.092 D_real: 0.010 D_fake: 0.010 
(epoch: 63, iters: 700, time: 0.038, data: 0.002) G_GAN: 4.996 G_L1: 33.282 D_real: 0.065 D_fake: 0.035 
(epoch: 63, iters: 800, time: 0.044, data: 0.001) G_GAN: 4.169 G_L1: 41.761 D_real: 0.008 D_fake: 0.578 
(epoch: 63, iters: 900, time: 0.041, data: 0.001) G_GAN: 2.429 G_L1: 23.420 D_real: 0.124 D_fake: 0.168 
(epoch: 63, iters: 1000, time: 0.044, data: 0.001) G_GAN: 4.978 G_L1: 43.184 D_real: 0.196 D_fake: 0.020 
(epoch: 63, iters: 1100, time: 0.048, data: 0.002) G_GAN: 3.461 G_L1: 35.173 D_real: 0.018 D_fake: 0.141 
(epoch: 63, iters: 1200, time: 0.166, data: 0.002) G_GAN: 3.955 G_L1: 35.212 D_real: 0.523 D_fake: 0.009 
saving the latest model (epoch 63, total_iters 150000)
(epoch: 63, iters: 1300, time: 0.045, data: 0.002) G_GAN: 5.336 G_L1: 41.664 D_real: 0.005 D_fake: 0.038 
(epoch: 63, iters: 1400, time: 0.041, data: 0.003) G_GAN: 3.366 G_L1: 36.958 D_real: 0.003 D_fake: 0.300 
(epoch: 63, iters: 1500, time: 0.040, data: 0.001) G_GAN: 3.891 G_L1: 40.477 D_real: 0.000 D_fake: 0.983 
(epoch: 63, iters: 1600, time: 0.043, data: 0.002) G_GAN: 4.254 G_L1: 41.124 D_real: 0.012 D_fake: 4.234 
(epoch: 63, iters: 1700, time: 0.038, data: 0.002) G_GAN: 3.617 G_L1: 67.674 D_real: 0.047 D_fake: 0.089 
(epoch: 63, iters: 1800, time: 0.041, data: 0.001) G_GAN: 3.328 G_L1: 28.509 D_real: 0.058 D_fake: 0.080 
(epoch: 63, iters: 1900, time: 0.043, data: 0.002) G_GAN: 3.224 G_L1: 28.037 D_real: 0.004 D_fake: 0.392 
(epoch: 63, iters: 2000, time: 0.042, data: 0.001) G_GAN: 2.991 G_L1: 33.041 D_real: 0.121 D_fake: 1.385 
(epoch: 63, iters: 2100, time: 0.043, data: 0.001) G_GAN: 1.818 G_L1: 45.556 D_real: 0.764 D_fake: 0.086 
(epoch: 63, iters: 2200, time: 0.044, data: 0.001) G_GAN: 3.567 G_L1: 25.371 D_real: 0.119 D_fake: 0.093 
(epoch: 63, iters: 2300, time: 0.044, data: 0.002) G_GAN: 4.820 G_L1: 32.994 D_real: 0.012 D_fake: 0.022 
(epoch: 63, iters: 2400, time: 0.046, data: 0.001) G_GAN: 2.143 G_L1: 35.075 D_real: 0.380 D_fake: 0.479 
End of epoch 63 / 200 	 Time Taken: 82 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 64, iters: 100, time: 0.047, data: 0.158) G_GAN: 2.838 G_L1: 32.164 D_real: 0.365 D_fake: 0.154 
(epoch: 64, iters: 200, time: 0.044, data: 0.001) G_GAN: 4.241 G_L1: 38.132 D_real: 0.094 D_fake: 0.031 
(epoch: 64, iters: 300, time: 0.047, data: 0.001) G_GAN: 3.136 G_L1: 30.118 D_real: 0.639 D_fake: 0.037 
(epoch: 64, iters: 400, time: 0.195, data: 0.002) G_GAN: 4.146 G_L1: 34.922 D_real: 0.044 D_fake: 0.031 
(epoch: 64, iters: 500, time: 0.042, data: 0.001) G_GAN: 5.674 G_L1: 38.516 D_real: 0.102 D_fake: 0.012 
(epoch: 64, iters: 600, time: 0.042, data: 0.001) G_GAN: 4.777 G_L1: 23.418 D_real: 0.006 D_fake: 0.046 
(epoch: 64, iters: 700, time: 0.040, data: 0.001) G_GAN: 1.106 G_L1: 33.747 D_real: 0.716 D_fake: 0.537 
(epoch: 64, iters: 800, time: 0.178, data: 0.001) G_GAN: 3.951 G_L1: 42.921 D_real: 0.081 D_fake: 0.039 
(epoch: 64, iters: 900, time: 0.039, data: 0.001) G_GAN: 3.181 G_L1: 25.587 D_real: 0.055 D_fake: 0.211 
(epoch: 64, iters: 1000, time: 0.038, data: 0.001) G_GAN: 2.182 G_L1: 39.964 D_real: 0.001 D_fake: 0.285 
(epoch: 64, iters: 1100, time: 0.043, data: 0.001) G_GAN: 3.932 G_L1: 66.009 D_real: 0.013 D_fake: 0.031 
(epoch: 64, iters: 1200, time: 0.043, data: 0.002) G_GAN: 3.007 G_L1: 24.647 D_real: 0.257 D_fake: 0.062 
(epoch: 64, iters: 1300, time: 0.041, data: 0.001) G_GAN: 2.804 G_L1: 35.229 D_real: 0.002 D_fake: 0.355 
(epoch: 64, iters: 1400, time: 0.051, data: 0.001) G_GAN: 4.745 G_L1: 36.479 D_real: 0.001 D_fake: 0.037 
(epoch: 64, iters: 1500, time: 0.040, data: 0.001) G_GAN: 2.739 G_L1: 38.185 D_real: 0.551 D_fake: 0.237 
(epoch: 64, iters: 1600, time: 0.050, data: 0.001) G_GAN: 3.470 G_L1: 34.469 D_real: 0.002 D_fake: 0.330 
(epoch: 64, iters: 1700, time: 0.046, data: 0.002) G_GAN: 4.226 G_L1: 36.775 D_real: 0.001 D_fake: 0.046 
(epoch: 64, iters: 1800, time: 0.043, data: 0.001) G_GAN: 3.847 G_L1: 26.934 D_real: 0.066 D_fake: 0.080 
(epoch: 64, iters: 1900, time: 0.043, data: 0.002) G_GAN: 3.130 G_L1: 28.142 D_real: 0.325 D_fake: 0.035 
(epoch: 64, iters: 2000, time: 0.045, data: 0.002) G_GAN: 5.699 G_L1: 39.740 D_real: 0.000 D_fake: 0.008 
(epoch: 64, iters: 2100, time: 0.043, data: 0.001) G_GAN: 2.477 G_L1: 13.472 D_real: 0.579 D_fake: 0.122 
(epoch: 64, iters: 2200, time: 0.044, data: 0.001) G_GAN: 2.808 G_L1: 34.252 D_real: 0.150 D_fake: 2.411 
(epoch: 64, iters: 2300, time: 0.042, data: 0.001) G_GAN: 3.920 G_L1: 25.361 D_real: 0.220 D_fake: 0.048 
(epoch: 64, iters: 2400, time: 0.040, data: 0.002) G_GAN: 2.150 G_L1: 33.328 D_real: 0.125 D_fake: 0.459 
End of epoch 64 / 200 	 Time Taken: 82 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 65, iters: 100, time: 0.041, data: 0.153) G_GAN: 2.848 G_L1: 45.649 D_real: 0.011 D_fake: 0.393 
(epoch: 65, iters: 200, time: 0.045, data: 0.001) G_GAN: 2.430 G_L1: 25.492 D_real: 0.183 D_fake: 0.133 
(epoch: 65, iters: 300, time: 0.039, data: 0.002) G_GAN: 3.906 G_L1: 35.948 D_real: 0.139 D_fake: 0.128 
(epoch: 65, iters: 400, time: 0.179, data: 0.001) G_GAN: 4.220 G_L1: 39.633 D_real: 0.530 D_fake: 0.005 
(epoch: 65, iters: 500, time: 0.045, data: 0.001) G_GAN: 2.671 G_L1: 16.309 D_real: 0.251 D_fake: 0.879 
(epoch: 65, iters: 600, time: 0.043, data: 0.001) G_GAN: 4.370 G_L1: 24.138 D_real: 0.117 D_fake: 0.076 
(epoch: 65, iters: 700, time: 0.044, data: 0.001) G_GAN: 3.698 G_L1: 37.034 D_real: 0.005 D_fake: 0.621 
(epoch: 65, iters: 800, time: 0.043, data: 0.001) G_GAN: 4.835 G_L1: 45.163 D_real: 0.050 D_fake: 0.016 
(epoch: 65, iters: 900, time: 0.046, data: 0.001) G_GAN: 3.805 G_L1: 25.406 D_real: 0.008 D_fake: 0.078 
(epoch: 65, iters: 1000, time: 0.042, data: 0.001) G_GAN: 2.695 G_L1: 39.703 D_real: 0.035 D_fake: 0.594 
(epoch: 65, iters: 1100, time: 0.047, data: 0.001) G_GAN: 3.319 G_L1: 47.344 D_real: 0.159 D_fake: 0.054 
(epoch: 65, iters: 1200, time: 0.043, data: 0.002) G_GAN: 5.270 G_L1: 34.000 D_real: 0.123 D_fake: 0.029 
(epoch: 65, iters: 1300, time: 0.047, data: 0.002) G_GAN: 3.412 G_L1: 28.067 D_real: 0.060 D_fake: 0.064 
(epoch: 65, iters: 1400, time: 0.044, data: 0.002) G_GAN: 3.108 G_L1: 39.036 D_real: 0.083 D_fake: 0.411 
saving the latest model (epoch 65, total_iters 155000)
(epoch: 65, iters: 1500, time: 0.044, data: 0.002) G_GAN: 3.898 G_L1: 28.295 D_real: 0.078 D_fake: 0.057 
(epoch: 65, iters: 1600, time: 0.042, data: 0.001) G_GAN: 3.146 G_L1: 24.325 D_real: 0.130 D_fake: 0.116 
(epoch: 65, iters: 1700, time: 0.041, data: 0.001) G_GAN: 3.658 G_L1: 35.863 D_real: 0.020 D_fake: 0.275 
(epoch: 65, iters: 1800, time: 0.045, data: 0.001) G_GAN: 3.264 G_L1: 29.263 D_real: 0.329 D_fake: 0.129 
(epoch: 65, iters: 1900, time: 0.048, data: 0.002) G_GAN: 3.731 G_L1: 31.133 D_real: 0.124 D_fake: 0.315 
(epoch: 65, iters: 2000, time: 0.042, data: 0.001) G_GAN: 2.911 G_L1: 30.785 D_real: 0.052 D_fake: 0.358 
(epoch: 65, iters: 2100, time: 0.042, data: 0.001) G_GAN: 2.686 G_L1: 28.190 D_real: 0.028 D_fake: 0.295 
(epoch: 65, iters: 2200, time: 0.045, data: 0.002) G_GAN: 5.185 G_L1: 47.228 D_real: 0.017 D_fake: 0.025 
(epoch: 65, iters: 2300, time: 0.043, data: 0.002) G_GAN: 2.405 G_L1: 22.635 D_real: 0.206 D_fake: 0.392 
(epoch: 65, iters: 2400, time: 0.169, data: 0.002) G_GAN: 1.587 G_L1: 18.603 D_real: 0.661 D_fake: 0.140 
saving the model at the end of epoch 65, iters 156000
End of epoch 65 / 200 	 Time Taken: 83 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 66, iters: 100, time: 0.047, data: 0.152) G_GAN: 3.760 G_L1: 32.840 D_real: 0.035 D_fake: 0.071 
(epoch: 66, iters: 200, time: 0.038, data: 0.002) G_GAN: 6.052 G_L1: 32.716 D_real: 0.063 D_fake: 0.006 
(epoch: 66, iters: 300, time: 0.047, data: 0.002) G_GAN: 3.762 G_L1: 24.868 D_real: 0.033 D_fake: 0.191 
(epoch: 66, iters: 400, time: 0.269, data: 0.002) G_GAN: 4.358 G_L1: 29.839 D_real: 0.061 D_fake: 0.034 
(epoch: 66, iters: 500, time: 0.040, data: 0.002) G_GAN: 2.596 G_L1: 28.419 D_real: 0.177 D_fake: 0.378 
(epoch: 66, iters: 600, time: 0.040, data: 0.001) G_GAN: 4.489 G_L1: 33.694 D_real: 0.000 D_fake: 0.033 
(epoch: 66, iters: 700, time: 0.040, data: 0.001) G_GAN: 3.078 G_L1: 23.802 D_real: 0.058 D_fake: 2.449 
(epoch: 66, iters: 800, time: 0.042, data: 0.001) G_GAN: 4.781 G_L1: 33.392 D_real: 0.204 D_fake: 0.020 
(epoch: 66, iters: 900, time: 0.045, data: 0.001) G_GAN: 5.797 G_L1: 34.261 D_real: 0.230 D_fake: 0.011 
(epoch: 66, iters: 1000, time: 0.045, data: 0.001) G_GAN: 3.489 G_L1: 38.281 D_real: 0.000 D_fake: 0.099 
(epoch: 66, iters: 1100, time: 0.039, data: 0.002) G_GAN: 0.063 G_L1: 26.735 D_real: 3.953 D_fake: 0.048 
(epoch: 66, iters: 1200, time: 0.040, data: 0.002) G_GAN: 2.221 G_L1: 14.930 D_real: 0.352 D_fake: 0.251 
(epoch: 66, iters: 1300, time: 0.043, data: 0.001) G_GAN: 2.696 G_L1: 25.072 D_real: 0.035 D_fake: 0.277 
(epoch: 66, iters: 1400, time: 0.041, data: 0.002) G_GAN: 8.560 G_L1: 45.017 D_real: 0.304 D_fake: 0.001 
(epoch: 66, iters: 1500, time: 0.042, data: 0.001) G_GAN: 3.091 G_L1: 36.217 D_real: 0.049 D_fake: 0.240 
(epoch: 66, iters: 1600, time: 0.045, data: 0.001) G_GAN: 2.618 G_L1: 24.658 D_real: 0.335 D_fake: 0.179 
(epoch: 66, iters: 1700, time: 0.042, data: 0.002) G_GAN: 3.698 G_L1: 28.727 D_real: 0.128 D_fake: 0.045 
(epoch: 66, iters: 1800, time: 0.046, data: 0.001) G_GAN: 2.900 G_L1: 33.450 D_real: 0.016 D_fake: 0.566 
(epoch: 66, iters: 1900, time: 0.045, data: 0.001) G_GAN: 3.239 G_L1: 42.443 D_real: 0.038 D_fake: 0.101 
(epoch: 66, iters: 2000, time: 0.172, data: 0.001) G_GAN: 5.495 G_L1: 46.081 D_real: 0.259 D_fake: 0.006 
(epoch: 66, iters: 2100, time: 0.042, data: 0.001) G_GAN: 3.820 G_L1: 29.213 D_real: 0.210 D_fake: 0.138 
(epoch: 66, iters: 2200, time: 0.044, data: 0.001) G_GAN: 3.012 G_L1: 35.337 D_real: 0.028 D_fake: 0.230 
(epoch: 66, iters: 2300, time: 0.043, data: 0.001) G_GAN: 4.087 G_L1: 36.111 D_real: 0.052 D_fake: 0.061 
(epoch: 66, iters: 2400, time: 0.038, data: 0.002) G_GAN: 3.474 G_L1: 32.470 D_real: 0.003 D_fake: 0.128 
End of epoch 66 / 200 	 Time Taken: 82 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 67, iters: 100, time: 0.043, data: 0.148) G_GAN: 3.792 G_L1: 36.134 D_real: 0.056 D_fake: 0.042 
(epoch: 67, iters: 200, time: 0.045, data: 0.001) G_GAN: 3.155 G_L1: 29.300 D_real: 0.012 D_fake: 0.049 
(epoch: 67, iters: 300, time: 0.041, data: 0.002) G_GAN: 4.111 G_L1: 41.664 D_real: 0.304 D_fake: 0.016 
(epoch: 67, iters: 400, time: 0.185, data: 0.002) G_GAN: 3.999 G_L1: 32.146 D_real: 0.456 D_fake: 0.025 
(epoch: 67, iters: 500, time: 0.043, data: 0.001) G_GAN: 4.127 G_L1: 32.663 D_real: 0.372 D_fake: 0.010 
(epoch: 67, iters: 600, time: 0.045, data: 0.001) G_GAN: 3.571 G_L1: 38.155 D_real: 0.430 D_fake: 0.062 
(epoch: 67, iters: 700, time: 0.042, data: 0.001) G_GAN: 6.883 G_L1: 36.668 D_real: 0.001 D_fake: 0.008 
(epoch: 67, iters: 800, time: 0.044, data: 0.001) G_GAN: 2.783 G_L1: 30.367 D_real: 0.193 D_fake: 0.297 
(epoch: 67, iters: 900, time: 0.042, data: 0.001) G_GAN: 3.966 G_L1: 37.185 D_real: 0.017 D_fake: 0.047 
(epoch: 67, iters: 1000, time: 0.041, data: 0.001) G_GAN: 5.393 G_L1: 35.450 D_real: 0.080 D_fake: 0.012 
(epoch: 67, iters: 1100, time: 0.043, data: 0.002) G_GAN: 5.166 G_L1: 27.776 D_real: 0.371 D_fake: 0.006 
(epoch: 67, iters: 1200, time: 0.047, data: 0.001) G_GAN: 3.631 G_L1: 36.191 D_real: 0.019 D_fake: 0.548 
(epoch: 67, iters: 1300, time: 0.043, data: 0.001) G_GAN: 4.587 G_L1: 25.410 D_real: 0.638 D_fake: 0.007 
(epoch: 67, iters: 1400, time: 0.047, data: 0.001) G_GAN: 2.725 G_L1: 35.290 D_real: 0.467 D_fake: 0.088 
(epoch: 67, iters: 1500, time: 0.043, data: 0.002) G_GAN: 4.141 G_L1: 39.847 D_real: 0.024 D_fake: 0.060 
(epoch: 67, iters: 1600, time: 0.175, data: 0.001) G_GAN: 3.224 G_L1: 23.142 D_real: 1.025 D_fake: 0.021 
saving the latest model (epoch 67, total_iters 160000)
(epoch: 67, iters: 1700, time: 0.043, data: 0.002) G_GAN: 3.656 G_L1: 27.848 D_real: 0.001 D_fake: 0.306 
