/home/aditya_sharma/.local/lib/python3.9/site-packages/torch/optim/lr_scheduler.py:138: UserWarning: Detected call of `lr_scheduler.step()` before `optimizer.step()`. In PyTorch 1.1.0 and later, you should call them in the opposite order: `optimizer.step()` before `lr_scheduler.step()`.  Failure to do this will result in PyTorch skipping the first value of the learning rate schedule. See more details at https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate
(epoch: 25, iters: 2100, time: 0.041, data: 0.001) G_GAN: 2.651 G_L1: 30.490 D_real: 1.761 D_fake: 0.009 
(epoch: 25, iters: 2200, time: 0.042, data: 0.001) G_GAN: 2.997 G_L1: 28.647 D_real: 0.071 D_fake: 0.090 
(epoch: 25, iters: 2300, time: 0.040, data: 0.001) G_GAN: 5.220 G_L1: 34.008 D_real: 0.014 D_fake: 0.008 
(epoch: 25, iters: 2400, time: 0.125, data: 0.001) G_GAN: 2.294 G_L1: 29.706 D_real: 0.211 D_fake: 0.122 
saving the latest model (epoch 25, total_iters 60000)
saving the model at the end of epoch 25, iters 60000
End of epoch 25 / 200 	 Time Taken: 75 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 26, iters: 100, time: 0.041, data: 0.127) G_GAN: 3.352 G_L1: 29.817 D_real: 0.859 D_fake: 0.018 
(epoch: 26, iters: 200, time: 0.042, data: 0.001) G_GAN: 3.706 G_L1: 38.022 D_real: 0.018 D_fake: 0.052 
(epoch: 26, iters: 300, time: 0.040, data: 0.001) G_GAN: 3.783 G_L1: 40.008 D_real: 0.005 D_fake: 0.059 
(epoch: 26, iters: 400, time: 0.126, data: 0.001) G_GAN: 2.571 G_L1: 34.261 D_real: 0.044 D_fake: 0.152 
(epoch: 26, iters: 500, time: 0.040, data: 0.001) G_GAN: 2.118 G_L1: 40.409 D_real: 0.000 D_fake: 0.076 
(epoch: 26, iters: 600, time: 0.042, data: 0.001) G_GAN: 2.442 G_L1: 43.662 D_real: 0.001 D_fake: 0.662 
(epoch: 26, iters: 700, time: 0.041, data: 0.001) G_GAN: 6.899 G_L1: 37.686 D_real: 0.016 D_fake: 0.004 
(epoch: 26, iters: 800, time: 0.045, data: 0.001) G_GAN: 2.845 G_L1: 38.762 D_real: 0.967 D_fake: 0.023 
(epoch: 26, iters: 900, time: 0.041, data: 0.001) G_GAN: 2.813 G_L1: 34.748 D_real: 0.181 D_fake: 0.070 
(epoch: 26, iters: 1000, time: 0.041, data: 0.001) G_GAN: 4.082 G_L1: 36.362 D_real: 0.000 D_fake: 0.027 
(epoch: 26, iters: 1100, time: 0.041, data: 0.001) G_GAN: 1.964 G_L1: 38.207 D_real: 0.000 D_fake: 0.201 
(epoch: 26, iters: 1200, time: 0.041, data: 0.001) G_GAN: 2.696 G_L1: 23.256 D_real: 0.000 D_fake: 3.200 
(epoch: 26, iters: 1300, time: 0.045, data: 0.001) G_GAN: 3.011 G_L1: 33.498 D_real: 0.001 D_fake: 0.139 
(epoch: 26, iters: 1400, time: 0.041, data: 0.001) G_GAN: 2.562 G_L1: 43.418 D_real: 0.001 D_fake: 0.393 
(epoch: 26, iters: 1500, time: 0.042, data: 0.001) G_GAN: 1.991 G_L1: 21.130 D_real: 0.095 D_fake: 0.230 
(epoch: 26, iters: 1600, time: 0.040, data: 0.001) G_GAN: 1.886 G_L1: 34.470 D_real: 0.031 D_fake: 0.317 
(epoch: 26, iters: 1700, time: 0.040, data: 0.002) G_GAN: 3.104 G_L1: 19.475 D_real: 0.028 D_fake: 0.165 
(epoch: 26, iters: 1800, time: 0.042, data: 0.001) G_GAN: 2.879 G_L1: 32.952 D_real: 1.485 D_fake: 0.027 
(epoch: 26, iters: 1900, time: 0.038, data: 0.001) G_GAN: 2.407 G_L1: 36.038 D_real: 0.041 D_fake: 0.526 
(epoch: 26, iters: 2000, time: 0.128, data: 0.001) G_GAN: 3.660 G_L1: 23.102 D_real: 0.123 D_fake: 0.033 
(epoch: 26, iters: 2100, time: 0.038, data: 0.001) G_GAN: 4.174 G_L1: 50.802 D_real: 0.001 D_fake: 0.026 
(epoch: 26, iters: 2200, time: 0.043, data: 0.001) G_GAN: 4.684 G_L1: 34.010 D_real: 0.000 D_fake: 0.017 
(epoch: 26, iters: 2300, time: 0.041, data: 0.001) G_GAN: 1.989 G_L1: 32.709 D_real: 0.921 D_fake: 0.068 
(epoch: 26, iters: 2400, time: 0.041, data: 0.001) G_GAN: 2.232 G_L1: 30.777 D_real: 0.031 D_fake: 0.125 
End of epoch 26 / 200 	 Time Taken: 73 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 27, iters: 100, time: 0.040, data: 0.127) G_GAN: 1.166 G_L1: 24.153 D_real: 1.359 D_fake: 0.142 
(epoch: 27, iters: 200, time: 0.042, data: 0.001) G_GAN: 2.738 G_L1: 45.451 D_real: 0.014 D_fake: 0.684 
(epoch: 27, iters: 300, time: 0.040, data: 0.001) G_GAN: 2.166 G_L1: 35.575 D_real: 0.000 D_fake: 0.188 
(epoch: 27, iters: 400, time: 0.123, data: 0.001) G_GAN: 2.796 G_L1: 50.614 D_real: 0.000 D_fake: 0.136 
(epoch: 27, iters: 500, time: 0.043, data: 0.001) G_GAN: 3.868 G_L1: 44.102 D_real: 0.003 D_fake: 0.031 
(epoch: 27, iters: 600, time: 0.043, data: 0.001) G_GAN: 2.494 G_L1: 36.941 D_real: 0.217 D_fake: 0.111 
(epoch: 27, iters: 700, time: 0.041, data: 0.001) G_GAN: 3.988 G_L1: 30.862 D_real: 0.030 D_fake: 0.028 
(epoch: 27, iters: 800, time: 0.041, data: 0.001) G_GAN: 1.343 G_L1: 25.758 D_real: 1.857 D_fake: 0.155 
(epoch: 27, iters: 900, time: 0.040, data: 0.001) G_GAN: 2.914 G_L1: 36.866 D_real: 0.004 D_fake: 1.199 
(epoch: 27, iters: 1000, time: 0.045, data: 0.001) G_GAN: 2.868 G_L1: 42.470 D_real: 0.002 D_fake: 0.209 
(epoch: 27, iters: 1100, time: 0.041, data: 0.001) G_GAN: 2.293 G_L1: 38.797 D_real: 0.000 D_fake: 0.206 
(epoch: 27, iters: 1200, time: 0.046, data: 0.002) G_GAN: 3.851 G_L1: 38.505 D_real: 0.091 D_fake: 0.027 
(epoch: 27, iters: 1300, time: 0.042, data: 0.001) G_GAN: 3.171 G_L1: 31.919 D_real: 0.014 D_fake: 0.644 
(epoch: 27, iters: 1400, time: 0.040, data: 0.002) G_GAN: 2.876 G_L1: 30.977 D_real: 0.168 D_fake: 0.060 
(epoch: 27, iters: 1500, time: 0.043, data: 0.001) G_GAN: 3.524 G_L1: 32.464 D_real: 0.002 D_fake: 0.065 
(epoch: 27, iters: 1600, time: 0.124, data: 0.001) G_GAN: 2.597 G_L1: 37.403 D_real: 0.001 D_fake: 0.140 
(epoch: 27, iters: 1700, time: 0.041, data: 0.001) G_GAN: 1.715 G_L1: 29.894 D_real: 0.951 D_fake: 0.061 
(epoch: 27, iters: 1800, time: 0.039, data: 0.001) G_GAN: 3.759 G_L1: 24.936 D_real: 0.243 D_fake: 0.020 
(epoch: 27, iters: 1900, time: 0.041, data: 0.001) G_GAN: 5.856 G_L1: 49.095 D_real: 0.000 D_fake: 0.007 
(epoch: 27, iters: 2000, time: 0.041, data: 0.001) G_GAN: 4.018 G_L1: 43.507 D_real: 0.007 D_fake: 0.044 
(epoch: 27, iters: 2100, time: 0.040, data: 0.001) G_GAN: 2.246 G_L1: 34.995 D_real: 0.000 D_fake: 0.309 
(epoch: 27, iters: 2200, time: 0.040, data: 0.001) G_GAN: 2.114 G_L1: 40.059 D_real: 0.002 D_fake: 0.155 
(epoch: 27, iters: 2300, time: 0.042, data: 0.001) G_GAN: 2.029 G_L1: 35.914 D_real: 0.007 D_fake: 0.586 
(epoch: 27, iters: 2400, time: 0.040, data: 0.001) G_GAN: 3.526 G_L1: 28.997 D_real: 0.543 D_fake: 0.021 
End of epoch 27 / 200 	 Time Taken: 74 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 28, iters: 100, time: 0.040, data: 0.117) G_GAN: 2.353 G_L1: 31.766 D_real: 0.207 D_fake: 0.102 
(epoch: 28, iters: 200, time: 0.042, data: 0.001) G_GAN: 1.548 G_L1: 29.058 D_real: 3.809 D_fake: 0.242 
saving the latest model (epoch 28, total_iters 65000)
(epoch: 28, iters: 300, time: 0.041, data: 0.002) G_GAN: 4.731 G_L1: 26.241 D_real: 0.014 D_fake: 0.021 
(epoch: 28, iters: 400, time: 0.143, data: 0.001) G_GAN: 1.724 G_L1: 33.340 D_real: 3.982 D_fake: 0.042 
(epoch: 28, iters: 500, time: 0.043, data: 0.001) G_GAN: 3.168 G_L1: 28.450 D_real: 0.109 D_fake: 0.079 
(epoch: 28, iters: 600, time: 0.039, data: 0.001) G_GAN: 1.235 G_L1: 41.030 D_real: 1.234 D_fake: 0.177 
(epoch: 28, iters: 700, time: 0.040, data: 0.001) G_GAN: 2.852 G_L1: 34.237 D_real: 0.236 D_fake: 0.065 
(epoch: 28, iters: 800, time: 0.041, data: 0.001) G_GAN: 4.097 G_L1: 36.594 D_real: 0.014 D_fake: 0.018 
(epoch: 28, iters: 900, time: 0.039, data: 0.001) G_GAN: 2.048 G_L1: 26.623 D_real: 0.734 D_fake: 0.068 
(epoch: 28, iters: 1000, time: 0.045, data: 0.001) G_GAN: 1.932 G_L1: 24.663 D_real: 0.001 D_fake: 0.833 
(epoch: 28, iters: 1100, time: 0.041, data: 0.001) G_GAN: 2.527 G_L1: 19.580 D_real: 0.000 D_fake: 0.646 
(epoch: 28, iters: 1200, time: 0.134, data: 0.001) G_GAN: 3.741 G_L1: 25.038 D_real: 0.129 D_fake: 0.038 
(epoch: 28, iters: 1300, time: 0.046, data: 0.001) G_GAN: 2.262 G_L1: 46.491 D_real: 0.000 D_fake: 0.282 
(epoch: 28, iters: 1400, time: 0.042, data: 0.001) G_GAN: 2.893 G_L1: 31.527 D_real: 0.034 D_fake: 0.133 
(epoch: 28, iters: 1500, time: 0.040, data: 0.001) G_GAN: 2.107 G_L1: 44.171 D_real: 0.012 D_fake: 0.131 
(epoch: 28, iters: 1600, time: 0.042, data: 0.001) G_GAN: 2.485 G_L1: 31.386 D_real: 1.686 D_fake: 0.049 
(epoch: 28, iters: 1700, time: 0.039, data: 0.001) G_GAN: 4.250 G_L1: 33.709 D_real: 0.000 D_fake: 0.024 
(epoch: 28, iters: 1800, time: 0.042, data: 0.001) G_GAN: 3.091 G_L1: 35.592 D_real: 0.032 D_fake: 0.646 
(epoch: 28, iters: 1900, time: 0.042, data: 0.001) G_GAN: 4.213 G_L1: 33.692 D_real: 0.011 D_fake: 0.042 
(epoch: 28, iters: 2000, time: 0.040, data: 0.001) G_GAN: 3.818 G_L1: 23.920 D_real: 0.031 D_fake: 0.030 
(epoch: 28, iters: 2100, time: 0.041, data: 0.002) G_GAN: 3.596 G_L1: 38.970 D_real: 0.000 D_fake: 0.056 
(epoch: 28, iters: 2200, time: 0.041, data: 0.001) G_GAN: 4.234 G_L1: 42.233 D_real: 0.002 D_fake: 0.026 
(epoch: 28, iters: 2300, time: 0.042, data: 0.001) G_GAN: 2.737 G_L1: 32.054 D_real: 0.167 D_fake: 0.156 
(epoch: 28, iters: 2400, time: 0.042, data: 0.001) G_GAN: 4.322 G_L1: 36.459 D_real: 0.017 D_fake: 0.022 
End of epoch 28 / 200 	 Time Taken: 74 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 29, iters: 100, time: 0.040, data: 0.141) G_GAN: 1.851 G_L1: 41.785 D_real: 0.000 D_fake: 0.639 
(epoch: 29, iters: 200, time: 0.041, data: 0.001) G_GAN: 2.314 G_L1: 30.757 D_real: 0.278 D_fake: 0.224 
(epoch: 29, iters: 300, time: 0.042, data: 0.001) G_GAN: 3.408 G_L1: 26.340 D_real: 0.062 D_fake: 0.039 
(epoch: 29, iters: 400, time: 0.192, data: 0.001) G_GAN: 1.570 G_L1: 32.630 D_real: 0.164 D_fake: 0.893 
(epoch: 29, iters: 500, time: 0.041, data: 0.001) G_GAN: 2.625 G_L1: 35.621 D_real: 0.000 D_fake: 0.185 
(epoch: 29, iters: 600, time: 0.042, data: 0.001) G_GAN: 4.027 G_L1: 58.139 D_real: 0.000 D_fake: 0.049 
(epoch: 29, iters: 700, time: 0.041, data: 0.001) G_GAN: 2.701 G_L1: 30.258 D_real: 0.062 D_fake: 0.108 
(epoch: 29, iters: 800, time: 0.130, data: 0.001) G_GAN: 3.453 G_L1: 34.910 D_real: 0.000 D_fake: 0.094 
(epoch: 29, iters: 900, time: 0.042, data: 0.001) G_GAN: 5.003 G_L1: 38.667 D_real: 0.000 D_fake: 0.015 
(epoch: 29, iters: 1000, time: 0.041, data: 0.001) G_GAN: 4.660 G_L1: 45.192 D_real: 0.000 D_fake: 0.019 
(epoch: 29, iters: 1100, time: 0.041, data: 0.001) G_GAN: 1.584 G_L1: 35.129 D_real: 0.007 D_fake: 1.751 
(epoch: 29, iters: 1200, time: 0.041, data: 0.001) G_GAN: 2.459 G_L1: 27.075 D_real: 0.109 D_fake: 0.138 
(epoch: 29, iters: 1300, time: 0.041, data: 0.001) G_GAN: 1.624 G_L1: 28.834 D_real: 0.713 D_fake: 0.142 
(epoch: 29, iters: 1400, time: 0.043, data: 0.002) G_GAN: 3.664 G_L1: 40.591 D_real: 0.069 D_fake: 0.033 
(epoch: 29, iters: 1500, time: 0.040, data: 0.001) G_GAN: 0.679 G_L1: 29.917 D_real: 2.206 D_fake: 0.359 
(epoch: 29, iters: 1600, time: 0.042, data: 0.001) G_GAN: 3.441 G_L1: 48.936 D_real: 0.000 D_fake: 0.045 
(epoch: 29, iters: 1700, time: 0.040, data: 0.001) G_GAN: 3.727 G_L1: 37.546 D_real: 0.006 D_fake: 0.034 
(epoch: 29, iters: 1800, time: 0.040, data: 0.001) G_GAN: 3.274 G_L1: 44.255 D_real: 0.001 D_fake: 0.092 
(epoch: 29, iters: 1900, time: 0.043, data: 0.001) G_GAN: 3.695 G_L1: 37.313 D_real: 0.000 D_fake: 0.053 
(epoch: 29, iters: 2000, time: 0.041, data: 0.001) G_GAN: 3.980 G_L1: 44.631 D_real: 0.206 D_fake: 0.021 
(epoch: 29, iters: 2100, time: 0.041, data: 0.002) G_GAN: 4.093 G_L1: 23.826 D_real: 0.003 D_fake: 0.104 
(epoch: 29, iters: 2200, time: 0.041, data: 0.001) G_GAN: 1.726 G_L1: 27.860 D_real: 0.000 D_fake: 0.275 
(epoch: 29, iters: 2300, time: 0.041, data: 0.001) G_GAN: 1.440 G_L1: 28.485 D_real: 1.425 D_fake: 0.091 
(epoch: 29, iters: 2400, time: 0.041, data: 0.001) G_GAN: 3.402 G_L1: 35.405 D_real: 0.654 D_fake: 0.021 
End of epoch 29 / 200 	 Time Taken: 74 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 30, iters: 100, time: 0.040, data: 0.126) G_GAN: 2.383 G_L1: 35.818 D_real: 0.000 D_fake: 0.241 
(epoch: 30, iters: 200, time: 0.042, data: 0.001) G_GAN: 4.069 G_L1: 30.447 D_real: 0.078 D_fake: 0.026 
(epoch: 30, iters: 300, time: 0.041, data: 0.001) G_GAN: 2.496 G_L1: 40.532 D_real: 0.000 D_fake: 0.219 
(epoch: 30, iters: 400, time: 0.133, data: 0.001) G_GAN: 3.652 G_L1: 38.451 D_real: 0.000 D_fake: 0.043 
saving the latest model (epoch 30, total_iters 70000)
(epoch: 30, iters: 500, time: 0.041, data: 0.002) G_GAN: 2.534 G_L1: 46.362 D_real: 0.001 D_fake: 0.226 
(epoch: 30, iters: 600, time: 0.041, data: 0.001) G_GAN: 5.164 G_L1: 30.773 D_real: 0.806 D_fake: 0.006 
(epoch: 30, iters: 700, time: 0.040, data: 0.001) G_GAN: 1.591 G_L1: 28.389 D_real: 0.418 D_fake: 0.509 
(epoch: 30, iters: 800, time: 0.042, data: 0.001) G_GAN: 2.782 G_L1: 31.076 D_real: 0.004 D_fake: 0.312 
(epoch: 30, iters: 900, time: 0.040, data: 0.001) G_GAN: 3.450 G_L1: 33.291 D_real: 0.000 D_fake: 0.040 
(epoch: 30, iters: 1000, time: 0.041, data: 0.001) G_GAN: 2.524 G_L1: 43.648 D_real: 0.068 D_fake: 0.148 
(epoch: 30, iters: 1100, time: 0.040, data: 0.001) G_GAN: 2.255 G_L1: 34.590 D_real: 0.236 D_fake: 0.084 
(epoch: 30, iters: 1200, time: 0.041, data: 0.001) G_GAN: 1.957 G_L1: 30.652 D_real: 0.155 D_fake: 0.226 
(epoch: 30, iters: 1300, time: 0.041, data: 0.001) G_GAN: 5.161 G_L1: 34.167 D_real: 0.000 D_fake: 0.895 
(epoch: 30, iters: 1400, time: 0.041, data: 0.001) G_GAN: 3.480 G_L1: 32.818 D_real: 0.015 D_fake: 0.081 
(epoch: 30, iters: 1500, time: 0.042, data: 0.001) G_GAN: 2.998 G_L1: 34.420 D_real: 0.003 D_fake: 0.101 
(epoch: 30, iters: 1600, time: 0.043, data: 0.001) G_GAN: 1.834 G_L1: 35.616 D_real: 0.150 D_fake: 0.621 
(epoch: 30, iters: 1700, time: 0.042, data: 0.001) G_GAN: 1.903 G_L1: 38.225 D_real: 0.000 D_fake: 0.607 
(epoch: 30, iters: 1800, time: 0.040, data: 0.001) G_GAN: 2.658 G_L1: 30.624 D_real: 0.014 D_fake: 0.280 
(epoch: 30, iters: 1900, time: 0.042, data: 0.001) G_GAN: 3.154 G_L1: 38.625 D_real: 0.000 D_fake: 0.081 
(epoch: 30, iters: 2000, time: 0.042, data: 0.001) G_GAN: 2.963 G_L1: 47.857 D_real: 0.000 D_fake: 0.094 
(epoch: 30, iters: 2100, time: 0.039, data: 0.001) G_GAN: 2.660 G_L1: 33.398 D_real: 0.262 D_fake: 0.145 
(epoch: 30, iters: 2200, time: 0.044, data: 0.001) G_GAN: 4.073 G_L1: 42.255 D_real: 0.339 D_fake: 0.031 
(epoch: 30, iters: 2300, time: 0.041, data: 0.001) G_GAN: 3.029 G_L1: 40.947 D_real: 0.000 D_fake: 0.120 
(epoch: 30, iters: 2400, time: 0.125, data: 0.001) G_GAN: 4.523 G_L1: 37.885 D_real: 0.000 D_fake: 0.020 
saving the model at the end of epoch 30, iters 72000
End of epoch 30 / 200 	 Time Taken: 75 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 31, iters: 100, time: 0.042, data: 0.128) G_GAN: 2.347 G_L1: 33.845 D_real: 0.000 D_fake: 0.143 
(epoch: 31, iters: 200, time: 0.041, data: 0.002) G_GAN: 1.341 G_L1: 28.349 D_real: 2.579 D_fake: 0.064 
(epoch: 31, iters: 300, time: 0.041, data: 0.001) G_GAN: 3.887 G_L1: 32.663 D_real: 0.349 D_fake: 0.022 
(epoch: 31, iters: 400, time: 0.135, data: 0.001) G_GAN: 3.020 G_L1: 26.841 D_real: 0.056 D_fake: 0.093 
(epoch: 31, iters: 500, time: 0.041, data: 0.001) G_GAN: 3.146 G_L1: 34.608 D_real: 0.016 D_fake: 0.059 
(epoch: 31, iters: 600, time: 0.041, data: 0.001) G_GAN: 1.520 G_L1: 23.547 D_real: 0.275 D_fake: 0.767 
(epoch: 31, iters: 700, time: 0.040, data: 0.001) G_GAN: 1.978 G_L1: 33.871 D_real: 0.001 D_fake: 0.920 
(epoch: 31, iters: 800, time: 0.041, data: 0.002) G_GAN: 4.218 G_L1: 46.201 D_real: 0.004 D_fake: 0.151 
(epoch: 31, iters: 900, time: 0.041, data: 0.001) G_GAN: 4.855 G_L1: 26.464 D_real: 0.295 D_fake: 0.013 
(epoch: 31, iters: 1000, time: 0.042, data: 0.001) G_GAN: 3.695 G_L1: 38.209 D_real: 0.002 D_fake: 0.091 
(epoch: 31, iters: 1100, time: 0.041, data: 0.001) G_GAN: 3.971 G_L1: 29.110 D_real: 0.159 D_fake: 0.030 
(epoch: 31, iters: 1200, time: 0.040, data: 0.001) G_GAN: 1.936 G_L1: 26.958 D_real: 1.214 D_fake: 0.510 
(epoch: 31, iters: 1300, time: 0.044, data: 0.001) G_GAN: 2.883 G_L1: 34.005 D_real: 0.003 D_fake: 0.159 
(epoch: 31, iters: 1400, time: 0.042, data: 0.001) G_GAN: 2.675 G_L1: 27.520 D_real: 0.019 D_fake: 0.121 
(epoch: 31, iters: 1500, time: 0.044, data: 0.001) G_GAN: 1.885 G_L1: 27.103 D_real: 0.849 D_fake: 0.051 
(epoch: 31, iters: 1600, time: 0.043, data: 0.001) G_GAN: 5.507 G_L1: 38.389 D_real: 0.009 D_fake: 0.007 
(epoch: 31, iters: 1700, time: 0.042, data: 0.001) G_GAN: 2.114 G_L1: 32.703 D_real: 0.004 D_fake: 0.281 
(epoch: 31, iters: 1800, time: 0.040, data: 0.001) G_GAN: 2.999 G_L1: 30.942 D_real: 0.005 D_fake: 0.094 
(epoch: 31, iters: 1900, time: 0.041, data: 0.001) G_GAN: 2.984 G_L1: 34.232 D_real: 0.321 D_fake: 0.060 
(epoch: 31, iters: 2000, time: 0.133, data: 0.001) G_GAN: 2.732 G_L1: 25.996 D_real: 0.223 D_fake: 0.102 
(epoch: 31, iters: 2100, time: 0.041, data: 0.001) G_GAN: 2.786 G_L1: 47.438 D_real: 0.000 D_fake: 0.219 
(epoch: 31, iters: 2200, time: 0.040, data: 0.001) G_GAN: 3.131 G_L1: 44.239 D_real: 0.511 D_fake: 0.037 
(epoch: 31, iters: 2300, time: 0.040, data: 0.001) G_GAN: 4.661 G_L1: 34.506 D_real: 0.016 D_fake: 0.020 
(epoch: 31, iters: 2400, time: 0.040, data: 0.001) G_GAN: 6.207 G_L1: 37.489 D_real: 0.002 D_fake: 0.004 
End of epoch 31 / 200 	 Time Taken: 73 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 32, iters: 100, time: 0.042, data: 0.128) G_GAN: 2.788 G_L1: 34.450 D_real: 0.005 D_fake: 0.547 
(epoch: 32, iters: 200, time: 0.047, data: 0.001) G_GAN: 2.724 G_L1: 47.741 D_real: 0.000 D_fake: 0.208 
(epoch: 32, iters: 300, time: 0.041, data: 0.001) G_GAN: 4.408 G_L1: 29.323 D_real: 0.345 D_fake: 0.014 
(epoch: 32, iters: 400, time: 0.127, data: 0.001) G_GAN: 3.620 G_L1: 40.643 D_real: 0.071 D_fake: 0.059 
(epoch: 32, iters: 500, time: 0.040, data: 0.001) G_GAN: 3.159 G_L1: 43.466 D_real: 0.000 D_fake: 0.160 
(epoch: 32, iters: 600, time: 0.041, data: 0.001) G_GAN: 3.279 G_L1: 36.030 D_real: 0.008 D_fake: 0.067 
saving the latest model (epoch 32, total_iters 75000)
(epoch: 32, iters: 700, time: 0.039, data: 0.002) G_GAN: 3.267 G_L1: 21.999 D_real: 0.001 D_fake: 0.109 
(epoch: 32, iters: 800, time: 0.040, data: 0.001) G_GAN: 6.176 G_L1: 41.423 D_real: 0.025 D_fake: 0.003 
(epoch: 32, iters: 900, time: 0.041, data: 0.001) G_GAN: 2.462 G_L1: 39.060 D_real: 0.006 D_fake: 0.554 
(epoch: 32, iters: 1000, time: 0.041, data: 0.001) G_GAN: 4.323 G_L1: 40.563 D_real: 0.000 D_fake: 0.025 
(epoch: 32, iters: 1100, time: 0.039, data: 0.001) G_GAN: 1.887 G_L1: 26.727 D_real: 0.808 D_fake: 0.080 
(epoch: 32, iters: 1200, time: 0.038, data: 0.001) G_GAN: 6.001 G_L1: 35.186 D_real: 0.000 D_fake: 0.007 
(epoch: 32, iters: 1300, time: 0.041, data: 0.001) G_GAN: 2.553 G_L1: 33.515 D_real: 0.000 D_fake: 0.330 
(epoch: 32, iters: 1400, time: 0.043, data: 0.001) G_GAN: 2.737 G_L1: 35.514 D_real: 0.000 D_fake: 0.246 
(epoch: 32, iters: 1500, time: 0.039, data: 0.002) G_GAN: 1.840 G_L1: 53.955 D_real: 0.000 D_fake: 0.214 
(epoch: 32, iters: 1600, time: 0.131, data: 0.002) G_GAN: 2.352 G_L1: 40.568 D_real: 0.027 D_fake: 0.084 
(epoch: 32, iters: 1700, time: 0.038, data: 0.001) G_GAN: 3.855 G_L1: 27.657 D_real: 0.027 D_fake: 0.048 
(epoch: 32, iters: 1800, time: 0.043, data: 0.001) G_GAN: 3.877 G_L1: 39.082 D_real: 0.009 D_fake: 0.048 
(epoch: 32, iters: 1900, time: 0.041, data: 0.001) G_GAN: 3.700 G_L1: 39.249 D_real: 0.001 D_fake: 0.089 
(epoch: 32, iters: 2000, time: 0.043, data: 0.001) G_GAN: 3.177 G_L1: 41.352 D_real: 0.001 D_fake: 1.477 
(epoch: 32, iters: 2100, time: 0.042, data: 0.001) G_GAN: 2.425 G_L1: 43.967 D_real: 0.002 D_fake: 0.412 
(epoch: 32, iters: 2200, time: 0.041, data: 0.001) G_GAN: 4.161 G_L1: 30.701 D_real: 0.000 D_fake: 0.040 
(epoch: 32, iters: 2300, time: 0.041, data: 0.001) G_GAN: 3.487 G_L1: 31.076 D_real: 2.538 D_fake: 0.009 
(epoch: 32, iters: 2400, time: 0.039, data: 0.001) G_GAN: 7.129 G_L1: 35.457 D_real: 0.000 D_fake: 0.002 
End of epoch 32 / 200 	 Time Taken: 74 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 33, iters: 100, time: 0.041, data: 0.121) G_GAN: 3.684 G_L1: 29.168 D_real: 0.007 D_fake: 3.936 
(epoch: 33, iters: 200, time: 0.039, data: 0.001) G_GAN: 4.001 G_L1: 46.690 D_real: 0.038 D_fake: 0.031 
(epoch: 33, iters: 300, time: 0.041, data: 0.001) G_GAN: 2.758 G_L1: 32.662 D_real: 0.694 D_fake: 0.047 
(epoch: 33, iters: 400, time: 0.128, data: 0.001) G_GAN: 3.066 G_L1: 44.136 D_real: 0.064 D_fake: 0.137 
(epoch: 33, iters: 500, time: 0.042, data: 0.001) G_GAN: 5.592 G_L1: 42.922 D_real: 0.002 D_fake: 0.009 
(epoch: 33, iters: 600, time: 0.041, data: 0.001) G_GAN: 0.826 G_L1: 21.991 D_real: 1.891 D_fake: 0.084 
(epoch: 33, iters: 700, time: 0.042, data: 0.001) G_GAN: 3.858 G_L1: 39.028 D_real: 0.001 D_fake: 0.790 
(epoch: 33, iters: 800, time: 0.042, data: 0.001) G_GAN: 1.207 G_L1: 41.364 D_real: 3.106 D_fake: 0.132 
(epoch: 33, iters: 900, time: 0.040, data: 0.001) G_GAN: 2.452 G_L1: 52.960 D_real: 0.001 D_fake: 0.343 
(epoch: 33, iters: 1000, time: 0.040, data: 0.001) G_GAN: 3.776 G_L1: 36.657 D_real: 1.943 D_fake: 0.005 
(epoch: 33, iters: 1100, time: 0.041, data: 0.001) G_GAN: 2.156 G_L1: 26.893 D_real: 0.488 D_fake: 0.092 
(epoch: 33, iters: 1200, time: 0.155, data: 0.001) G_GAN: 3.216 G_L1: 26.252 D_real: 0.004 D_fake: 0.120 
(epoch: 33, iters: 1300, time: 0.040, data: 0.001) G_GAN: 2.211 G_L1: 36.919 D_real: 0.015 D_fake: 0.372 
(epoch: 33, iters: 1400, time: 0.041, data: 0.001) G_GAN: 1.566 G_L1: 22.473 D_real: 0.832 D_fake: 0.356 
(epoch: 33, iters: 1500, time: 0.041, data: 0.001) G_GAN: 3.133 G_L1: 47.487 D_real: 0.000 D_fake: 0.154 
(epoch: 33, iters: 1600, time: 0.041, data: 0.001) G_GAN: 2.037 G_L1: 40.770 D_real: 0.001 D_fake: 0.319 
(epoch: 33, iters: 1700, time: 0.041, data: 0.001) G_GAN: 3.067 G_L1: 28.729 D_real: 0.592 D_fake: 0.038 
(epoch: 33, iters: 1800, time: 0.041, data: 0.001) G_GAN: 3.294 G_L1: 37.129 D_real: 0.018 D_fake: 0.146 
(epoch: 33, iters: 1900, time: 0.041, data: 0.001) G_GAN: 3.165 G_L1: 30.773 D_real: 0.153 D_fake: 0.068 
