/home/aditya_sharma/.local/lib/python3.9/site-packages/torch/optim/lr_scheduler.py:138: UserWarning: Detected call of `lr_scheduler.step()` before `optimizer.step()`. In PyTorch 1.1.0 and later, you should call them in the opposite order: `optimizer.step()` before `lr_scheduler.step()`.  Failure to do this will result in PyTorch skipping the first value of the learning rate schedule. See more details at https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate
(epoch: 20, iters: 1300, time: 0.039, data: 0.001) G_GAN: 1.874 G_L1: 21.368 D_real: 0.000 D_fake: 0.294 
(epoch: 20, iters: 1400, time: 0.041, data: 0.001) G_GAN: 2.210 G_L1: 29.838 D_real: 0.002 D_fake: 0.183 
(epoch: 20, iters: 1500, time: 0.040, data: 0.001) G_GAN: 1.965 G_L1: 18.266 D_real: 0.002 D_fake: 0.455 
(epoch: 20, iters: 1600, time: 0.040, data: 0.001) G_GAN: 1.633 G_L1: 20.162 D_real: 0.471 D_fake: 0.356 
(epoch: 20, iters: 1700, time: 0.042, data: 0.001) G_GAN: 1.429 G_L1: 31.917 D_real: 0.270 D_fake: 0.321 
(epoch: 20, iters: 1800, time: 0.040, data: 0.001) G_GAN: 2.751 G_L1: 24.211 D_real: 0.169 D_fake: 0.120 
(epoch: 20, iters: 1900, time: 0.042, data: 0.001) G_GAN: 1.792 G_L1: 20.536 D_real: 0.472 D_fake: 0.198 
(epoch: 20, iters: 2000, time: 0.044, data: 0.001) G_GAN: 2.278 G_L1: 26.287 D_real: 0.000 D_fake: 0.347 
(epoch: 20, iters: 2100, time: 0.042, data: 0.001) G_GAN: 3.837 G_L1: 18.318 D_real: 0.269 D_fake: 0.045 
(epoch: 20, iters: 2200, time: 0.041, data: 0.001) G_GAN: 1.930 G_L1: 26.808 D_real: 0.008 D_fake: 0.414 
(epoch: 20, iters: 2300, time: 0.041, data: 0.001) G_GAN: 1.552 G_L1: 20.276 D_real: 0.635 D_fake: 0.152 
(epoch: 20, iters: 2400, time: 0.119, data: 0.001) G_GAN: 2.478 G_L1: 22.033 D_real: 0.532 D_fake: 0.169 
saving the model at the end of epoch 20, iters 48000
End of epoch 20 / 200 	 Time Taken: 75 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 21, iters: 100, time: 0.042, data: 0.103) G_GAN: 1.816 G_L1: 32.632 D_real: 1.118 D_fake: 0.076 
(epoch: 21, iters: 200, time: 0.041, data: 0.001) G_GAN: 2.392 G_L1: 21.033 D_real: 0.177 D_fake: 0.112 
(epoch: 21, iters: 300, time: 0.042, data: 0.001) G_GAN: 1.632 G_L1: 15.336 D_real: 0.825 D_fake: 0.082 
(epoch: 21, iters: 400, time: 0.116, data: 0.001) G_GAN: 2.889 G_L1: 19.198 D_real: 0.008 D_fake: 0.167 
(epoch: 21, iters: 500, time: 0.040, data: 0.001) G_GAN: 1.525 G_L1: 20.341 D_real: 0.148 D_fake: 0.826 
(epoch: 21, iters: 600, time: 0.041, data: 0.001) G_GAN: 1.909 G_L1: 34.545 D_real: 0.016 D_fake: 0.224 
(epoch: 21, iters: 700, time: 0.042, data: 0.001) G_GAN: 1.706 G_L1: 23.741 D_real: 0.527 D_fake: 4.428 
(epoch: 21, iters: 800, time: 0.041, data: 0.001) G_GAN: 3.555 G_L1: 38.255 D_real: 0.043 D_fake: 0.963 
(epoch: 21, iters: 900, time: 0.041, data: 0.001) G_GAN: 1.883 G_L1: 23.535 D_real: 0.091 D_fake: 0.411 
(epoch: 21, iters: 1000, time: 0.041, data: 0.001) G_GAN: 1.713 G_L1: 31.303 D_real: 0.184 D_fake: 0.398 
(epoch: 21, iters: 1100, time: 0.040, data: 0.001) G_GAN: 2.479 G_L1: 21.760 D_real: 0.024 D_fake: 0.164 
(epoch: 21, iters: 1200, time: 0.040, data: 0.001) G_GAN: 1.740 G_L1: 14.957 D_real: 0.199 D_fake: 0.251 
(epoch: 21, iters: 1300, time: 0.040, data: 0.001) G_GAN: 2.190 G_L1: 23.431 D_real: 0.541 D_fake: 0.090 
(epoch: 21, iters: 1400, time: 0.039, data: 0.001) G_GAN: 2.220 G_L1: 16.542 D_real: 2.269 D_fake: 0.060 
(epoch: 21, iters: 1500, time: 0.040, data: 0.001) G_GAN: 2.658 G_L1: 20.764 D_real: 0.023 D_fake: 0.120 
(epoch: 21, iters: 1600, time: 0.041, data: 0.001) G_GAN: 2.935 G_L1: 17.825 D_real: 0.069 D_fake: 0.108 
(epoch: 21, iters: 1700, time: 0.042, data: 0.001) G_GAN: 2.362 G_L1: 22.121 D_real: 0.007 D_fake: 0.318 
(epoch: 21, iters: 1800, time: 0.041, data: 0.001) G_GAN: 2.212 G_L1: 27.509 D_real: 1.037 D_fake: 0.066 
(epoch: 21, iters: 1900, time: 0.041, data: 0.001) G_GAN: 1.528 G_L1: 15.744 D_real: 0.908 D_fake: 0.174 
(epoch: 21, iters: 2000, time: 0.118, data: 0.001) G_GAN: 1.881 G_L1: 26.085 D_real: 0.000 D_fake: 1.205 
saving the latest model (epoch 21, total_iters 50000)
(epoch: 21, iters: 2100, time: 0.041, data: 0.002) G_GAN: 1.658 G_L1: 22.649 D_real: 0.824 D_fake: 0.236 
(epoch: 21, iters: 2200, time: 0.040, data: 0.001) G_GAN: 2.049 G_L1: 23.768 D_real: 0.015 D_fake: 1.547 
(epoch: 21, iters: 2300, time: 0.045, data: 0.001) G_GAN: 4.254 G_L1: 20.697 D_real: 1.042 D_fake: 0.014 
(epoch: 21, iters: 2400, time: 0.040, data: 0.001) G_GAN: 2.547 G_L1: 25.606 D_real: 0.008 D_fake: 0.138 
End of epoch 21 / 200 	 Time Taken: 73 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 22, iters: 100, time: 0.040, data: 0.101) G_GAN: 3.285 G_L1: 18.436 D_real: 0.693 D_fake: 0.031 
(epoch: 22, iters: 200, time: 0.042, data: 0.001) G_GAN: 2.075 G_L1: 13.595 D_real: 1.020 D_fake: 0.093 
(epoch: 22, iters: 300, time: 0.039, data: 0.001) G_GAN: 1.954 G_L1: 52.447 D_real: 0.004 D_fake: 0.179 
(epoch: 22, iters: 400, time: 0.128, data: 0.001) G_GAN: 1.457 G_L1: 21.910 D_real: 0.583 D_fake: 0.253 
(epoch: 22, iters: 500, time: 0.041, data: 0.001) G_GAN: 2.149 G_L1: 25.488 D_real: 0.080 D_fake: 0.227 
(epoch: 22, iters: 600, time: 0.041, data: 0.001) G_GAN: 2.562 G_L1: 17.655 D_real: 0.522 D_fake: 0.040 
(epoch: 22, iters: 700, time: 0.040, data: 0.001) G_GAN: 3.141 G_L1: 19.543 D_real: 0.050 D_fake: 0.088 
(epoch: 22, iters: 800, time: 0.042, data: 0.001) G_GAN: 1.613 G_L1: 25.463 D_real: 0.049 D_fake: 1.206 
(epoch: 22, iters: 900, time: 0.040, data: 0.001) G_GAN: 1.458 G_L1: 18.528 D_real: 0.837 D_fake: 0.201 
(epoch: 22, iters: 1000, time: 0.040, data: 0.001) G_GAN: 3.345 G_L1: 24.458 D_real: 0.001 D_fake: 0.050 
(epoch: 22, iters: 1100, time: 0.045, data: 0.001) G_GAN: 1.362 G_L1: 11.450 D_real: 0.682 D_fake: 0.351 
(epoch: 22, iters: 1200, time: 0.040, data: 0.001) G_GAN: 1.210 G_L1: 33.560 D_real: 0.893 D_fake: 0.184 
(epoch: 22, iters: 1300, time: 0.046, data: 0.001) G_GAN: 1.459 G_L1: 18.099 D_real: 0.149 D_fake: 0.472 
(epoch: 22, iters: 1400, time: 0.042, data: 0.001) G_GAN: 1.527 G_L1: 31.228 D_real: 0.003 D_fake: 0.560 
(epoch: 22, iters: 1500, time: 0.041, data: 0.002) G_GAN: 2.078 G_L1: 21.969 D_real: 0.020 D_fake: 0.424 
(epoch: 22, iters: 1600, time: 0.122, data: 0.001) G_GAN: 1.579 G_L1: 24.120 D_real: 0.067 D_fake: 0.352 
(epoch: 22, iters: 1700, time: 0.040, data: 0.001) G_GAN: 3.487 G_L1: 25.313 D_real: 0.005 D_fake: 0.119 
(epoch: 22, iters: 1800, time: 0.040, data: 0.002) G_GAN: 2.477 G_L1: 21.308 D_real: 0.006 D_fake: 0.221 
(epoch: 22, iters: 1900, time: 0.041, data: 0.001) G_GAN: 3.045 G_L1: 27.814 D_real: 0.001 D_fake: 0.138 
(epoch: 22, iters: 2000, time: 0.041, data: 0.001) G_GAN: 1.060 G_L1: 28.179 D_real: 0.001 D_fake: 1.565 
(epoch: 22, iters: 2100, time: 0.040, data: 0.001) G_GAN: 1.672 G_L1: 20.401 D_real: 0.968 D_fake: 0.240 
(epoch: 22, iters: 2200, time: 0.040, data: 0.001) G_GAN: 0.876 G_L1: 24.907 D_real: 1.551 D_fake: 1.544 
(epoch: 22, iters: 2300, time: 0.041, data: 0.001) G_GAN: 3.157 G_L1: 17.470 D_real: 0.624 D_fake: 0.058 
(epoch: 22, iters: 2400, time: 0.040, data: 0.001) G_GAN: 2.098 G_L1: 30.904 D_real: 0.001 D_fake: 0.260 
End of epoch 22 / 200 	 Time Taken: 73 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 23, iters: 100, time: 0.042, data: 0.098) G_GAN: 2.463 G_L1: 23.099 D_real: 0.123 D_fake: 0.097 
(epoch: 23, iters: 200, time: 0.041, data: 0.001) G_GAN: 1.845 G_L1: 20.232 D_real: 0.536 D_fake: 0.189 
(epoch: 23, iters: 300, time: 0.040, data: 0.001) G_GAN: 3.406 G_L1: 20.345 D_real: 1.812 D_fake: 0.021 
(epoch: 23, iters: 400, time: 0.123, data: 0.001) G_GAN: 1.711 G_L1: 25.097 D_real: 0.000 D_fake: 0.539 
(epoch: 23, iters: 500, time: 0.040, data: 0.001) G_GAN: 1.253 G_L1: 23.225 D_real: 0.242 D_fake: 0.654 
(epoch: 23, iters: 600, time: 0.041, data: 0.001) G_GAN: 1.218 G_L1: 22.928 D_real: 1.597 D_fake: 0.320 
(epoch: 23, iters: 700, time: 0.047, data: 0.001) G_GAN: 2.726 G_L1: 24.218 D_real: 0.007 D_fake: 0.144 
(epoch: 23, iters: 800, time: 0.042, data: 0.002) G_GAN: 2.830 G_L1: 16.153 D_real: 0.922 D_fake: 0.034 
(epoch: 23, iters: 900, time: 0.041, data: 0.001) G_GAN: 1.642 G_L1: 17.566 D_real: 0.071 D_fake: 1.054 
(epoch: 23, iters: 1000, time: 0.042, data: 0.001) G_GAN: 1.308 G_L1: 22.525 D_real: 0.148 D_fake: 0.618 
(epoch: 23, iters: 1100, time: 0.041, data: 0.001) G_GAN: 3.053 G_L1: 13.406 D_real: 1.684 D_fake: 0.023 
(epoch: 23, iters: 1200, time: 0.128, data: 0.001) G_GAN: 2.836 G_L1: 25.884 D_real: 0.641 D_fake: 0.056 
(epoch: 23, iters: 1300, time: 0.042, data: 0.001) G_GAN: 1.483 G_L1: 13.411 D_real: 0.003 D_fake: 1.746 
(epoch: 23, iters: 1400, time: 0.040, data: 0.001) G_GAN: 2.657 G_L1: 21.894 D_real: 2.901 D_fake: 0.029 
(epoch: 23, iters: 1500, time: 0.042, data: 0.001) G_GAN: 3.614 G_L1: 27.697 D_real: 0.000 D_fake: 0.041 
(epoch: 23, iters: 1600, time: 0.040, data: 0.001) G_GAN: 1.369 G_L1: 23.441 D_real: 0.345 D_fake: 1.049 
(epoch: 23, iters: 1700, time: 0.041, data: 0.001) G_GAN: 2.885 G_L1: 22.371 D_real: 0.006 D_fake: 0.085 
(epoch: 23, iters: 1800, time: 0.040, data: 0.001) G_GAN: 1.617 G_L1: 23.245 D_real: 0.179 D_fake: 0.260 
(epoch: 23, iters: 1900, time: 0.043, data: 0.001) G_GAN: 3.320 G_L1: 26.537 D_real: 0.419 D_fake: 0.033 
(epoch: 23, iters: 2000, time: 0.042, data: 0.001) G_GAN: 2.825 G_L1: 25.606 D_real: 0.009 D_fake: 0.144 
(epoch: 23, iters: 2100, time: 0.041, data: 0.001) G_GAN: 1.949 G_L1: 20.616 D_real: 0.114 D_fake: 0.249 
(epoch: 23, iters: 2200, time: 0.042, data: 0.001) G_GAN: 2.053 G_L1: 17.359 D_real: 0.123 D_fake: 0.203 
saving the latest model (epoch 23, total_iters 55000)
(epoch: 23, iters: 2300, time: 0.042, data: 0.001) G_GAN: 1.118 G_L1: 21.005 D_real: 0.905 D_fake: 0.133 
(epoch: 23, iters: 2400, time: 0.041, data: 0.001) G_GAN: 2.373 G_L1: 14.150 D_real: 0.407 D_fake: 0.100 
End of epoch 23 / 200 	 Time Taken: 73 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 24, iters: 100, time: 0.042, data: 0.104) G_GAN: 4.455 G_L1: 21.235 D_real: 0.028 D_fake: 0.018 
(epoch: 24, iters: 200, time: 0.040, data: 0.001) G_GAN: 2.727 G_L1: 30.000 D_real: 0.000 D_fake: 0.168 
(epoch: 24, iters: 300, time: 0.043, data: 0.001) G_GAN: 1.890 G_L1: 30.046 D_real: 0.078 D_fake: 0.410 
(epoch: 24, iters: 400, time: 0.127, data: 0.001) G_GAN: 2.399 G_L1: 18.619 D_real: 0.237 D_fake: 0.205 
(epoch: 24, iters: 500, time: 0.042, data: 0.001) G_GAN: 2.412 G_L1: 30.350 D_real: 0.000 D_fake: 0.220 
(epoch: 24, iters: 600, time: 0.042, data: 0.001) G_GAN: 1.861 G_L1: 44.698 D_real: 0.225 D_fake: 0.307 
(epoch: 24, iters: 700, time: 0.042, data: 0.001) G_GAN: 1.621 G_L1: 23.738 D_real: 1.498 D_fake: 0.191 
(epoch: 24, iters: 800, time: 0.124, data: 0.002) G_GAN: 4.256 G_L1: 16.731 D_real: 0.013 D_fake: 0.025 
(epoch: 24, iters: 900, time: 0.040, data: 0.001) G_GAN: 2.816 G_L1: 16.997 D_real: 0.108 D_fake: 0.104 
(epoch: 24, iters: 1000, time: 0.040, data: 0.001) G_GAN: 2.891 G_L1: 17.107 D_real: 0.091 D_fake: 0.089 
(epoch: 24, iters: 1100, time: 0.040, data: 0.001) G_GAN: 1.945 G_L1: 24.506 D_real: 0.139 D_fake: 0.202 
(epoch: 24, iters: 1200, time: 0.039, data: 0.001) G_GAN: 2.027 G_L1: 15.421 D_real: 0.360 D_fake: 0.220 
(epoch: 24, iters: 1300, time: 0.041, data: 0.001) G_GAN: 1.943 G_L1: 16.534 D_real: 0.742 D_fake: 0.153 
(epoch: 24, iters: 1400, time: 0.040, data: 0.001) G_GAN: 3.652 G_L1: 32.951 D_real: 0.007 D_fake: 0.076 
(epoch: 24, iters: 1500, time: 0.041, data: 0.001) G_GAN: 3.995 G_L1: 20.774 D_real: 0.001 D_fake: 0.030 
(epoch: 24, iters: 1600, time: 0.043, data: 0.002) G_GAN: 3.136 G_L1: 19.087 D_real: 0.171 D_fake: 0.147 
(epoch: 24, iters: 1700, time: 0.038, data: 0.001) G_GAN: 2.654 G_L1: 17.189 D_real: 1.370 D_fake: 0.043 
(epoch: 24, iters: 1800, time: 0.038, data: 0.001) G_GAN: 1.426 G_L1: 24.961 D_real: 1.509 D_fake: 0.158 
(epoch: 24, iters: 1900, time: 0.041, data: 0.001) G_GAN: 5.660 G_L1: 25.109 D_real: 0.511 D_fake: 0.005 
(epoch: 24, iters: 2000, time: 0.039, data: 0.001) G_GAN: 2.093 G_L1: 23.645 D_real: 1.622 D_fake: 0.160 
(epoch: 24, iters: 2100, time: 0.037, data: 0.001) G_GAN: 2.303 G_L1: 20.982 D_real: 0.001 D_fake: 0.946 
(epoch: 24, iters: 2200, time: 0.041, data: 0.001) G_GAN: 2.046 G_L1: 21.804 D_real: 0.033 D_fake: 0.218 
(epoch: 24, iters: 2300, time: 0.044, data: 0.001) G_GAN: 3.024 G_L1: 12.802 D_real: 0.026 D_fake: 1.285 
(epoch: 24, iters: 2400, time: 0.042, data: 0.001) G_GAN: 2.407 G_L1: 21.152 D_real: 0.001 D_fake: 0.420 
End of epoch 24 / 200 	 Time Taken: 74 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 25, iters: 100, time: 0.037, data: 0.109) G_GAN: 2.959 G_L1: 16.856 D_real: 0.007 D_fake: 0.106 
(epoch: 25, iters: 200, time: 0.040, data: 0.001) G_GAN: 1.326 G_L1: 15.531 D_real: 0.185 D_fake: 0.559 
(epoch: 25, iters: 300, time: 0.041, data: 0.001) G_GAN: 1.878 G_L1: 21.103 D_real: 0.047 D_fake: 0.310 
(epoch: 25, iters: 400, time: 0.130, data: 0.001) G_GAN: 2.573 G_L1: 20.389 D_real: 0.016 D_fake: 0.166 
(epoch: 25, iters: 500, time: 0.045, data: 0.001) G_GAN: 3.006 G_L1: 17.054 D_real: 0.000 D_fake: 0.268 
(epoch: 25, iters: 600, time: 0.043, data: 0.002) G_GAN: 3.701 G_L1: 26.359 D_real: 0.574 D_fake: 0.023 
(epoch: 25, iters: 700, time: 0.049, data: 0.001) G_GAN: 2.202 G_L1: 23.887 D_real: 0.142 D_fake: 0.099 
(epoch: 25, iters: 800, time: 0.041, data: 0.001) G_GAN: 2.111 G_L1: 16.339 D_real: 0.083 D_fake: 0.164 
(epoch: 25, iters: 900, time: 0.040, data: 0.001) G_GAN: 2.268 G_L1: 21.755 D_real: 0.024 D_fake: 0.298 
(epoch: 25, iters: 1000, time: 0.043, data: 0.002) G_GAN: 2.025 G_L1: 16.419 D_real: 0.347 D_fake: 0.251 
(epoch: 25, iters: 1100, time: 0.040, data: 0.001) G_GAN: 1.058 G_L1: 19.585 D_real: 1.323 D_fake: 0.254 
(epoch: 25, iters: 1200, time: 0.041, data: 0.001) G_GAN: 4.200 G_L1: 15.010 D_real: 0.013 D_fake: 0.023 
(epoch: 25, iters: 1300, time: 0.044, data: 0.001) G_GAN: 1.278 G_L1: 18.355 D_real: 0.828 D_fake: 0.715 
(epoch: 25, iters: 1400, time: 0.041, data: 0.002) G_GAN: 4.649 G_L1: 26.872 D_real: 0.000 D_fake: 0.018 
(epoch: 25, iters: 1500, time: 0.039, data: 0.001) G_GAN: 2.994 G_L1: 16.743 D_real: 0.085 D_fake: 0.071 
(epoch: 25, iters: 1600, time: 0.041, data: 0.001) G_GAN: 1.388 G_L1: 15.953 D_real: 0.128 D_fake: 0.832 
(epoch: 25, iters: 1700, time: 0.046, data: 0.001) G_GAN: 1.849 G_L1: 35.402 D_real: 0.003 D_fake: 0.552 
(epoch: 25, iters: 1800, time: 0.040, data: 0.002) G_GAN: 4.246 G_L1: 23.039 D_real: 0.709 D_fake: 0.011 
(epoch: 25, iters: 1900, time: 0.038, data: 0.001) G_GAN: 1.535 G_L1: 21.483 D_real: 1.353 D_fake: 0.154 
(epoch: 25, iters: 2000, time: 0.043, data: 0.001) G_GAN: 2.748 G_L1: 22.059 D_real: 0.609 D_fake: 0.035 
(epoch: 25, iters: 2100, time: 0.041, data: 0.001) G_GAN: 3.532 G_L1: 33.267 D_real: 0.000 D_fake: 0.058 
(epoch: 25, iters: 2200, time: 0.041, data: 0.001) G_GAN: 2.509 G_L1: 19.200 D_real: 0.921 D_fake: 0.037 
(epoch: 25, iters: 2300, time: 0.039, data: 0.001) G_GAN: 1.632 G_L1: 24.054 D_real: 0.317 D_fake: 0.373 
(epoch: 25, iters: 2400, time: 0.128, data: 0.001) G_GAN: 2.926 G_L1: 35.906 D_real: 0.000 D_fake: 0.113 
saving the latest model (epoch 25, total_iters 60000)
saving the model at the end of epoch 25, iters 60000
End of epoch 25 / 200 	 Time Taken: 75 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 26, iters: 100, time: 0.040, data: 0.104) G_GAN: 1.884 G_L1: 20.757 D_real: 0.423 D_fake: 0.236 
(epoch: 26, iters: 200, time: 0.038, data: 0.001) G_GAN: 3.348 G_L1: 24.303 D_real: 0.041 D_fake: 0.044 
(epoch: 26, iters: 300, time: 0.041, data: 0.001) G_GAN: 2.895 G_L1: 25.526 D_real: 0.022 D_fake: 0.123 
(epoch: 26, iters: 400, time: 0.127, data: 0.001) G_GAN: 2.388 G_L1: 16.094 D_real: 0.001 D_fake: 1.025 
(epoch: 26, iters: 500, time: 0.035, data: 0.001) G_GAN: 0.908 G_L1: 20.138 D_real: 1.288 D_fake: 0.666 
(epoch: 26, iters: 600, time: 0.040, data: 0.001) G_GAN: 1.118 G_L1: 12.239 D_real: 0.076 D_fake: 0.840 
(epoch: 26, iters: 700, time: 0.040, data: 0.001) G_GAN: 2.107 G_L1: 20.841 D_real: 0.042 D_fake: 1.070 
(epoch: 26, iters: 800, time: 0.040, data: 0.001) G_GAN: 3.657 G_L1: 16.162 D_real: 1.062 D_fake: 0.018 
(epoch: 26, iters: 900, time: 0.042, data: 0.001) G_GAN: 3.484 G_L1: 20.300 D_real: 0.000 D_fake: 0.120 
(epoch: 26, iters: 1000, time: 0.040, data: 0.001) G_GAN: 1.586 G_L1: 33.634 D_real: 0.681 D_fake: 1.062 
(epoch: 26, iters: 1100, time: 0.041, data: 0.001) G_GAN: 1.063 G_L1: 23.908 D_real: 1.586 D_fake: 1.942 
(epoch: 26, iters: 1200, time: 0.039, data: 0.001) G_GAN: 2.173 G_L1: 18.294 D_real: 0.488 D_fake: 0.093 
(epoch: 26, iters: 1300, time: 0.042, data: 0.001) G_GAN: 1.998 G_L1: 29.397 D_real: 0.236 D_fake: 0.212 
(epoch: 26, iters: 1400, time: 0.040, data: 0.001) G_GAN: 3.282 G_L1: 31.362 D_real: 0.001 D_fake: 0.258 
(epoch: 26, iters: 1500, time: 0.041, data: 0.001) G_GAN: 2.812 G_L1: 20.187 D_real: 0.045 D_fake: 0.121 
(epoch: 26, iters: 1600, time: 0.044, data: 0.001) G_GAN: 1.875 G_L1: 21.539 D_real: 0.787 D_fake: 0.126 
(epoch: 26, iters: 1700, time: 0.040, data: 0.001) G_GAN: 2.333 G_L1: 23.078 D_real: 0.032 D_fake: 0.251 
(epoch: 26, iters: 1800, time: 0.045, data: 0.002) G_GAN: 1.769 G_L1: 16.625 D_real: 0.254 D_fake: 0.263 
(epoch: 26, iters: 1900, time: 0.046, data: 0.001) G_GAN: 1.982 G_L1: 21.690 D_real: 0.639 D_fake: 0.119 
(epoch: 26, iters: 2000, time: 0.127, data: 0.001) G_GAN: 2.334 G_L1: 28.719 D_real: 0.000 D_fake: 0.173 
(epoch: 26, iters: 2100, time: 0.038, data: 0.001) G_GAN: 1.703 G_L1: 25.851 D_real: 0.086 D_fake: 0.627 
(epoch: 26, iters: 2200, time: 0.039, data: 0.001) G_GAN: 2.283 G_L1: 31.791 D_real: 0.000 D_fake: 0.201 
(epoch: 26, iters: 2300, time: 0.042, data: 0.001) G_GAN: 1.149 G_L1: 12.755 D_real: 0.685 D_fake: 0.227 
(epoch: 26, iters: 2400, time: 0.038, data: 0.001) G_GAN: 2.662 G_L1: 21.018 D_real: 0.154 D_fake: 0.090 
End of epoch 26 / 200 	 Time Taken: 73 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 27, iters: 100, time: 0.041, data: 0.102) G_GAN: 2.291 G_L1: 19.070 D_real: 0.013 D_fake: 0.135 
(epoch: 27, iters: 200, time: 0.039, data: 0.001) G_GAN: 2.552 G_L1: 17.333 D_real: 0.044 D_fake: 0.312 
(epoch: 27, iters: 300, time: 0.041, data: 0.001) G_GAN: 2.424 G_L1: 27.172 D_real: 0.010 D_fake: 0.149 
(epoch: 27, iters: 400, time: 0.132, data: 0.001) G_GAN: 1.701 G_L1: 30.115 D_real: 0.003 D_fake: 0.649 
(epoch: 27, iters: 500, time: 0.035, data: 0.001) G_GAN: 2.067 G_L1: 17.730 D_real: 0.145 D_fake: 0.291 
(epoch: 27, iters: 600, time: 0.040, data: 0.001) G_GAN: 3.382 G_L1: 29.408 D_real: 0.000 D_fake: 0.065 
(epoch: 27, iters: 700, time: 0.042, data: 0.001) G_GAN: 2.904 G_L1: 21.007 D_real: 0.135 D_fake: 0.101 
(epoch: 27, iters: 800, time: 0.041, data: 0.001) G_GAN: 1.855 G_L1: 16.215 D_real: 0.442 D_fake: 0.232 
(epoch: 27, iters: 900, time: 0.041, data: 0.001) G_GAN: 1.593 G_L1: 18.548 D_real: 0.066 D_fake: 0.453 
(epoch: 27, iters: 1000, time: 0.044, data: 0.001) G_GAN: 1.778 G_L1: 13.782 D_real: 0.055 D_fake: 0.426 
(epoch: 27, iters: 1100, time: 0.046, data: 0.002) G_GAN: 2.865 G_L1: 33.110 D_real: 0.152 D_fake: 0.084 
(epoch: 27, iters: 1200, time: 0.041, data: 0.002) G_GAN: 2.068 G_L1: 24.333 D_real: 0.549 D_fake: 0.132 
(epoch: 27, iters: 1300, time: 0.044, data: 0.001) G_GAN: 2.402 G_L1: 24.183 D_real: 0.255 D_fake: 0.500 
(epoch: 27, iters: 1400, time: 0.045, data: 0.001) G_GAN: 1.177 G_L1: 18.256 D_real: 0.622 D_fake: 0.597 
(epoch: 27, iters: 1500, time: 0.040, data: 0.001) G_GAN: 2.003 G_L1: 19.371 D_real: 0.042 D_fake: 0.206 
(epoch: 27, iters: 1600, time: 0.126, data: 0.001) G_GAN: 2.466 G_L1: 19.649 D_real: 0.248 D_fake: 0.102 
(epoch: 27, iters: 1700, time: 0.042, data: 0.001) G_GAN: 2.568 G_L1: 21.819 D_real: 0.000 D_fake: 0.105 
(epoch: 27, iters: 1800, time: 0.039, data: 0.001) G_GAN: 2.439 G_L1: 23.970 D_real: 0.000 D_fake: 0.185 
(epoch: 27, iters: 1900, time: 0.041, data: 0.001) G_GAN: 3.445 G_L1: 31.277 D_real: 0.000 D_fake: 0.064 
(epoch: 27, iters: 2000, time: 0.041, data: 0.001) G_GAN: 3.510 G_L1: 26.452 D_real: 0.001 D_fake: 0.053 
(epoch: 27, iters: 2100, time: 0.041, data: 0.001) G_GAN: 2.703 G_L1: 19.785 D_real: 2.754 D_fake: 0.030 
(epoch: 27, iters: 2200, time: 0.039, data: 0.001) G_GAN: 1.807 G_L1: 17.768 D_real: 0.827 D_fake: 0.091 
(epoch: 27, iters: 2300, time: 0.049, data: 0.001) G_GAN: 3.747 G_L1: 13.523 D_real: 0.070 D_fake: 0.094 
(epoch: 27, iters: 2400, time: 0.041, data: 0.001) G_GAN: 3.498 G_L1: 17.354 D_real: 0.070 D_fake: 0.050 
End of epoch 27 / 200 	 Time Taken: 73 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 28, iters: 100, time: 0.040, data: 0.102) G_GAN: 3.275 G_L1: 20.317 D_real: 0.386 D_fake: 0.047 
(epoch: 28, iters: 200, time: 0.043, data: 0.001) G_GAN: 1.535 G_L1: 20.267 D_real: 1.971 D_fake: 0.190 
saving the latest model (epoch 28, total_iters 65000)
(epoch: 28, iters: 300, time: 0.043, data: 0.002) G_GAN: 1.137 G_L1: 15.383 D_real: 0.998 D_fake: 0.322 
(epoch: 28, iters: 400, time: 0.137, data: 0.001) G_GAN: 2.787 G_L1: 23.284 D_real: 0.138 D_fake: 0.118 
(epoch: 28, iters: 500, time: 0.040, data: 0.001) G_GAN: 2.541 G_L1: 22.927 D_real: 0.148 D_fake: 0.089 
(epoch: 28, iters: 600, time: 0.041, data: 0.001) G_GAN: 3.684 G_L1: 53.354 D_real: 0.001 D_fake: 0.037 
(epoch: 28, iters: 700, time: 0.041, data: 0.001) G_GAN: 1.479 G_L1: 17.987 D_real: 0.580 D_fake: 0.281 
(epoch: 28, iters: 800, time: 0.041, data: 0.001) G_GAN: 2.666 G_L1: 17.408 D_real: 0.482 D_fake: 0.092 
(epoch: 28, iters: 900, time: 0.038, data: 0.001) G_GAN: 1.759 G_L1: 19.500 D_real: 0.185 D_fake: 0.216 
(epoch: 28, iters: 1000, time: 0.040, data: 0.001) G_GAN: 1.456 G_L1: 16.753 D_real: 1.639 D_fake: 0.124 
(epoch: 28, iters: 1100, time: 0.041, data: 0.001) G_GAN: 1.805 G_L1: 16.520 D_real: 0.343 D_fake: 0.529 
